Content,Title,Genre,Author,URL
"NỖI LÒNG
Nhạt nhẽo từ nay chẳng đượm nồng
Mây vần vũ cuộn những tà giông
Sầu nghiêng mấy giọt âm thầm đếm
Tủi ngã bao hàng lặng lẽ đong
Nẫu phận vì thương người lẻ gác
Nhàu duyên tại xót kẻ đơn phòng
Đìu hiu gối lạnh dài đêm trắng
Dạ thắt từng cơn bởi thiếu chồng.
25/04/2015
Hoàng Hiện",nỗi lòng,,Hoàng Hiện,https://poem.tkaraoke.com/46503/.html
"GIẢ DỤ
Nếu lỡ mai này phải vắng anh
Buồn như lá rụng bởi xa cành
Bao chiều đếm tủi dầm mưa lạnh
Mấy buổi đong sầu dãi nắng hanh
Nẫu hẩm màu son không kẻ ngắm
Nhàu khê sắc phấn chẳng ai giành
Hài buông gót lẻ đìu hiu dạ
Ủ rũ thân ngà cứ quẩn quanh.
13/02/2015
Hoàng Hiện",giả dụ,,Hoàng Hiện,https://poem.tkaraoke.com/46504/.html
"ĐÔI BẠN TÂM ĐẦU
Hữu tửu vô sầu tựa cõi mơ
Tri âm gặp gỡ thỏa mong chờ
Ta mời vẹn nghĩa tưng bừng phú
Bạn uống chung tình rộn rã thơ
Sáo trỗi hòa theo từng phách quạt
Đàn ngân quyện với mỗi quân cờ
Trà khuya ngoạn thưởng cùng trăng rạng
Nhặt ánh sao trời dệt mối tơ ...
18/05/2015
Hoàng Hiện",đôi bạn tâm đầu,,Hoàng Hiện,https://poem.tkaraoke.com/46505/.html
"RÊU PHONG
Ngang về cảnh ấy trỗi lòng mơ
Chợt lá vàng rơi giọt nắng mờ
Chẳng thấy đò xưa vồn vã nhạc
Đâu còn bến cũ rộn ràng thơ
Âm thầm nước chảy nghe rồi nhớ
Lặng lẽ dòng trôi ngắm để chờ
Thoảng tiếng ai hò câu ví dặm
Như rằng đã toại khúc ầu ơ.
05/08/2017
Hoàng Hiện",rêu phong,,Hoàng Hiện,https://poem.tkaraoke.com/46506/.html
"NHỚ NGƯỜI XƯA
Liễu thả buông mành ngỡ dáng xưa
Màn đêm tĩnh mịch bóng trăng thừa
Đâu còn hạ biếc khuyên bừng liệng
Đã hết xuân nồng én rộn đưa.
25/05/2015
Hoàng Hiện",nhớ người xưa,,Hoàng Hiện,https://poem.tkaraoke.com/46507/.html
"Trở lại vườn xưa ngập nỗi sầu
Đường về lạ lẫm bước chênh chao
Cỏ cây buồn bã lơ thơ dáng
Hoa lá đìu hiu nhạt nhẽo màu
Quanh quất kiếm tìm, mòn mỏi đợi
Mà nào chẳng thấy bóng hình nhau*
Uyên nguyên hoài khúc nay biền biệt
Mộng mị xa rồi đẫm giọt châu",mộng mị xa rồi !,,Đỗ Mỹ Loan,https://poem.tkaraoke.com/46508/.html
"Tóc ai mượt thả bay trong gió
Hương tóc bay đây đó ngất ngây
Sông chờ tóc thả  làm mây
Mà sao mây vẫn đậu hoài trên lưng
Cúi đầu ngó  dòng sông thơ thẫn
Bóng mây trôi nước lẫn bềnh bồng
Tóc xoa ôm nước nhẹ bông
Mây trôi ấm ức tóc bồng em buông
Lòng xao xác hồn buồn nhung nhớ
Người xưa ơi tan vỡ tình đầu
Bao nhiêu tóc bấy nhiêu sầu
Tóc chiều buông xuống bên cầu nhớ thương
Con sông rộng nước vương mây biếc
Hoàng hôn về anh tiếc tình ta
Nhớ về lại cõi người xa
Mây không níu gọi cũng sà sà theo...
Trao tập vở anh đèo xe đạp
Tóc buông dài má áp sau lưng
Má em ấm ấp quá chừng
Ngực em thơm nức ngất từng làn sương
Suối tóc thả vấn vương chiều tím
Dư âm vang vọng lịm thiên đường
Lòng ai tựa sóng muôn phương
Nhớ em ngây dại ngát hương tóc dài...",tóc dài ngày xưa,,Hồng Dương,https://poem.tkaraoke.com/46509/.html
"Biết là chẳng hẹn hò chi
Cà phê cạn đáy sao đi chưa đành ?
Góc trời phía ấy vẫn xanh
Vạt mây ngày cũ mỏng manh phương nào ?
Lắng nghe gió lá lao xao
Mùa Thu vừa đến bên rào hát ca
Đâu đây thoang thoảng hương hoa
Ngỡ như hương ấy từ xa xưa còn
Không chờ đợi sao mỏi mòn
Không thương nhớ sao héo hon cõi lòng ?
Chớm Thu nghe gió chiều Đông
Giữa bao thiên hạ lại không có người
Nhớ xưa được một nụ cười
Đem chia phân nửa cho tươi mắt buồn
Cà phê nhỏ giọt sầu buông
Sẻ san vị đắng giữ hồng đôi môi
Bây giờ tôi chỉ với tôi
Cảnh cũ còn đó đâu rồi người xưa ?
Cái duyên ngày ấy đón đưa
Mong sao chẳng ngại nắng mưa người về",chớm thu nghe gió chiều đông,,Trinhcamle,https://poem.tkaraoke.com/46510/.html
".
.
.
Lấp Lánh Sương Mai rộn cánh bay
Trẩy đường thi hội tụ lòng ngay
Lời thơ báo sớm Tin Mừng tỏ
Đức Mến loan xa cuộc thế hay
Sôi động trao vần Thiên quốc quyện
Thong dong nhả vận Chúa Cha say
Đồng xanh lúa gặt tràn Tin Mới
Có Chúa hồn thơ vi diệu thay
Hồn Biển",thi hội thiên quốc,,Hồn Biển,https://poem.tkaraoke.com/46511/.html
"Đá Biết Buồn
Chia tay rồi, tình yêu xin khép lại
Ôm nỗi buồn còn đây mãi xót xa
Tiếc thương thay một thời yêu thơ mộng
Còn lại gì khi tình vỡ mộng tan.
Nhớ thuở xưa anh hay đưa, hay đón
Trên bước đường về những ngón tay đan
Ta vui say trong men tình nồng thắm
Chuyện chúng mình đẹp lắm những dòng thơ.
Rồi thời gian vô tình trôi dạt mãi
Chuyện chúng mình lạc lối về nơi đâu
Mưa dầm bao lâu rồi mưa cũng tạnh
Tình đôi mình thôi đành phải xa nhau.
Đời vắng nhau như mùa thu đã chết
Xa nhau rồi trút hết bao sầu đau
Nếm đắng cay cho ai mau gục ngã
Thân xác rã rời hoang phế từng đêm.
Từ ngày mai mắt buồn xin hờn dỗi
Thơ tình buồn em ôm nỗi cô đơn
Còn trong em mây trời thương nhớ ấy
Đá biết buồn khi thấy em lệ rơi.
Phuong Vuong",đá biết buồn,,Phuong Vuong,https://poem.tkaraoke.com/46512/.html
