Edited,Title,Genre,Author,URL
"( Nđt , ltvt , ntvv )
Chỉ mỗi riêng mình ngại gió Dông
Dường thân én lạc ngã trên Đồng
Âm thầm tủi xót khơi triền dạ
Quạnh quẽ ưu phiền nép cửa Sông
Ngóng nẻo bình yên đời trọn giữ
Vờn khung hạnh phúc nghĩa thêm Lồng
Đâu ngờ mệnh hẩm cô phòng luyến
Cũng bởi duyên tình há tại Đông.
27/11/2021",nào phải tại đông,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/116268/.html
"THƯƠNG TÍN
chẳng biết danh ông được mấy hào,
một đời bám váy có thanh cao;
nay còn ăn vạ lòng từ thiện
tồi thế, thua chi gã Chí Phèo?
.
HOÀNG BÁCH
Cha con nó dạy gọi mày tao
Đã rõ ngu si đến cỡ nào
Gốc ngọn tréo ngoe phường xỏ lá
Trước sau lẫn lộn tóc thành râu!",thương tín / hoàng bách,,Trần Đức Phổ,https://poem.tkaraoke.com/116269/.html
"Leng keng... leng keng...
Những con chữ
Va vào nhau từ những ống kim loại
Rỗng!",chuông gió,,Trần Đức Phổ,https://poem.tkaraoke.com/116270/.html
"PHẬN MÁ HỒNG
Ai đem con sáo sang sông ?
Để cho chim sáo sổ lồng bay cao
Ôm mùa lau lách sầu đau
Phất phơ ngọn gió năm nào cô đơn ?
Cá rô đớp móng chớm buồn
Lục bình năm nhớ mười  thương cho mình ?
Bóng mây quá khứ tự tình
Năm năm con nước giật mình thở than
Phai phôi ủ dột nắng vàng
Thơ tình dang dở nửa trang hẹn hò
Khuôn vàng thước ngọc so đo
Vào mùa cỏ úa tơ vò rối ren
Phũ phàng ai bẻ nhánh duyên ?
Cát vàng cồn nọ nằm im hững hờ
Trăm năm trôi giạt bến bờ
Dấu chân kỉ niệm nằm xơ xác chiều
Gối đầu vào mộng quạnh hiu
Bẽ bàng tui tủi tiếng kêu xé lòng
Ta ôm trái đất khóc ròng
Con đường mấp mé bẻ cong bao giờ ?
Ngày 11/11/2021
Ân Thiên ( Bình Dương )",phận má hồng 2,,Thiên Ân,https://poem.tkaraoke.com/116271/.html
"NỢ ĐÒI
Đắng cõi lòng mang cảnh nợ đòi
Manh quần thủng đáy ruột rà moi
Buồn hôm đổ dốc còn leo ngựa
Khổ bữa rời non lại xuống giòi
Sợ chỗ thân già thương của chết
Lo phần phận trẻ chán đời toi
Nhiều đêm trở giấc nằm suy nghĩ
Cũng chẳng vì ai tại giống nòi ./.
Lê Cảnh Tiến 28/11/2O21",nợ đòi,,Lê Cảnh Tiến,https://poem.tkaraoke.com/116272/.html
"đâu có gì phải mặc cả tính toan
điều mơ ước giản đơn như hoa cỏ
một chút hương thơm góc trời lộng gió
để nụ cười vương vấn mãi trên môi
đâu có gì phải tìm kiếm xa xôi
bước chân thảnh thơi giữa chiều thu muộn
bắt gặp vô tình sợi nắng vàng rụng xuống
để bờ vai khỏi tủi phận than van
đâu có gì phải buồn bã giăng hàng
thu đến rồi đi chỉ là quy luật
lá vàng rơi để mầm xanh thức giấc
ngại chi ngọn đông phong buốt giá đêm trường?
buổi giao mùa thôi lãng đãng mối sầu tương
câu chữ thăng hoa
thơ dịu dàng sâu lắng
nước mắt không còn vị mặn
mà ngọt ngào hạnh phúc bởi tình thân!
quên hết ngổn ngang
mộng mị
chán chường…",tản mạn ngày đông!,,Đỗ Mỹ Loan,https://poem.tkaraoke.com/116273/.html
".    PHƯỚC AI NẤY HƯỞNG
Nhiều người vất vả kiếm ăn
Biết bao cực khổ, khó khăn chất chồng
Cần cù dành dụm từng đồng
Cả đời gom góp, mà không được giàu.
Nhiều khi chỉ ăn cháo rau
Cần cù tiết kiệm, mong mau chu toàn
Nhưng rồi khôn không đủ ngoan
Phận nghèo số khổ, vẫn hoàn xác xơ.
Tưởng rằng... đời đẹp như mơ
Điều này chỉ có, tuổi thơ mong cầu
Khi người sống đến bạc đầu
Thấy mình muốn có... nhà lầu khó ghê.
Vậy nên chớ có khen chê
Phước ai nấy hưởng, chẳng hề sai đâu
Cuộc đời là một bể dâu
Buồn vui sướng khổ, ngập đầu nhân gian.
Muôn sự có hợp có tan
Có gieo có gặt, có tàn có sinh
Dẫu đời là nhục hay vinh
Đều là nhân quả, do mình tạo ra.
Hãy sống lương thiện thật thà
Tạo nhiều phước đức, là ta thương mình
Thiện tâm phước sẽ nẩy sinh
Cuộc đời An lạc, vì mình biết tu !
28.11.2021
HOANGHAI",phước ai nấy hưởng,,HOANGHAI,https://poem.tkaraoke.com/116274/.html
"Đi xa,nhớ một màu xưa tím Huế,
Màu ruốc hay màu huệ tím bằng lăng,...?
Đời trôi,biền biệt cách ngăn,
Sắc màu chung thuỷ còn trăn trở lòng...
Một màu tím nhẹ đong trầm nỗi nhớ,
Da diết như dây nhợ xiết lòng ta,
Tình cố hương sâu nặng lúc xa nhà,
Một giọng Huế nghe cũng ra màu tím...
Có màu nào,đậm hơn mà lại..rịm!
Tưởng đến thôi đã lịm cả chân trời?
Tím ơi!Nhớ đến chơi vơi,
Ùa ngang,ùa dọc,một thời nhớ,thương...
Chiều thơ mộng,tím sông Hương,núi Ngự,
Ra răng rồi chừ gác tía,lầu son,
Thành Nội xưa,góc phố mất hay còn?
Khăn,áo cũ còn son tươi màu nhớ...
Mực tím viết thắm màu trang sách,vở,
Bảng tên thêu rực rỡ chỉ màu yêu.
Tràng tiền bay tà áo đẹp yêu kiều,
Bằng lăng chất giỏ xe chiều tan lớp...
Đọc Hoa Tím,mộng mơ rồi lại ...khớp!
Tưởng trong mơ,lên lớp lại là không,...
Rồi ai cũng có vợ,chồng,
Những hình bóng cũ mông lung nhớ hoài...
Quên,nhớ,...chẳng ra ngoài ký ức,
Một màu yêu,trang sức của thơ ngây,
Màu yêu đương chung thuỷ chẳng hao gầy,
Bên biển ngắm những làn mây chiều tím...
Ngày xưa đó,ngọt môi cười chúm chím,
Thơm hạt sen,khoai tía tím màu môi,
Ngày xưa,dẫu quá xa xôi,
Dáng người em nhỏ,trong tôi nhớ hoài...",tím,,Trần Lê Tú,https://poem.tkaraoke.com/116275/.html
"Tự do chửa được bao lâu,
Melbourne chắc lại bắt đầu cách ly,
Thăm nhau sẽ chẳng được đi,
Hồ bơi đóng cửa,học thì on line,
Hàng quán đóng cửa dài dài,
Dịch vụ,buôn bán còn ai ngó ngàng...
Thiếu thuốc,chích ngừa làng nhàng,
Biết bao giờ lại...hiên ngang..ra đường?!?",lại giãn cách,,Trần Lê Tú,https://poem.tkaraoke.com/116276/.html
"Gặp dịch Covid tới phải giãn cách,phong toả thì cũng có người rầu,kẻ phất.Thôi ráng suy nghĩ theo hướng tích cực dù chỉ trong..mơ để chờ...ngớt dịch...
Làm đẹp,hớt tóc ngáp ngồi...
Xin làm Siêu thị thì thôi hết nhàn,
Nhà hàng ,gặp dịch,la làng,
Phải chi sản xuất khẩu trang chắc giàu,
Du lịch,khách sạn đau đầu,
Đổi sang bán thuốc thì mau có tiền,
Diễn viên,ca sĩ ,đói  điên,
Đổi nghề mai táng ,kiếm tiền độ thân,
Tắc-xi,chạy Grab ai cần?
Đi giao hàng cũng lần lần có ăn,
Y tá,bác sĩ,nhọc nhằn,
Lỡ mà ..nhiễm bịnh được lăn ra...nằm!!!",đổi nghề mùa dịch,,Trần Lê Tú,https://poem.tkaraoke.com/116277/.html
