Content,Title,Genre,Author,URL
"Em xa rồi vẫn có người nhắc tên
Xa chiều mưa gió về trong đơn độc
Chỉ mình anh lặng yên ngồi một góc
Đợi người qua đưa tay khẽ vỗ về.
.
Em xa rồi có nhớ chiều trên đê
Tiễn em đi anh về trong lặng lẽ
Người đã quên những gì còn có thể
Bỏ ngang lưng bao câu nói hứa thề.
.
Em xa rồi hãy tỉnh lại cơn mê
Tìm ngày xưa chẳng lỗi hẹn bao giờ
Người ra đi đành rằng thôi chẳng nhớ
Để nỗi sầu câm lặng trong sớm mai.
.
Thôi ta trả những gì còn xót lại
Để tháng năm cứ lặng lẽ trôi đi
Nghĩ làm chi tìm về để được gì
Ngày đã hết quay đầu đâu nguyên vẹn.
.
Đã bỏ rồi sao cứ giữ câu hẹn
Anh bây giờ đã khác lắm ngày xưa
Nhớ nhung ư. Vô ích cũng chỉ thừa
Bởi anh hiểu cái điều vô nghĩa ấy.
.
Chắc hẳn là những điều em nhìn thấy
Nó thoáng qua như giấc trong đời
Anh rất mệt khi những điều em nói
Nắng trái mùa cũng chỉ thoáng qua thôi.
.
Em đi đi anh giận rất lâu rồi./.
25+27/7/2018",nắng trái mùa,,Phùng Mạnh Tiếp,https://poem.tkaraoke.com/87787/.html
"Đêm ngồi uống rượu ngắm trăng thanh
Tiện đây tin nhắn hỏi chị Hằng
Trên ấy bây giờ thời có lạnh?
Nếu buồn xuống tớ uống vài ly
Thằng Cuội kỳ này sao chẳng thấy?
Tin nhắn zalo nó bỏ à?
Có còn hay ghẹo cô tiên nữ?
Tính nó ham vui, lụy với tình.
Dưới này từ dạo chị lên Trăng,
Vắng vẻ buồn hiu cả xóm làng
Thúy, Thúy, Hà, Yên, sao chả thấy
Bích, Hường, Mai, Lộc chẳng tin chi
Thằng Khải, thằng Huân trên Bắc Kạn,
Chị biết tin gì nhắn dùm tôi
Sơn “Phiu”, Nghĩa, Hải, Lan, Vân, Trịnh
Hùng, Huấn, Tân, Thơm, Chúc thế nào?
Còn Tùng, còn Hạng, còn em Nghĩa (nữ)
Chị Liệu, chị Dương, Thiện, Thuyên, Du,
Còn Tuyên, còn Thuấn, còn anh Chiến.
Có nhớ lớp mình ở Xuân La?
Thái Bình cũng thế người mỗi ngả
Mỗi đứa một nghề chẳng giống nhau
Thằng Đô cán bộ phòng lao động
Thằng Việt đi làm tận Lai Châu
Thằng Khoa chuyển ngành làm cảnh sát
Nghe nói làm quan tận Sơn La
Thằng Thiêm bước ngang làm kinh tế
Làm chủ một vùng chẳng lụy ai
Con Nhài nghe nói làm cô giáo?
Nam béo, Hoan, Danh đã thành “Danh”?
Lan Anh, Hằng, Hạnh, Vinh, Quân, Toản
Chúng nó bây giờ chắc giàu to
Còn Thái, còn Thành, còn em Cúc,
2 Hiếu, 2 Phương, mấy nàng Hoa
Có ai còn nhớ trời Xuân Đỉnh
Hay còn mải miết cuộc mưu sinh.
Tôi thì rượu uống nhiều hơn trước,
Chẳng muốn bon chen cái chuyện đời
Chỉ muốn bay lên chơi với Cuội
Ngày xưa hai đứa bạn tâm giao.",hcvpk1,,Ho Cam Dao,https://poem.tkaraoke.com/87788/.html
"Bài 17  LÀ THI SĨ
Lỡ tôi chết, xin ai đừng khóc lóc
Để hồn tôi được thanh thản vui chơi
Không còn nghe trách móc với nặng lời
Tôi vui vẻ tránh xa bao thành kiến
Xin đem hết thơ tôi mà cống hiến
Cho trang thơ vườn Thúy nở thêm hoa  (1)
Hãy phổ thành những giai điệu tình ca
Cho thế hệ mai sau cùng thưởng thức
Nỗi đau khổ ứa tràn trong lồng ngực
Sẽ nhịp nhàng theo tiếng hợp âm ba
Khối tình thơ và nỗi nhớ thiết tha
Sẽ hòa quyện với tiếng khèn, tiếng trống
Nơi xa vắng tôi vẫn ngồi nghe ngóng
Hồn trở về thăm lại mấy vần thơ
Sẽ mỉm cười vì đã đạt ước mơ
Trên giá sách tên mình còn lưu chữ
Lỡ tôi chết người ơi!  Xin cất giữ
Tập thơ tình chăm chút bấy nhiêu năm
Là khổ đau là nước mắt âm thầm
Là tinh túy từ con tim khối óc
Tôi yêu quý thơ mình hơn vàng ngọc
Kiếp lai sinh từ cõi chết trở về
Nơi ngày xưa còn chưa thỏa đam mê
Làm thi sĩ thả hồn ru với gió...
Đem thơ trải trên lá hoa cây cỏ
Gieo tình yêu cho chồi biếc đơm hoa
Thả tâm tư vui với ánh trăng ngà
Không còn cảnh  bị bũa vây kiềm tỏa
Tôi đi khắp các miền xa, đất lạ
Gởi hồn mình trên những áng thơ say
Cho thế nhân và vạn vật đều hay
Niềm hạnh phúc của tôi LÀ THI SĨ
(1) Vườn Thúy lấy trong truyện Qùynh Dao...",là thi sĩ,,Thiên Lý,https://poem.tkaraoke.com/87789/.html
"MONG ĐỢI
Sáng nay lạnh mây sầu giăng nhiều quá
Em bồi hồi nhớ lại buổi hôm qua
Viết tâm thư trên trang giấy nhạt nhòa
Gởi chim khách mang về phương trời lạ
Tàn chiến cuộc  sao mình còn đôi ngã
Em dỗi hờn tìm kiếm khắp muôn nơi....
Vườn cau xưa nay xơ xác tơi bời
Đã mấy chục năm trời em vẫn đợi
Tàn chiến cuộc sao anh về chưa tới
Đón thanh bình dân vui hát hoan ca
Em thẫn thờ dạo khắp chiến trường xa
Tìm di ảnh người trai xưa gục ngã
Buổi hôm ấy anh bước đi vội vã
Lệ âm thầm đưa tiễn bước chinh nhân
Bao tháng năm em chăm sóc ân cần
Cội thông cũng u buồn xơ xác lá
Em chăm bón vườn rau và luống mạ
Đợi anh về đơm nắng miệt vườn quê
Để mẹ già ta vui sướng hả hê
Ôm con khóc giọt mừng lăn trên má
Sáng nay lạnh mặt trời lên chậm quá
Viết tâm thư lời khấn nguyện âm thầm
Gởi gió núi mây ngàn mang thơ tới
Đến người tình em đợi suốt trăm năm
Thiên Lý
7  / 11 / 2016",mong đợi,,Thiên Lý,https://poem.tkaraoke.com/87790/.html
"CHIẾC ÁO CHO ANH
Nơi em ở,  là một miền nắng gió
Chim khuyên buồn nên chẳng muốn hát ca
Chốn thâm sơn vắng vẻ bóng người qua
Nghe lạc lõng giữa đất trời xa lạ
Ngày thơ thẩn cùng cỏ cây hoa lá
Bóng hình nào cho em mãi tương tư
Cho em luôn tìm kiếm mớ ngôn từ
Dệt nên những vần thơ tình huyền ảo
Lòng mơ mộng và âm thầm đan áo
Bằng sao trời, bằng nỗi nhớ mênh mông
Bằng ánh trăng dìu dịu rớt vào lòng
Tình dậy sóng - luôn bàng hoàng tơ tưởng...
Em đan áo, trong mơ màng tưởng tượng
Có suối reo và chim hót trên cây
Có thuyền tình trôi trên những áng mây
Nơi công chúa trong rừng gặp hoàng tử
Em gửi áo cho chàng nơi lữ thứ
Ấp yêu người ấm lạnh tháng ngày đông
Nghĩa phu thê tình âu yếm mặn nồng
Là kỷ vật của tình iu mộng mị
Sẽ theo suốt trên nẻo đường vạn lý
Để vui buồn, làm tri kỷ bên nhau
Dẫu phong ba gió bụi chẳng bạc màu
Vẫn đẹp mãi như tình em trao gửi
Thiên Lý
20/10/2018",chiếc áo cho anh,,Thiên Lý,https://poem.tkaraoke.com/87791/.html
"Cuối tháng bảy khí trời càng khắc nghiệt
Giọt mưa ngâu nay trốn biệt nơi mô?
Để hoa người ngày một thêm héo khô
Nỗi khao khát cơn mưa về tưới mát
Tháng bảy nắng làn da thêm khô rát
Nắng cháy da người héo úa cánh hoa
Đất cằn cỗi nhìn cảnh vật xót xa
Trong cái nóng ngày đêm đang thiêu đốt
Hoa cũng như người chỉ mong điều tốt
Hoa thì cần mưa! Em lại cần anh
Mưa chưa về cảnh vật thiếu màu xanh
Anh chưa về em ngày đêm mong ngóng
Người yêu về để xua tan cái nóng
Cho âm và dương hòa hợp nhịp nhàng
Hương tình yêu trong ân ái mơ màng
Ta ngây ngất đắm chìm trong vị ngọt
Tháng bảy xa nỗi nhớ nhung chót vót
Cho nhớ thương chiếm trọn cả tâm hồn
Bờ môi mọng chờ đợi những nụ hôn
Khi xa nhau tình yêu sao rất lạ
Lung linh sắc như hương hoa mùa hạ
Có xa nhau mới thấu hiểu nỗi lòng
Có xa nhau mới thấm nỗi chờ mong
Thế mới biết mình thương nhau đến vậy
KTP ( Nhớ Người 27/7-2018)",tháng bảy & nỗi nhớ anh,,Khương Thuỵ Phùng,https://poem.tkaraoke.com/87792/.html
"Người Khách Lạ
Lữ khách trời xa ngược trở về
Thăm tình yêu dấu, xóm làng quê
Chiều nay lặng lẽ trên hè phố
Kỷ niệm thanh xuân với những gì!...
Mà cả chuỗi dài mãi nhớ thương
Châu Âu, xứ lạ lắm khi buồn
Biên cương đau đáu, sầu trong ánh
Ngày tháng thâm trầm hướng vọng phương…
Đăng đẳng qua rồi mấy chục năm
Thuở nào ửng sáng dưới nhung xanh
Giờ đây muối trắng trên mờ nhạt
Lựng khựng đôi chân, lắm ngỡ ngàng
Ông lão ngược vòng ghé công viên
Lần tìm băng đá nhẹ ngồi yên
Thẫn thờ đưa mắt nhìn đây đó
Cảnh cũ, hình xưa dậy nỗi niềm
Mơ màng, đăm đắm hướng ra sông
Sóng nước Hậu Giang gợn cõi lòng
Cũng vẫn nhẹ nhàng dâng nhấp nhố
Mà nay lại biến trở thành không
Đâu người con gái nét đan thanh
Sóng biếc hừng vui tiến lại gần
Bận việc hay sao mà trễ hẹn
Khiến hoài nôn nóng đợi chờ anh
Đâu bè bạn học tụ chung vui
Rôm rả chuyện trò chẳng kịp lơi
Ý tưởng nấu nung bầu nhựa sống
Thênh thang ấp ủ trải lên đời
Đâu chợ nhộn nhàng lúc giải khuây
Buồn buồn trống vắng bước ra đây
Tới lui nhìn ngó, mua vài thứ
Cũng tạm phôi phai khoảnh khắc nầy
Đâu đêm thả dạo dưới hàng đèn
Nửa mộng chim ngàn, nửa nhớ em
Tư lự, bâng khuâng treo bảng lảng
Dạt dào chầm chậm phủ con tim…
Bất ngờ khóe lệ ửng trào ra
Cắt rốn Cần Thơ, cố quốc mà
Ai nỡ xui chi thành khách lạ
Nghẹn ngào, da diết tím hồn ta
Ôm cả vầng trăng của thuở nào
Để rồi bỏ xứ biết bao đau
Giờ đây trở gót, niềm man mác
Dưới xế hoàng hôn tiếp tục rầu…
Người có hiểu vì sao khách lạ
Chiều hôm nay buồn bã âm thầm!
27/7/2018
Nguyễn Thành Sáng",người khách lạ,,Nguyễn Thành Sáng,https://poem.tkaraoke.com/87793/.html
"TỰ TẠO
Kìa xem tướng mạo thích chưa tề
Nét mặt tươi cười thấy ghét ghê
Khổ cực thường ngày ai có biết
Oai phong lắm bữa họ mãi mê
Đời người thánh thiện tình tròn ý
Cuộc sống nhân từ nghĩa chỉnh tề
Tướng phát tâm sinh muôn hạnh phúc
Bình an phú quý chẳng còn chê.
28/7/2018
JB. Nguyễn Hùng
ƯỚC VỌNG
(Bài họa của tác giả: Trương Đức Hạnh)
Tiến triển vườn yêu rất chỉnh tề
Duyên nồng thắm trổ dễ thương ghê
Dù cho bão tố…thuyền luôn vững
Dẫu có phong trần mộng vẫn mê…
Cuộc sống nhân văn ngời biển cả
Đường đời sáng tỏ đẹp tình quê
Gia đình hạnh phúc hoa hồng nở
Ước vọng thanh bình cảnh khỏi chê…
ĐứcHạnh – 28 07 2018
http://jbnguyenhung.vn102.space/?title=t_t_o&more=1&c=1&tb=1&pb=1",tướng mạo,,JB.Nguyễn Hùng,https://poem.tkaraoke.com/87794/.html
"Cuộc sống vốn dĩ khôn lường
Tình yêu chợt đến chán chường chợt đi
Đối mặt trước cảnh biệt ly
Nắm tay thật chặt đến khi chia lìa
Còn nhớ ngày nắng hôm kia
Bên anh em lại quay về phía ai
Kể từ ngày đó đến nay
Không lần gặp lại đắng cay một mình
Em giờ sao với người tình
Yêu nhau hạnh phúc tình duyên thế nào?
Anh giờ tràn ngập khát khao
Mong rằng kí ức qua mau khỏi sầu
Hòa vào bóng tối chìm sâu
Làm sao quên hết tình đầu khó phai
Tháng năm kiếp sống miệt mài
Đường xưa lối cũ nhiều ngày anh qua
Em biết không? Vẫn thiết tha
Tim anh rung động như là còn em
Cảm giác như đã từng quen
Ngày nào ngập nắng anh em mặn nồng
Nhưng sau tất cả là không
Hai ta xa lạ bướm ong qua đường.",mối tình xưa,,Hữu Tình,https://poem.tkaraoke.com/87795/.html
"Anh đã say, giữa đất trời nghiêng ngả
Giữa phố đông người anh loạng choạng tìm em
Uống đi em, cạn chén men nồng
Ta say ngủ, giữa đời còn mộng mị...!!!",giữa đời ta say,,Tấn An,https://poem.tkaraoke.com/87796/.html
"( nđt , song điệp )
Thân này vạn thuở còn đơn bóng
Bóng nọ muôn ngày cũng lẻ thân
Thân vẫn trông chờ ngơ ngẩn bóng
Bóng hoài ngẫm đợi mỏi mòn thân
Thân ghì nghĩa nợ ghim tràn bóng
Bóng giữ ân tình khỏa ngập thân
Thân tủi âm thầm yêu phận bóng
Bóng sầu lặng lẽ dỗi đời thân.
25/7/2018",phận số,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/87797/.html
"Tủi quạnh mình ta chán nản đời
E rằng cuộc sống ngập sầu rơi
Thời gian ấp ủ đành phai nhạt
Kỷ niệm gìn trau cũng lặng ngời
Vẫn biết duyên bền xa phận hẩm
Nên nhìn nghĩa đoạn cách hồn lơi
Niềm vui nhạt nhẽo làm sao với
Hạnh phúc thờ ơ chắc tại trời.
26/7/2018",trách phận do trời,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/87798/.html
"Chờ đợi bóng ai
Năm dài rệu rã
Chỉ muốn buông thả câu yêu
Cõi dạ bao chiều lại vẫn nhớ nhung
Đành ước tương phùng
Cùng chung lối hẹn
Ái nợ vun vén trong đời
Trải ngập ngàn lời trọn kiếp bên nhau
Không để nát nhàu
Nỗi đau quyện thắt
Mãi hứa xiết chặt tâm hồn
Bớt cảnh tủi hờn chua xót quấn quanh
Ân nghĩa tròn vành
Mộng xanh tươi thắm
Ngày tháng lệ đẫm dần tan
Hạnh phúc vô vàn cuộc sống bình yên.
26/7/2018",mỏi đợi người thương,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/87799/.html
"Gió đừng nán lại hồn ta đấy !
Để đáy lưu hương được vẹn đầy
Ảo mộng hay là trần thế vậy ?
Ân tình đành đoạn xác thân đây.
Em là ánh nguyệt trời thu thiếu
Hay khói sương tan giữa cảnh chiều
Lọn gió vô tư lay ngọn liễu
Khuya buồn nức nở tiếng đêm kêu
Hồn ta mệt lữ bên thềm đá
Chợt thấy thu sầu thật diết da
Hằng ơi trần thế là vô ngã !
Mọt chút si mê cũng gọi là ...
Ta đi trong cảnh cành thu động
Chẳng biết trăng tàn  dưới đáy sông
Giọt nước khua  vành lan ngọn sóng
Thu về chưng hững bóng trăng suông....",chợt qua,,Hồng Dương,https://poem.tkaraoke.com/87800/.html
"CHUYỆN THẾ NHÂN
Lắm kẻ làm thơ hận nỗi đời
Cho rằng tạo hóa mãi đùa chơi
Đường duyên nửa cuộc còn gian dối
Ngõ mộng từng đêm chỉ rối bời
Để nét văn buồn luôn cạn nghĩa
Cho dòng mực tím cũng tàn hơi
Nào ai hiểu thấu tình muôn mặt
Vội bảo lòng nhân quá lỗi thời ./.
Lê Cảnh Tiến 28/07/2018",chuyện thế nhân,,Lê Cảnh Tiến,https://poem.tkaraoke.com/87801/.html
"Em cứ mãi ấp ôm tình facebook
Mà quên rằng có hạnh phúc chi đâu
Mỗi đêm khuya vẫn gậm nhấm nỗi sầu
Thêm mệt mỏi đớn đau oằn trĩu dạ
Nhiều lúc nghĩ hay là mình buông thả
Chữ nợ duyên trao trả lại cho đời
Để tâm hồn thôi cảm thấy chơi vơi
Nhưng không dễ khiến rệu rời thân xác
Chắc tại bởi ta mang phần số bạc
Hoặc tim người đã đổi khác từ lâu
Năm tháng trôi ân nghĩa chẳng đượm mầu
Cố gắng giữ mong tròn câu ước hẹn
AI biết được cõi lòng luôn uất nghẹn
Tiếng nhớ thương gượng vén dễ gì thành
Còn vạn lời muốn tỏ rõ cùng anh
Thật quá khó nên cam đành nín lặng.
28/7/2018",đắm chìm tình ảo,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/87802/.html
"Lá nhẹ đưa thân mềm
Xoay vòng đan nỗi nhớ
Bay tình cờ qua ngõ
Vương buồn trên mắt em…
Nghiêng nghiêng suối tóc huyền
Xõa kín bờ vai nhỏ
Sợi ngắn, dài trong gió
Kết thành chuỗi đợi mong …
Nhớ nhung quyện cõi lòng
Se se trời thoảng lạnh
Vắng nhau hồn hiu quạnh
Nhuốm sầu mây héo hon…
Nắng bên em khoanh tròn
Cánh cửa tim lay nhẹ
Dịu dàng anh bước khẽ
Vào miền nhớ mênh mông…",thì thầm nỗi nhớ,,Tâm Đoan,https://poem.tkaraoke.com/87803/.html
