Content,Title,Genre,Author,URL
"BIỂN CHẾT.
Từ xưa biển đã rất trong xanh.
Sao lại bây chừ quá mỏng manh.
Chẳng lẻ có người gieo độc tố.
Hay là ai đó ném hôi tanh.
Chức năng vào cuộc điều tra gắp.
Các cấp làm ra rõ ngọn ngành
Những kẻ gian manh đem xữ tội.
Mới mong hả dạ chốn dân lành.
VH.
-------------------------------------------------------
VH. XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HŨU.
---------------------------------------------------------
1-
Đã hết trung thần.
*****************
Biển đảo biên cương chẳng tốt lành
Tham ăn dính mối bọn lưu manh
Nghe theo bạn tốt đành hôi hám
Nối bước tham quan phải thúi tanh
Đã nhận đầy kho sao sợ khổ
Không còn trống két đã an lành
Thôi đừng đánh đố ai đâu xử
Đã hết trung thần bãi nói ngành.....
VANBA65
2-
KHÔNG GIỮ
Sóng biển ngày đêm vỗ ngọt lành
Hòa dòng nước cuộn chẳng hôi tanh
Làng ngư trĩu lưới vui nghề biển
Hải sản đầy khoang sướng nghiệp ngành
Bỗng dạt ven bờ nhiều cá rữa
Trơ nằm dọc bãi đủ hình manh
Rằng ai thải độc mà không giữ
Sóng biển ngày đêm vỗ ngọt lành
LƯƠNG TÚ
3-
BIỂN CHẾT
Nước biển bao đời vẫn biếc xanh
Ngư dân thả lưới sống an lành
Lỡ làm cá chết xông mùi thối
Đành để cua toi bốc vị tanh
Những kẻ vì tiền tâm ác độc
Hay người hám bạc dạ gian manh
Cơ quan pháp luật điều tra rõ
Từ dưới lên trên đủ các ngành
ĐT.
4-
TẠI AI?
Từ lúc thay màu ấy đỏ xanh
Thì thôi tràn ngập bọn lưu manh
Ngang tàn hủy hoại gieo giông tố
Bạo ngược làm càng rắc thúi tanh
Tổ quốc đang hồi suy gáp gắp
Giang sơn gặp lúc nạn chòng chành
Tay sai bán nước chồng muôn tội
Nước việt còn đâu an với lành!
SAUMIETVUON.",biển chết.,,Vuviethung Cung Be Ban,https://poem.tkaraoke.com/57640/.html
"NHÌN THẤY VIỆC QUAN LÀM.
Đường dây nóng liệu còn đủ lửa.
Ngày mai nầy nóng nữa hay không ?
Khổ đau cứ mãi chất chồng.
Dân tinh khốn khó mênh mông biển sầu.
Cây lìa cội vì đâu nông nỗi.
Người hại người tội lỗi người ơi.
Quan rồi cũng chỉ một thời.
Thứ dân kia mới là nơi gởi mình.
Sống với nhau trọn tình trọn nghĩa.
Đừng để đời mai mĩa cười chê.
Phải dành một chổ quay về
Cuối đời có một chốn quê yên lành.
Bao nhiêu năm ham danh hám lợi.
Mua giàu sang vời vợi sầu tư.
Bạc vàng châu báu dôi dư.
Ngày lìa cõi tạm cũng như bao người.
VH
VỘI QUĂNG DÙI.
Nỗi khổ con người được mấy vui.
Vì sao đánh trống lại quăng dùi
Tiếng vang vẫn đó mà lùi bước.
Lời vọng còn đây vội rút lui..
Ngọn lửa soi đường chưa đỏ sáng.
Ánh trăng rọi ngõ đã đen thui.
Dân mình gian khó nhiều năm tháng.
Mong sống yên bình chỉ thế thôi.
VH.
VH. XIN TRÂN TRỌNG GIỚI THIỆU BÀI HỌA CỦA CÁC BẰNG HỮU.
------------------------------------------------------
1=CŨNG NHƯ MỌI NGƯỜI.
*******************
Trên trần gian mưa dầu nắng lửa
Hành con người từng bữa trống không
Làm cho vợ phải xa chồng
Mưu sinh viễn xứ mênh mông khổ sầu
Cảnh trần đời nỡ đâu phản bội
Cậy làm quan ép tội cho người
Dân đen khổ lắm trời ơi!
Hết quan ta cũng về nơi dân mình
Sống trên đời có tình có nghĩa
Để đến chừng ngày kia trở về
Lắm lời thiên hạ cười chê
Cuối đường trần thế về quê chẳng lành
Để cho đời công danh quyền lợi
Vùi lấp thân dịu vợi không tư
Trần gian tiếng xấu đầy dư
Xác thân tay trắng cũng như mọi người....
TA BÀ MỘT KIẾP.
****************
Trên đời thấy đẹp mãi đùa vui
Trống vỗ mỏi tay cũng liệng dùi
Héo sức đâu còn mà tiến bước
Tàn hơi đã cạn phải quay lùi
Trăng soi dẫn lối còn trong sáng
Nhựt phủ ngăn đường hết tối thui
Thế sự hăng say gây tội lỗi
Ta bà một kiếp mãn đành thôi.....
VANBA65.
2-
ĐÀNH CHỊU
Dân tình đợi mãi có gì vui
Một lũ mồm to khoắng loạn dùi
Sáng sủa đâu nào buông kiếp lụi
Im lìm vậy đó mặc đời lui
Chờ mong cuộc sống rồi no đủ
Mộng ước tâm lòng khỏi tối thui
Vất vả còn đeo buồn thế sự
Nên đành khổ cực kiếm tiền thôi.
3-ĐÀNH VẬY
ĐỜI NGƯỜI KHỔ CẢNH CÓ CHI VUI
VỖ MIỆNG KHOE MÔI MÃI NẮM DÙI
ĐÁNH TRỐNG OM SÒM RỒI BỎ LỤI
KHUA CHIÊNG RỘNG SỐNG THÊM ĐẦY ĐỦ
KẺ MONG CHÍNH SỰ BỚT TỐI THUI
KHỔ CỰC CÒN ĐEO SẦU NHÂN THẾ
CAM LAO VẤT VẢ KIẾP NGƯỜI THÔI
GM.NGUYỄN ĐÌNH DIỆM",nhìn thấy việc quan làm.,,Vuviethung Cung Be Ban,https://poem.tkaraoke.com/57641/.html
"KẺ BẤT TÀI.
Dốt nát thường hay thích hám danh.
Quyền cao ,chức lớn khoái ham dành
Bạc tiền của cải luôn mong đoạt.
Phú quý giàu sang lại cố tranh.
Mấy lượt sa cơ do thất học.
Bao lần sẩy nghỉệp bởi vô hành.
Tự xưng kẻ cả trong thiên hạ.
Thực chất chuyện chi cũng chẳng rành.
VH.
VH. (Họa bài THAN THAN của anh PH.NG. VĨNH)
THAN THÂN
Cả đời phấn đấu chẳng nên danh
Hỏi lấy đâu ra của để dành
Lục Bát vài câu chưa gột sách
Thơ Đường mấy tứ chửa treo tranh
Nghề chơi múa võ trò không dễ
Nghiệp viết dương oai chuyện khó thành
Tấu sớ cha truyền lưu hậu duệ
Dâng hương cúng giỗ vái cho rành
Phạm Ngọc Vĩnh
VH XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HỮU.
*******************************************************
1`-
Y ĐỀ .
******
Học hành đổ đạt mới vương danh
Dốt nát quyền cao chớ lấn dành
Chẳng hiểu dùng mưu mong chiếm đoạt
Ngu si cậy sức đợi đua tranh
Sa cơ thất thế như ai phạt
Thất nghiệp bơ vơ tựa kẻ hành
Ngớ ngẩn nhìn đời nào có biết.
Đem thân cuốc đất cũng không rành.....
VANBA65
2-
RÈN TÂM THỂ
Sống khỏe chan hòa giữ tiếng danh
Làm theo nghĩa hiệp chớ ham dành
Âm thầm với bạn quây quần cảnh
Lặng lẽ cùng bầu thưởng thức tranh
Sáng buổi qua bình thơ chửa đạt
Chiều hôm tới luận việc chưa hành
Vui đời hạnh phúc lòng thanh thản
Luyện thể rèn tâm xử trí rành.
LLƯƠNG TÚ.
3-
NGU MÀ TỎ RA NGUY HIỂM
Ngồi lì lợm mãi giữ hư danh
Xú uế người buông nó lại giành
Lợi ích bầy đàn bu chiếm đoạt
A dua lũ nhóm tạo dây tranh
Cán mai suông đuột phường vô học
Lá mít hẹp lòng thứ chả hành
Cô hội lách luồng quân hạ tiện
Gây ra đổ vỡ khổ dân lành!!!
SAUMIETVUON.
4-
ĐEN ĐỎ TRÒ ĐỜI
Con vua ắt lại nối ngôi vua
Quy luật chứ đâu phải chuyện đùa
Cha cọp nào sinh ra chú cún
Bố còng sao đẻ được chàng cua
Chớ ghen số đỏ xơi đầu lợn
Đừng tủi phận đen húp cháo rùa
Tập ấm truyền đời không dễ đổi
Chẳng theo cứ việc tếch vô chùa
QN
5-
HÃY NGẪM
Ở đời lắm kẻ háo ưa danh
Hể có chút thơm vội vả dành
Của cải tiền tài luôn hám đoạt
Quyền cao chức trọng mãi tham tranh
Bao lần thất thế do si đắm
Mấy bận sa cơ bởi lợi hành
Hãy ngẫm suy cùng đời mấy chốc
Trăm năm một thoáng bỏ đi nhanh
GM.Nguyễn Đình Diệm",kẻ bất tài.,,Vuviethung Cung Be Ban,https://poem.tkaraoke.com/57642/.html
"NGẪN NGƠ.
Em về chốn ấy chẳng mong chờ.
Anh ở nơi nầy ý ngẫn ngơ.
Thao thức đêm trường bao nỗi nhớ.
U hoài ngày tháng những niềm mơ.
Tình xưa vẫn đó lòng xao xuyến.
Nghĩa cũ còn đây dạ thẫn thờ.
Kỹ niệm một thời vương ký ức.
Thương người buổi ấy dệt vần thơ.
VH
VH.XIN TRÂN TRỌNG GIỚI THỆU CÁC BÀI HỌA CỦA BẰNG HỮU.
******************************************************
1-
GIỮ KỸ.
*******
Đã hẹn trông mong mãi đợi chờ
Em sao vắng bóng dạ buồn ngơ
Từng giờ xáo trộn rơi nhung nhớ
Sáu khắc xôn xao đổ mộng mơ
Ngóng cổ nhìn quanh đầy bỡ ngỡ
Nghiêng đầu ngó tới lắm bơ thờ
Anh còn giữ kín tình muôn thuở
Gói kỹ gởi vào những áng thơ..
Vanba65.
2-
NGƠ NGẨN
Khắc khoải lòng anh lúc đợi chờ
Thương nhiều nhớ lắm để hồn ngơ
Những ngày thơ thẩn ôm niềm mộng
Từng tối bơ phờ gợi ước mơ
Mắt dõi đường xưa lòng ngớ ngẩn
Chân qua lối cũ trí ơ thờ
Tình này nghĩa đấy còn vương vấn
Mượn bút giãi bày gửi gắm thơ,
Đ. THIÊN.
3-
NGẪN NGƠ.
Bến cũ giờ đây hẳn đợi chờ
Bao nhiêu kỷ niệm thủa ngu ngơ
Tóc xanh gió thổi ghi niềm nhớ
Chiều xế nắng xiên khắc ước mơ
Bờ lở tình suông còn giữ nghĩa
Đò nghiêng vững dạ vẫn tôn thờ
Bao năm viễn xứ hoài trông ngóng
Một buổi tương phùng gọi ý thơ
......
XS.
4-
TÌNH NGƠ
Lẳng lặng mình ai thổn thức chờ
Đâu người một thuở kết tình ngơ
Rời xa để lại bao niềm mộng
Cách biệt trông hoài những giấc mơ
Chuyện cũ còn ghi dòng mến mộ
Lời xưa vẫn tỏ ý tôn thờ
Bao lần gặp gỡ rồi vương vấn
Trọn mãi trong lòng đẹp áng thơ
LƯƠNG TÚ.
5-
Gửi lại
Đã hẹn đầu thu sẽ đợi chờ
Sao chàng chẳng nhớ lại làm ngơ
Rêu phong quạnh quẽ nơi vườn mộng
Cỏ úa hoang tàn chốn bến mơ
Xót đọng vầng mây trôi lãng đãng
Buồn vương vạt nắng chiếu ơ thờ
Đây dòng tứ tuyệt em vừa viết
Gửi lại cho người một tứ thơ
Thanh Thanh Khiêt
4/4/2016
6-
NHỚ!.
Nhớ lắm người ơi ấy có chờ.
Thương hoài bóng dáng tớ ngu ngơ.
Bao đêm hóng gió nhìn trăng nhớ.
Mấy buổi mưa rơi ngắm hạt mơ.
Đã biết duyên mình như món nợ.
Không đành dứt bỏ lại tôn thờ.
Ôi vì nhật ký qua trang vở.
Cứ vậy từng ngày dệt nét thơ.
NG.HÙNG",ngẫn ngơ.,,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57643/.html
"CẢNH CHỢ CHIỀU.
Ngắm cảnh chợ chiều chán mớ đời.
Bán mua mặc sức thỏa lòng bơi.
Đua chen danh lợi tâm chìm nỗi.
Nhìn thấy thu tàn lệ mãi rơi
Thiên hạ tranh nhau kiếm chổ ngồi.
Ngoài kia con nước mãi đầy vơi.
Bán mua lộn xộn gây nông nỗi.
Cuộc sống người nghèo vẫn khổ thôi.
Ngắm cảnh chợ chiều ngán quá rồi.
Người thì mới tới, kẻ còn ngồi.
Xin đừng , hò hét gây thêm tội.
Thất đức vô nhân quả thật tồi.
Cây cao bóng cả ở đâu rồi.
Sao chẳng còn ai cứu giúp người.
Đem hết tài năng trừ kẻ xấu.
Kỷ cương lập lại giữ yên đời.
VH.
VH . XIN GIỚI THIỆU NHỮNG VẦN THƠ CHIA SẺ ĐÒNG CẢM CỦA BẰNG HỮU.
***************************************************************
1-
Y ĐỀ.
*****
Chợ chiều mua bán để nuôi đời
Đua sức tranh tài cứ mãi bơi
Háo thắng mê tiền không chịu nổi
Tình thương tơi tả ngập sầu rơi
Chen nhau xô đẩy kiếm nơi ngồi
Ngán ngẩm tình đời rớt đổ rơi
Cuộc sống áo cơm gây đến nỗi???
Tranh giành lấn ép đổ tàn thôi
Nhìn xem thấy cảnh ngán nhiều rồi
Chị đứng cô đi cụ mệt ngồi
Chẳng kể tôn ty gây lắm tội
Vô nhân bất đạo lắm điều tồi
Nho gia lễ giáo bỏ đâu rồi
Giáo huấn sao quên chẳng dạy người
Sửa đổi ý đồ mang tật xấu
Tôn ty thượng hạ đẹp vui đời.
VANBA65.
2-
Vỉa hè là để người đi
mang hàng ra bán chỉ vì lợi riêng
kẹt xe tai nạn liền liền
chợ chiều tụ vậy rất phiền đấy nha !
TTK
3-
Mây tím trời xanh cảnh chợ chiều
Tiết thu nắng nhạt gió hiu hiu
Nhấp nhô lều quán người thưa thớt
Hàng hóa vùng quê chẳng có nhiều...
Đinhquy55.
4-
Cây cao bóng cả nghỉ ngơi rồi
Mặc tình thoả sức họ rong chơi
Chồi non cây nhỏ dìu nhau bước
Một mai ấm gốc lại xanh tươi
..........
HXS.
5-
Chợ chiều sao quá nỗi nhiêu khê
Tranh mua giành bán đến ê chề
Vì lẽ ""sân si tham"" phải thế
Chợ đời ngán ngẩm dạ tái tê
N Đ T.
6-
Ta đứng nhìn cảnh chợ
Thấy lòng buồn dứt day
Cái thời ta ra trận
Có biết đâu thế này
Nói thì hay hay lắm
Làm với nói khác xa
Chỉ hành dân là chính
Sự thực cần nói ra
Vẫn thường nghe nói dối
Vẫn báo cáo báo chồn
Giả dối và xu nịnh
Chợ ơi...mãi trường tồn.
H T ĐÀM.
7-
Chợ chiều lắm nỗi nhiêu khê
Ta về ấm lại tình quê khúc chiều
Quên đời bên chút thương yêu
Cho lòng lắng lại bấy nhiêu ...ấm lòng!!!
Ganhonam.",cảnh chợ chiều.,,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57644/.html
"CẦU VỒNG.
Trời chiều mây trắng mới bay sang
Ráng ĐỎ vương dầy bóng nắng lan.
Tuổi trẻ đầu XANH thương mãi ngóng.
Người già VÀNG mắt nhớ miên mang
Thân .bồ LỤC Phủ xa lìa cội
Phận liễu LAM Kinh vắng bóng chàng.
Thương lắm dân CHÀM luôn hận tủi.
Đau lòng TÍM ruột đến bầm gan.
VH.
VH XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HỮU.
*****************************************************
1-
Chàng là màu xanh
Phượng đỏ vươn cành báo hạ sang
Sen vàng rủ bóng cạnh hoàng lan
Thân xim đất tặng khăn lam quấn
Gốc huệ trời ban áo lục mang
Cúc tím nhòa hương nào dám mộng
Hoa chàm nhạt sắc mãi thi gan
Bao màu đã chọn nhưng đâu thể…
Chỉ có hồng xanh sánh với chàng
Thanh Thanh Khiết
27/3/2014.
2-
Y ĐỀ.
******
Mây TRẮNG chiều tà kéo đổ sang
Cầu vòng rực ĐỎ tỏa tràn lan
Rừng XANH ngóng đợi mừng mưa đổ
Biển LỤC lặng im sợ nắng mang
Bông tím lung linh vui dạ thiếp
Lá VÀNG héo úa khổ tâm chàng
Dân CHÀM còn hận nhiều sâu sắc
Ruột TÍM lòng đau uất tận gan...
Vanba65.
3-
BẢY MÀU NHỚ
Gió động mây trời bỗng kéo sang
Xem chừng ĐỎ cả một miền lan
Chờ mưa héo lá rừng XANH ngủ
Đợi nước VÀNG cành suối cạn mang
Sắc LỤC vườn hoa phơi lối ngõ
Màu LAM ngọn khói tỏa thôn chàng
Em là sơn nữ khoe CHÀM áo
Để nhớ cho người TÍM ruột gan
LƯƠNG TÚ.
4-
Y đề
Trở gió mây đen lại kéo sang
Mặt trời ửng đỏ tối dần lan
Hạt mưa lất phất vàng u ám
Giọt nắng lung linh trắng chuyển sang
Bảy sắc xanh màu thu nhỏ lại
Một lòng lục phủ tỏ cùng chàng
Dù em lam lũ trăm ngàn khó
Chẳng để ruột đau phải tím gan !
Đinhquy55.
5-
Y ĐỀ
Chờ mong ĐỎ mắt bóng tình lang
Khắc khoải ai xui thiếp nhớ chàng
XANH ngắt lưng trời chờ bóng nhạn
Võ VÀNG mặt đất ngóng tin sang
Màu LAM dìu dịu mây lơ lửng
Sắc LỤC lung linh nước miên man
Còn nhớ áo CHÀM ngày tiễn biệt
TÍM loang xuân nữ vẫn bền gan !
NGUYỄN ĐOAN TUYẾT",cầu vồng.,,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57645/.html
"MONG CHỜ.
Mảnh trăng khuyết NỮA chưa tròn mộng.
Ước vọng trọn MƯỜI vẫn cứ mong.
BẢY lượt gần nhau duyên mãi thắm.
BA lần xa cách tình còn nồng.
NGÀN thương hãy gởi về bờ đợi.
VẠN nhớ xin trao đến bến trông.
CHÍN tháng u hoài sầu não ruột.
MỘT lời thề hẹn cũng an lòng.
VH.
VH. XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HŨU.
******************************************************
1-
Y ĐỀ.
*****
Nửa mảnh tình côi tàn ước mộng
Nguyện cầu tám cõi vẫn chờ mong
Ba hôm cách biệt coi sầu thảm
Bảy bữa xa nhau ngóng não nồng
Chín nhớ lao lư luôn ngó đợi
Mười thương quặn thắt mãi nhìn trông
Hai năm luyến ái chưa vừa dạ
Một nửa còn đây chạnh tấm lòng..
Vanba65.
2-
NGUYỆN ƯỚC
Tách NỬA vầng trăng tình vỡ mộng
Chia MƯỜI ngọn sóng bến chờ mong
BA mùa cách biệt còn tươi trẻ
BẢY tháng rời xa vẫn thắm nồng
VẠN buổi âm thầm mưa mãi ngóng
NGÀN ngày lặng lẽ gió luôn trông
CHÍN điều ước nguyện ai từng hứa
MỘT thuở bên nhau thỏa tấm lòng.
LƯƠNG TÚ.
3-
ƯỚC MỘNG
Đỉnh tựa Thái Sơn chưa thỏa mộng
Nước như Đông Hải vẫn hoài mong
Trăm năm huynh đệ tình luôn đượm
Trọn kiếp phu thê nghĩa mãi nồng
Bến cách thuyền xưa giờ phút ngóng
Thuyền xa bến cũ tháng ngày mong
Người đi son sắt bền tâm trí
Kẻ đợi thủy chung vững tấm lòng.
TR.Đ.THIÊN.
4-
Đi tìm …
Đầu xuân gặp cảnh âm thầm mộng
Sớm hạ xa người khắc khoải mong
Bẩy tháng kề bên thương đã nặng
Ba năm cách biệt nhớ luôn nồng
Ngàn nơi biển rộng quê nhà ngóng
Vạn nẻo sông dài đất mẹ trông
Chín vụ trèo non tìm bóng nhạn
Một trăm nỗi khó chẳng buồn lòng
Thanh Thanh Khiết
24/3/2016
5-
YÊN LÒNG
(thể toán thi)
Xin đừng cắt NỬA vầng trăng mộng
Chớ để MƯỜI sao đứng nhớ mong
BẢY chuyến đò sang làn gió quyện
BA làn xe chạy sắc hương nồng
Ngàn lần gưỉ về nơi người đợi
Vạn lượt trao sang chốn bạn trông
Chín bậc tình yêu xin gắng sức
Một đi là đến mới yên lòng.
PNam",mong chờ.,,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57646/.html
"THƯƠNG NHỚ.(Song điệp)
Xanh xanh dỏ đỏ miệng môi cười.
Đợi đợi mong mong lệ cứ rơi.
Ân ái dâng trào ân ái dẹp.
Yêu dương tràn ngập yêu đương ngời.
Thao thao, thức thức tròn mơ tưởng.
Trở trở trăn trăn vẹn mộng đời.
Mấy tháng xa nhau mấy tháng nhớ.
Bao lần gặp lại bao lần vui.
VH.
VH. XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HỮU.
******************************************************
1-.
Y ĐỀ.
*****
Đỏ đỏ hồng hồng nghỉnh mặt cười
Thương thương nhớ nhớ đổ sầu rơi
Ôm ôm ấp ấp mê bừng sáng
Ảm ảm bồng bồng thích rạng ngời
Trở trở trăn trăn nhìn thế sự
Thao thao thức thức ngó trần đời
Bao năm cách biệt bao năm nhớ
Gặp lại bây giờ gặp lại vui...
VANBA65.
2-
Gặp gỡ
Đẹp đẹp xinh xinh ngọt tiếng cười
Ngời trong ánh mắt vẻ tươi ngời
Thương thương nhớ nhớ thì nên giữ
Nghĩa nghĩa tình tình chớ để rơi
Dạ mến thêu mơ còn mến cảnh
Lòng yêu dệt mộng sẽ yêu đời
Tìm đâu dáng ấy tìm đâu nữa
Được sống bên nàng được mãi vui
Thanh Thanh Khiết
16/3/2015
3-
NGÓNG CHỜ
Mọng mọng tơ tơ nhỏ nhẻ cười
Chờ chờ ngóng ngóng mặc mưa rơi
Tình sâu một thuở tình sâu đậm
Nghĩa cả bao năm nghĩa cả ngời
Thiết thiết tha tha bình ổn phận
Da da diết diết mộng tròn đời
Quây quần gặp gỡ quây quần thỏa
Hạnh phúc chan hòa hạnh phúc vui.
LƯƠNG TÚ.
4-
ĐỢI CHỜ
Lấp lánh,mộng mơ nở nụ cười
Mỏi mòn đứng đợi tránh mưa rơi
Ái ân gửi gắm vầng trăng tỏ
Hò hẹn đón đưa ánh nguyệt ngời
Đợi đợi chờ chờ lòng nhớ bạn
Thương thương mến mến dạ yêu đời
Hợp hôn mong ngóng trầu cau đợi
Giây lát bên nhau giây lát vui.
PNam
5-
Chờ chờ đợi đợi dạ làm vui
Tháng tháng ngày ngày nước mắt rơi
Mong nhớ ngút ngàn - ngàn mộng đẹp
Yêu thương nồng thắm - thắm tình đời
Ái ân ân ái xa rồi nhớ
Lưu luyến luyến lưu phải gượng cười
Xa mặt cách lòng- lòng vẫn giữ
Đồng sàng dị mộng mộng tàn thôi.
NĐT",thương nhớ.(song điệp),,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57647/.html
"SỐNG ĐƯỢC LÀ VUI.
Có lẽ do ta chẳng phải trời.
Tiền duyên nghiệp báo mãi theo thôi.
Tu tâm sữa tánh làm diều thiện.
Hy vọng kiếp sau sẽ đổi đời.
Xuân vẫn còn đây sắc thắm tươi.
Ngoài kia hoa nở ngập bên trời.
Bướm ong rộn rã chào ngày mới
Đuợc sống là vui chớ ngậm ngùi.
Đã biết đời người chắc khổ thôi.
Sống là trả nợ tất nhiên rồi
Luân hồi nhân quả không thay đổi.
Tự tại an lòng để đưọc vui.
Hãy sống cho ra một kiếp người.
Quên đi buồn khổ để mà vui.
Đứng lên điểm phấn tô son lại.
Ngạo với nhân gian một nụ cười.
VH.
VH. XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HỮU.
*******************************************************
1-
Y ĐỀ.
*******
Ta luôn lam lủ bỡi xa trời
Cuộc sống chăm lo phải khổ thôi
Cố sát nuôi thân nhiều tội lỗi
Trần gian một kiếp nặng vì đời
Xuân qua thấm thoát hết màu tươi
Nắng rực đổ tuôn nóng đất trời
Ong bướm ngẩn ngơ tìm lối mới
Tránh đi để khỏi phải bùi ngùi
Làm người lắm khổ phải buồn thôi
Một kiếp nhân sinh phải chịu rồi
Tạo hóa luân hồi chưa có đổi
Ráng tu tích đức để tìm vui
Lỡ sinh chịu khổ kiếp làm người
Thù hận quên đi để được vui
Cố gắng vun tình cho ấm lại
Để tìm nhân thế chút vui cười.
VANBA65,
2-
BIẾT MÌNH
Sinh ra được sống bởi ơn trời.
Thiện ác hiền ngay tại bạn thôi.
Tốt xấu sang hèn ta chấp nhận
Giàu nghèo ốm béo có trên đời.
Làm sao phải đạo nên hoàn hảo
Có ích cho người hãy cố thôi.
Chớ vội trèo cao ngoài sức lực
Đừng tham thế tục mới tươi cười
Nguyễn Hùng",sống được là vui.,,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57648/.html
"CƯỜI RA NƯỚC MẮT.
Sự thật thường hay bị mất lòng.
Cá mè một lứa thế cho xong.
Tai ngơ mắt lấp không hề thấy..
Trí đục tâm mờ chẳng thể trông.
Thế thái nhân tình đừng có nhớ.
Trò đời đểu giã chớ mà mong.
Nhân sinh một kiếp luôn phiền não.
Đâu phài do trời quá bất công.
VH.
VH . XIN TRÂN TRỌNG GIỚI THIỆU CÁC BÀI HỌA CỦA BẰNG HỮU.
******************************************************
1-
Y ĐỀ .
******
Trò đời xảo trá thấy buồn lòng
Tai điếc mắt ngơ thế mới xong
Mặt kẻ nghinh ngang như chẳng thấy
Mồm người cứ nói tựa chưa trông
Nhiều điều gạt gẫm đừng nghe ngóng
Lắm việc ru mơ cũng chớ mong
Thế sự tràn đầy lòng hiểm ác
Tu tâm tích đức sợ hao côn
VANB65.
2-
Làm người không thể có hai lòng
Nặng nợ tang bồng có trả xong?
Cặp mắt mở trừng sao chẳng thấy
Đôi tai sâu hoắm lại không trông
Khoanh tay ngoảnh mặt lòng đếch vướng
Ngậm miệng im hơi dạ chả tường
Vô cảm tàn đời cũng xuống đất
Thì đừng trách kiếp bất cùng công.
SAUMIETVUON.
3-
ĐỠ HOÀI CÔNG
Cười ra nước mắt đủ đau lòng
Dấu biệt riêng mình tưởng sẽ xong
Mệnh số không lành nên gắng đợi
Nhân đời chẳng thuận cứ thèm trông
Đìu hiu cảnh phận bao điều ước
Nhạt nhẽo tâm tình lắm kiểu mong
Hiểu thấu cùng ta ai sớt sẻ
Thôi đành cố chịu đỡ hoài công
LUƠNG TÚ.
4-
BUÔNG ĐI
Sầu não buông đi để nhẹ lòng
Không thì nó lặn mãi vào trong
Sưng gan ruỗng phổi thời bê bết
Loạn óc hao tâm lại nhọc công
Cuộc sống thân này là hạt bụi
Thế gian kiếp ấy tựa giòng sông
Quay đi ngoảnh lại ra mây khói
Vị trí của ta dãy số không .
*trankhau
5-
Bạn tôi
Tôi yêu bạn ấy bởi nơi lòng
Giúp được cho người chẳng nghĩ công
Dạ sáng ơn đền đâu có nghĩ
Tâm hiền nghĩa trả lẽ nào mong
Chiều hôm chén rượu cho là đủ
tảng sáng ly trà vậy vẫn xong
Trẻ cũng như già đều mến mộ
Xa rời một buổi đã hoài trông
thanh Thanh Khiết
11/3/2016",cười ra nước mắt.,,VUVIETHUNG CÙNG BẰNG HỮU,https://poem.tkaraoke.com/57649/.html
