Content,Title,Genre,Author,URL,Edited
"Anh đã viết bức thư đầu tiên…
Nhưng chẳng thể nào viết nổi cái tên em
Ngày anh viết được hai dòng trong bức thư đầu tiên
Thì ngày đó đã sinh ra một nhà thơ mới.",anh đã viết bức thư đầu tiên,,Mr.Smile,https://poem.tkaraoke.com/95729/.html,
"Khi mưa đã ngừng rơi
Thì đàn chim vội vàng bay đến.
Cả người chết cũng như người sống
Tin rằng Chúa Giê-su sẽ hồi sinh lại.",khi mưa,,Mr.Smile,https://poem.tkaraoke.com/95730/.html,
"Con chim non, em từ đâu đến vậy?
Người yêu của mình đã bỏ ra đi?
Xin em chớ buồn, em không đơn lẻ
Kẻ cô đơn tội nghiệp đi tìm em",con chim non,,Mr.Smile,https://poem.tkaraoke.com/95731/.html,
"Hồn không yên. Anh chẳng biết làm sao?
Đời chán chường. Anh chẳng biết làm sao?
Sức không còn. Anh chẳng biết làm sao?
Nhưng hồn bỗng lạ lùng. Anh biết làm sao?",hồn không yên,,Mr.Smile,https://poem.tkaraoke.com/95732/.html,
"Mọi thứ trên đời này đều dễ dàng mua được
Nhưng hạnh phúc thì thật khó lắm thay
Anh tha thiết gọi tình, em hãy đến đây
Người con gái mắt đen, tim anh đang vỡ",mọi thứ trên đời,,Mr.Smile,https://poem.tkaraoke.com/95733/.html,
"Nhẹ nhàng, không ai nghe gì cả
Gặm nhấm pha lê mỗi ngày thêm
Với vẻ ẩn mình và chắc chắn
Mà chẳng một ai hề hay biết
Xin chớ chạm tay, đã vỡ bình.",nhẹ nhàng,,Mr.Smile,https://poem.tkaraoke.com/95734/.html,
"Nếu em muốn biết được vì sao anh
Lại yêu em chân thành, tha thiết vậy?
Trong lòng em ngập tràn bao mơ ước
Em giống như thời tuổi trẻ của anh.",nếu em muốn biết,,Mr.Smile,https://poem.tkaraoke.com/95735/.html,
"Em yêu ạ, anh yêu em là bởi
Tình yêu chân thành, tha thiết cháy lên
Mỗi giây phút lời “yêu em” anh nói
Nhưng em bước đi, không thèm ngoái lại",em yêu ạ,,Mr.Smile,https://poem.tkaraoke.com/95736/.html,
"Chưa bao giờ nghe tên, chưa nhìn thấy
Chưa bao giờ tôi từng gọi tên em
Nhưng tôi biết em, tôi cảm tạ em
Đến muôn đời, tôi yêu em, mãi mãi!",chưa bao giờ,,Mr.Smile,https://poem.tkaraoke.com/95737/.html,
"Như pho tượng đá trên những nấm mồ
Tôi nằm im trên giường, không cử động
Trong đầu tôi những nghĩ suy rất sáng
Của cuộc đời, tôi cảm thấy như là trong mơ.",như pho tượng đá,,Mr.Smile,https://poem.tkaraoke.com/95738/.html,
"Giá mà em đã biết được rằng anh
Giá mà em biết được ánh mắt nhìn
Giá mà em biết được có vô vàn
Giá mà em biết rằng anh yêu em
Một tình yêu chỉ có một trên trần
Thì có lẽ niềm hạnh phúc em đã
Ban tặng cho anh.",giá mà em,,Mr.Smile,https://poem.tkaraoke.com/95739/.html,
"Những mắt màu xanh, những mắt màu đen
Mắt đã thấy những bình minh vô số
Những mắt kia giờ ngủ yên trong mộ
Còn mặt trời kia vẫn cứ mọc lên.","những mắt màu xanh, những mắt màu đen",,Mr.Smile,https://poem.tkaraoke.com/95740/.html,
"Vì cuốn hút, vì say mê tất cả
Hướng chân lý và những gì không rõ
Con tim tôi ràng buộc với mặt trời
Và bờ môi ràng buộc bởi nụ hôn.",hướng chân lý,,Mr.Smile,https://poem.tkaraoke.com/95741/.html,
"Có vô vàn im lặng giữa rừng đêm
Trong lặng im có những nét kín thầm.
Như mạch nguồn bí ẩn tự trời xanh
Lời tỏ tình nghe trong sự lặng im.",có vô vàn,,Mr.Smile,https://poem.tkaraoke.com/95742/.html,
"Ta tự do bay lượn giữa trời xanh
Ta tự do dìm cho mình cơn khát
Thiên nhiên thức dậy trong ta tất cả
Những gì ta mang trong trái tim mình.",ta tự do bay lượn,,Mr.Smile,https://poem.tkaraoke.com/95743/.html,
"Một ý nghĩ ngọt ngào
Nhẹ nhàng và sâu kín
Nhưng khi tan giấc mộng
Tôi đã mơ thấy gì?",một ý nghĩ,,Mr.Smile,https://poem.tkaraoke.com/95744/.html,
"Chén chất liệu, hình thức càng giản dị
Càng thường xuyên được đem rượu rót vào
Chén đắt tiền rượu tìm ra càng khó.
Đời cũng thế: khi người ta yêu nhau
Mà đòi hỏi, mà đi tìm hoàn mỹ
Thì trần gian này chẳng biết tìm đâu.",chén chất liệu,,Mr.Smile,https://poem.tkaraoke.com/95745/.html,
"Bạn yêu cầu bức chân dung của tôi
Mà cần vẽ tự nhiên như vốn có
Nó sẽ được vẽ nhanh thôi bạn ạ
Là bản chất của tôi như vốn có.",bạn yêu cầu bức chân dung,,Mr.Smile,https://poem.tkaraoke.com/95746/.html,
"Bạn có thể biết về tôi cặn kẽ
Tôi được tạo bằng bàn tay của Chúa
Và gương mặt có phần nào giống khỉ
Thêm vào đó một chút cuồng thi sĩ",bạn có thể biết,,Mr.Smile,https://poem.tkaraoke.com/95747/.html,
"Nhưng giá như mà được em ban tặng
Nụ hôn muộn màng yêu dấu trên môi
Thì tôi vui và có thể nghỉ ngơi
Trong nấm mồ với con tim tĩnh lặng.",nhưng giá như,,Mr.Smile,https://poem.tkaraoke.com/95748/.html,
"Dọc lối mòn trong buổi chiều tĩnh lặng
Cánh đồng rộng mênh mông và u ám
Trong sự hài hòa cùng với trời xanh
Chỉ mình tôi – không có bạn đồng hành",chỉ mình tôi,,Mr.Smile,https://poem.tkaraoke.com/95749/.html,
"Tôi cùng với nỗi buồn và vui sướng
Khi đưa mắt nhìn, tôi hiểu điều này:
Rằng đã gần giấc mơ của đời tôi
Rằng nơi đó hạnh phúc tôi trú ẩn.",tôi cùng với,,Mr.Smile,https://poem.tkaraoke.com/95750/.html,
"Nếu anh là Chúa, thì trời, biển xanh
Đổi một ánh nhìn âu yếm của em!
Và bầu hoàn vũ và cả vĩnh hằng
Đổi một nụ hôn say đắm của em!",nếu anh là chúa,,Mr.Smile,https://poem.tkaraoke.com/95751/.html,
"Hãy yêu! Dù thiên hạ chê, khen
Những con tim lớn chỉ yêu thương
Hãy để cho tâm hồn tuổi trẻ
Sáng ngời trên vầng trán thanh xuân!",hãy yêu!,,Mr.Smile,https://poem.tkaraoke.com/95752/.html,
