Content,Title,Genre,Author,URL,Edited
"LỄ CHẠP TẠI GIA
Hương thơm, vàng mã, trầu cau,...
Mâm cỗ đầy dặn khấn cầu gia tiên
Mười hai giờ Ngọ không kiêng
Lên hương kính lạy đọc tên mời về
Vong linh tiên tổ tụ về
Bản gia tín chủ u mê thỉnh quỳ
Năm cũ chuẩn bị qua đi
Âm dương cách trở độ trì cháu con
Xuân thiên tiết mới đạo tròn
Phụng sự báo đáp tỏ lòng thành tâm
Nén hương, bát nước bổng trầm
Hiếu-kính nhắc nhở ân thâm quyện hòa...
26/01/2014
Nguyên Hữu",lễ chạp tại gia,,Nguyên Hữu,https://poem.tkaraoke.com/103660/.html,
"TRƯỜNG CA CHO MẸ 01192020
(Gồm 1001 khổ thơ với 4004 câu thơ)
Trần Minh Hiền Orlando ngày 30 tháng 10 năm 2017
281
Con luôn yêu thương Mẹ
Mẹ là cả vũ trụ
Mẹ là gió mát mẻ
Nuôi nấng tâm hồn con
282.
Mỗi ngày con làm việc
Mỗi ngày con làm thơ
Chẳng có gì hối tiếc
Cảm ơn Mẹ vẫn chờ
283.
Mẹ là mầu nhiệm tình thương
Cho con tất cả dặm đường thiêng liêng
Mẹ dạy con biết hành thiền
Mẹ là vũ trụ diệu hiền thiết tha
284.
Má hy sinh một đời
Cho đàn con khôn lớn
Má cúc cung tận tuỵ
Chẳng tính toán thiệt hơn
285.
Má là ánh sáng trong đêm
Cho con nhìn thấy dịu mềm của trăng
Cảm ơn Má vẫn công bằng
Thiết tha chăm sóc nhọc nhằn riêng mang
286.
Mẹ cho con hiểu cõi đời
Dạy con khiêm tốn nói lời khiêm cung
Mẹ cho con hiểu vô cùng
Mênh mông trời biển chập chùng từ bi
287.
Mẹ cho con cả cuộc đời
Cho con hạnh phúc tuyệt vời thăng hoa
Hôm nay trời đất dung hòa
Mẹ hiền thầm lặng trồng hoa cho người
288.
Mẹ là thế giới tam thiên
Đại thiên vũ trụ nơi miền thi ca
Khát khao đời sống ngọc ngà
Mẹ là mầu nhiệm thật thà lung linh
289.
Mẹ dạy con câu nhẫn nhục
Mẹ cho con sống hiền lành
Mùa xuân hoa vàng hoa cúc
Mẹ hiền màu áo thiên thanh.
290.
Mẹ là kỳ diệu trái tim
Cho con cuộc sống êm đềm thanh cao
Mẹ cho con biết tự hào
Mùa xuân mầu nhiệm dạt dào thăng hoa
Trần Minh Hiền Orlando ngày 19 tháng 1 năm 2020",trường ca cho mẹ 01192020,,Trần Minh Hiền,https://poem.tkaraoke.com/103661/.html,
"XUÂN GÌA
Anh xin chắp mối duyên thừa
Trăm năm bỏ mặc người chưa tỏ lòng
Bóng em mờ nhạt bên song
Xuân qua lẻ bóng bên dòng thời gian
Trao em tình muộn chứa chan
Bản tình ca đợi ngày tràn hương yêu
Trời xanh nhan sắc mỹ miều
Nhanh chân bước vội lắm điều muốn nghe
Mình không tìm lối đi về
Sợ lâu chạm tới bến mê cuộc đời
Thấy trong khoảnh khắc sáng ngời
Bóng mình yếu đuối trông vời phương xa
Gửi đây lần cuối mặn mà
Mốc thời gian điểm xuân già riêng mang
hoanghoon
14/01/20",xuân già,,Hoanghoon,https://poem.tkaraoke.com/103662/.html,
"XUÂN LỠ CHUYẾN
Nét thương em giấu vào trong
Ngó ngơ im lặng, mở lòng đợi khi
Giận hờn tuổi mới vừa thì
Một câu nhỏ nhẹ cũng thi vị đầy
Bởi tình còn lắm thơ ngây
Hương đời dịu ngọt quyện bay ngõ hồn
Gío xuân phơi phới đường thôn
Mơn man mái tóc nụ hôn mặn mà
Đơn sơ áo trắng bà ba
Ước mơ giản dị mái nhà ấm êm
Sông quê nước chảy êm đềm
Cuộc đời gợn sóng nỗi niềm đò ngang
Xa em ngày ấy vội vàng
Phố phường vô vị mênh mang điệu buồn
Xuân này lỡ chuyến về nguồn
Thời gian xô đẩy dáng nghiêng nhạt dần.
hoanghoon
14/01/20",xuân lỡ chuyến,,Hoanghoon,https://poem.tkaraoke.com/103663/.html,
"GỬI LỘC XA
Gửi gío đưa về lộc ở xa
Mừng em gái nhỏ chốn quê nhà
Ngày qua vất vả oằn vai gánh
Buồi tới an nhàn miệng nở hoa
Cận tết duyên tình mau kết hợp
Gần xuân hạnh phúc sớm chan hòa
Bông đào nở rộ hồng đôi má
Thổn thức nơi này cũng có ta.
hoanghoon
15/01/2020",gửi lộc xa,,Hoanghoon,https://poem.tkaraoke.com/103664/.html,
"DUYÊN HỢP Ý
Mộng ước xuân tình nở kẽ song
Người qua hái lộc mở toang lòng
Chờ em nhận đỡ qùa lưu niệm
Mặc kẻ chê hoài của đợi mong
Cảnh khó phơi trần dù chẳng sáng
Thân nghèo mặc kín cũng không hồng
Ngầm duyên lủng lẳng khoe ngày tết
Chợt rớt khe vàng hợp ý trông.
hoanghoon
18/01/20",duyên hợp ý,,Hoanghoon,https://poem.tkaraoke.com/103665/.html,
"XUÂN PHÚC LỘC
Tình yêu Đất Việt nở xa gần
Rộn rã trong lòng đẹp ý xuân
Kẻ chốn Quê nhà mơ đủ lộc
Người nơi Hải ngoại ước thêm phần
Nhìn hoa cạnh ngõ nguồn vui sống
Ngắm tuyết bên ngoài nỗi tủi thân
Gửi gắm Thi đàn câu muốn tỏ
Cùng nhau hưởng phúc trọng quanh lần.
hoanghoon
19/01/2020",xuân phúc lộc,,Hoanghoon,https://poem.tkaraoke.com/103666/.html,
"* chụp bắt thơ  (17) (thơ song ngữ, xem bản dịch phía dưới)
""giữa hiện đại, tìm về thơ cổ
thêm cho hồn... hiển lộ tinh hoa ""
*  quyến rũ bây giờ.!!
1.
cùng tất biến, là câu xưa cũ...
biến tất thông, ""quyến rũ bây giờ""
ta tìm ta bắt, trong thơ...
những con sâu chữ, lơ mơ ""ra rìa""
đường trường, ta chắc chân hia
kiếm cung hào khí, đề Bia Mộ mình...
2.
nổi khí tiết, rập rình ngu dại
phẫn nộ kia, là cái hố đời.!!
ai về tôi lại, cái tôi
xứng chăng tầm vóc, bao đời tiền nhân.!?
nên không... cái gọi sinh phần!?
nghìn năm kim cổ, luôn cần tinh hoa
3.
bao sắc dáng, lụa là show up...
quanh vấn nghi, bầm dập ai lường
cái thùng rỗng, giọng khinh chuông...
múa may lơi lã, tích tuồng ghetto
4.
ta sống thật, không dù không  lộng
mặc nhân tình, áo xống xênh xang...
em còn khinh bạc, trọng vàng...
cũng nên nhỏ nhẹ, khẽ khàng bên nhau...
5.
sông thế thái, bắc cầu qua dễ
cớ chi em câu nệ, lạm bàn??
hãy nên, lật lấy từng trang.!!
tìm câu hiển thánh, kho tàng danh nhân...
6.
ta gãy cánh, bao lần sinh tử
em hãy tin và thử đi nào.!?
kẻo không, sẽ hận sẽ đau
kẻo không trách cứ, gục đầu ăn năn...
7.
ta không phải một thằng, nghèo chữ.(!!!)
cớ chi em, do dự đôi đường??
nên về học lấy chữ Thương...
hiểu nhau hai chữ, là đường vô chiêu.!!
Hà Nguyên Du
Modern Seduction
""In the middle of modernity, looking for ancient poetry
to enhance the soul and manifest its quintessence”
1.
At the end, is the old saying...
The end is the new beginning, ""seducing now""
we find out in the poetry...
There are worms that are drowsily ""marginalized""
in the long road of life, with these feet and hands
we are building our legacies, our tombstones…
2.
In these spontaneous impulses, sometimes displacing the stupidity
our anger and hatred, it's a pitfall of life!!
Don't be a slave to our egos
worthy stature, generations of predecessors!
Shall we... our destiny!?
For thousands of years, new and old, we always need quintessence
3.
Many forms and essences just show up...
All doubts and expectations
the box is empty, the bell is screeching...
Flirtatious dance, what a cumbersome ghetto
4.
Just live real, not too fancy or gorgeous
even though others might be hankering in their displacement
one might still despise silver and value gold...
Just do it softly, and quietly to those who are liked-minded…
5.
The river of life is easy to cross
to more foolish excuses or discussions??
Just turn over page by page!!
Find the holy word, treasure of the famed elders…
6.
I broke my wings many times in this life and death
please believe me and try it!
If not, one might be hurt and resentful
if not, there is no blame or repentance...
7.
I'm not a guy who is poor in words (!!!)
Excuse me, why do you still hesitate?
So I came back and learned the word LOVE.
Practice these two words: Love and Understanding; it’s the best thing you can ever do.
Lượt dịch bởi: Bạch X. Phẻ",* quyến rũ bây giờ.,,Hà Nguyên Du,https://poem.tkaraoke.com/103667/.html,
"Mừng Xuân sang , Mai nở vàng , hương thoáng .
Nhành hoa Mai ,  chào đón Chúc Mừng Xuân .
Xuân tươi  thắm , hân hoan chim ca hát .
Lượng chứa chan ,  nghe gió  thoáng tung bay .",xuân canh tý 2020,,Mừng Xuân Phú Quý Phát Tài !,https://poem.tkaraoke.com/103668/.html,
"Mừng Xuân sang , Mai nở vàng , hương thoáng .
Nhành hoa Mai ,  chào đón Chúc Mừng Xuân .
Xuân tươi  thắm , hân hoan chim ca hát .
Lượng chứa chan ,  nghe gió  thoáng tung bay .
Xuân , Xuân  đã về , Xuân đang về .
Mang niềm vui mới , chứa chan Thài Hòa .
Hoa Mai nở ,  đón chào Xuân Canh Tý .
VẠN SỰ NHƯ Ý
AN KHANG THỊNH VƯỢNG
PHÚ QUÝ PHÁT TÀI
LỘC PHÚC  ĐUNG TRÀN  !!!!!
Mừng Xuân chan chứa muôn tiếng đàn
Niềm vui xao xuyến khung trời Xuân
Lân múa , nhộn nhịp pháo bay ,
tiếng vui đùa .
Lời chúc dân gian , bình yên !
PHƯỚC LỘC THỌ VẠN AN .
Ngủ quả hiếu kính nguyện thành .
Vân Hương , bánh mứt , ân thâm , Cát Tường !
Năm Canh Tý 2020
Sunday ,  January 20/2020",california - xuân canh tý 2020,,Mừng Xuân Phú Quý Phát Tài !,https://poem.tkaraoke.com/103669/.html,
