Content,Title,Genre,Author,URL,Edited
"Bao giờ cho đến bao giờ
Mồng tơi hết tím tình mình hết xa.
Hạnh phúc như giấc mơ qua
Phận đời bạc bẽo tím ta tím mình.
.HĐN...7/9/19.",tím mồng tơi,,Trần Thị Mỹ Châu,https://poem.tkaraoke.com/100487/.html,
"CHUYỆN HAI NGƯỜI
(Thuận nghịch độc)
Thuận :
Hoa bướm cảnh tình bạn với tôi
Ngỏ thư dù thấy chẳng âm hồi
Hoà duyên để khói vùi đen mộng
Hoãn nợ nên chiều rã bóng môi
Xoa miết kẻ đành không bỏ bạn
Bóp siêng người sợ phải leo đồi
Nhoà sương ngõ gió tràn đông lạnh
Qua bến thả thuyền đợi nước trôi ...
Nghịch :
Trôi nước đợi thuyền thả bến qua
Lanh đông tràn gió ngõ sương nhoà
Đồi leo phải sợ người siêng bóp
Bạn bỏ không đành kẻ miết xoa
Môi bóng rã chiều nên nợ hoãn
Mộng đen vùi khói để duyên hoà
Hồi âm chẳng thấy dù thư ngỏ
Tôi với bạn tình cảnh bướm hoa ./.
Lê Cảnh Tiến 07/09/2019",chuyên hai người,,Lê Cảnh Tiến,https://poem.tkaraoke.com/100488/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1461)
Buồn Nhớ Cha Mẹ
Trời hôm nay như đượm màu u ám
Gió hiu buồn ảm đạm quấn sầu tơi
Cả không gian như lặng lờ, sẩm tối
Khúc tiêu hờn réo gọi nẻo xa xăm!
Kể từ đây đã tắt hết vầng trăng
Phủ bóng ám đậy dầy lên quạnh tổ
Sắc âm u đẩy trôi màu sáng tỏ
Để đêm về vò võ chuỗi mờ thâu
Đàn đứt dây, nhạc điệu có còn đâu
Chỉ hỗn độn nát nhầu gây lạc tiếng
Bao du dương dẫn tâm hồn xao xuyến
Đã trôi theo nấc nghẹn khóc tan thương
Cha Mẹ ơi! Năm xưa một con đường
Đàn gà nhỏ hai đầu Cha với Mẹ
Còn bây giờ đã biến thành quạnh quẽ
Hiu hắt tàn vắng vẻ tiếng kêu con!
Khiến đáy sâu thăm thẳm nỗi héo hon
Biến ý sống một đời thành khát nhớ
Và sẽ mãi không ngừng thôi trăn trở
Luyến ánh tình bao thuở khuất chìm sâu
Biết giờ nầy hồn Cha Mẹ đã về đâu
Được an lạc hay sầu quay hướng vọng
Cõi dương trần phong ba luôn lồng lộng
Giọt máu tình vẫn sống cõi phù du
Con thấy hồn như cuốn mảnh chiều thu
Nhớ Cha Mẹ êm đềm dòng sông chảy
Biết làm sao được trông, được tìm lại
Ánh sắc ngời phủ trải của trăng son!
Nguyễn Thành Sáng
Ân Nghĩa Thâm Tình
Đèn lập loè soi gác lạnh đơn sơ
In chiếc bóng thẫn thờ trong đêm vắng
Dòng nguệch ngoạc quay cuồng trang giấy trắng
Mực hoen mờ khiến nặng trĩu tâm tư…
Chiều hôm nay trông dáng Mẹ lừ đừ
Đầu xoay sẫm, cháo nhừ không thể nuốt
Cơn phấp phỏng tưởng chừng như xé tuột
Khi mẫu từ ho suốt mấy tháng qua
Cảnh lao đao phải quán xuyến việc nhà
Thân gầy rạc bôn ba đường, hẻm, chợ
Với thúng bánh hầu cơm canh sách vỡ
Dẫu dãi dầu từng thớ thịt phơi sương
Chồng phế binh nức nở khúc đoạn trường
Chưa trọn vẹn lửa hương thời con gái
Đã quần quật cánh cò luôn bươn chải
Khuỵu vai oằn, bể ải xuống hồng nhan
Cha sững sờ bởi cuộc sống lầm than
Nghe thấy vợ ruột gan dường thiêu đốt
Mang què quặt lết tìm dăm lúa hột
Ôi quặn lòng! Tình tốt nghĩa ân sâu
Nhận hài nhi lúc khoảng dưới tuổi đầu
Nào máu mủ, mạch khâu mà quyến luyến
Dù bão nổi đất rung trời uyển chuyển
Vẫn chu toàn ước nguyện được gần con…
Càng nghĩ suy chạnh bứt rứt héo hon
Kim châm chích xuyên lòn khơi đau nhói
Ơn dưỡng dục thuở bần hàn nghèo đói
Kính trọng nầy chói lọi cả nghìn thu.
September 1, 2019
Tam Muội",thơ hoạ nguyễn thành sáng & tam muội (1461),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100489/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1462)
Tiếng Lòng Của Chiếc Lá Rơi
Trống vắng tâm tư gợn tủi buồn
Nghe mầu vỡ nát tím chiều tuôn
Bao điều ao ước bấy mong đợi
Nay lặng lẽ tàn vào khói suông
Lạc loài bỡ ngỡ chuỗi trầm ngâm
Cạn uống chén cay giấu lệ thầm
Nhưng trận bão giông, buồm chấp chới
Con thuyền chao đão, đá chông đâm
Ai thấu đa đoan cảnh chợ đời
Muôn vàn sắc thái khiến chơi vơi
Quả hồng nay đã dường băng giá
Mệt mỏi kiếm tìm giữa biển khơi
Biết trách hay than, tự dối lòng
Ủi an thanh thản bớt long đong
Để khi đêm xuống đừng thao thức
Ray rứt bờ mi nghẹn chảy ròng
Ngoài kia gió hú, vạc sành đưa
Kéo giạt mây luồn đổ hạt mưa
Chua xót tận cùng len lỏi trái
Ngất ngư đau đớn biết sao vừa
Mấy lâu ấp ủ khắc trong tim
Mộng thắm xanh bầu xoải cánh chim
Lồng lộng phơi hồn giương cõi tạm
Nhưng rồi chỉ biết lạnh lùng im
Chập chờn ảo ảnh đọng hàn sương
Quặn thắt từng cơn thấm đoạn trường
Rỉ rả phím chùng cơn tĩnh mịch
Tơ vò rối rắm não nề vương.
November 7, 2018
Tam Muội
Em Với Tôi
Sao cúi gục đầu vậy hỡi em?
Cho khung nhàn nhạt tợ mờ thêm
Và tôi bất chợt vô tình thấy
Như có cái gì lướt quả tim...
Phải chăng ngang trái đẩy tình tan
Nhớ thoảng du dương, ấp ủ tràn
Bỗng chốc xe đời quay ngược bến
Khiến người lữ khách rã rời thân
Hay khóc mẹ cha tuổi xế chiều
Cả đời lo lắng đứa con yêu
Giờ con lận đận thành vô nghĩa
Bỏ đấng sanh thành khổ bấy nhiêu
Hoặc nghìn thương nhớ ảnh hình xa
Ước vọng chờ mong lại nghẹn tà
Lớp lớp lững lờ lam khói mỏng
Từ từ chầm chậm loãng tan ra...!
Để nay canh cánh dạ nghiêng chao
Một góc trời thu lặng lẽ sầu
Khắc khoải, u hoài gom trọn khối
Tự mình da diết, tự mình đau
Tôi cũng như em, cũng vướng buồn
Sớm chiều thao thức gửi mây sương
Dấu chân trĩu nặng, bầu thăm thẳm
Dẫm lá vàng khô, tím quạnh trường
Nhưng em còn đó tuổi xuân xanh
Mộng vỡ, trầm ưu hoặc héo cành
Chiếc bóng thời gian luôn biến đổi
Còn tôi! Sẫm tối đợi hoàng hôn.
2/9/2019
Nguyễn Thành Sáng",thơ hoạ nguyễn thành sáng & tam muội (1462),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100490/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1463)
Em Với Tôi
Sao cúi gục đầu vậy hỡi em?
Cho khung nhàn nhạt tợ mờ thêm
Và tôi bất chợt vô tình thấy
Như có cái gì lướt quả tim...
Phải chăng ngang trái đẩy tình tan
Nhớ thoảng du dương, ấp ủ tràn
Bỗng chốc xe đời quay ngược bến
Khiến người lữ khách rã rời thân
Hay khóc mẹ cha tuổi xế chiều
Cả đời lo lắng đứa con yêu
Giờ con lận đận thành vô nghĩa
Bỏ đấng sanh thành khổ bấy nhiêu
Hoặc nghìn thương nhớ ảnh hình xa
Ước vọng chờ mong lại nghẹn tà
Lớp lớp lững lờ lam khói mỏng
Từ từ chầm chậm loãng tan ra...!
Để nay canh cánh dạ nghiêng chao
Một góc trời thu lặng lẽ sầu
Khắc khoải, u hoài gom trọn khối
Tự mình da diết, tự mình đau
Tôi cũng như em, cũng vướng buồn
Sớm chiều thao thức gửi mây sương
Dấu chân trĩu nặng, bầu thăm thẳm
Dẫm lá vàng khô, tím quạnh trường
Nhưng em còn đó tuổi xuân xanh
Mộng vỡ, trầm ưu hoặc héo cành
Chiếc bóng thời gian luôn biến đổi
Còn tôi! Sẫm tối đợi hoàng hôn.
2/9/2019
Nguyễn Thành Sáng
Há Phải Tương Đồng
Thấy chị ngồi kia quay mặt nhìn
Thị thành lố nhố tợ ngàn hin
Thả hồn bay bổng xuyên khung cửa
Thèm khát sổ lồng, phá ngục bin?
Cảnh vật bên ngoài tấp nập xe
Lầu cao địa ốc kết từng bè
Chiều buông lơ lửng vầng xam xám
Khiến kẻ ưu hoài chạnh xếp ve?
Có phải suy tư giữa chợ đời
Quay cuồng sóng gió phận chơi vơi
Mưu sinh tần tảo dầm mưa nắng
Trí não chênh vênh đến rã rời?
Muốn phút tiêu giao tận chốn bồng
Nước trời mây gió xoải thinh không
Thiên nhiên khoảnh khắc xây hồ điệp
Xoá đoạn thăng trầm, nỗi bất công?
Bỏ lại sau lưng những siết ghì
Điểm dừng cát bụi, nhọc nhằn chi
Lao tâm tổn sức vùi chơn tánh
Há được tài nguyên, hay luỵ vì?…
Em cũng như Ai đang chán chường
Miệt mài theo đuổi, kiếp tha phương
Thời gian ngụp lặn dường như đã
Mỏi mệt thấm nhuần với nhiễu nhương
Thế thái nhân tình, ngẫm xốn xang
Mới đây lật lọng, rẽ chia đàng
Bao lời thề thốt khi nghèo túng
Đấy vội phai mờ trong tấc gang
Ý khởi xa rời tìm lãng quên
Rừng sâu ẩn dật, ngắm trăng lên
Điền viên vui thú cùng trời đất
Mộc mạc qua ngày dưới mái phên.
September 2, 2019
Tam Muội",thơ hoạ nguyễn thành sáng & tam muội (1463),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100491/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1464)
Bà Lão Ăn Mày
Trải đường phố lá vàng lác đác
Một lão bà dáo dác nhìn thu
Tiết sang phủ lớp sương mù
Cuộc đời bất hạnh sầu ru bóng chiều
Gió chuyển lạnh cánh diều đơn lẻ
Lụa tả tơi lở ghẻ gót chân
Khẳng khiu hốc hác bần thần
Vật vờ rê gậy đường lần dò đi
Nỗi bĩ cực rèm mi vàng đục
Ngẫm nhân tình vinh nhục trắng đen
Lệch cân phân biệt thấp hèn
Dập vùi cô phụ như đèn lụn tim
Mang bị rách đời chìm khổ luỵ
Giọng thều thào “bố thí kẻ nghèo”
Vướng vòng dâu bể gieo neo
Số phận bọt bèo lệ tím vành môi
Phù sinh mộng nổi trôi ngày tháng
Lắm oan khiên tụ áng xám mây
Sớm mong thoát kiếp đoạ đày
Hồng trần nhẹ bước quyện bay cung tầng.
September 7, 2018
Tam Muội
Giây Phút Chạnh Lòng
Lem luốc, chơ vơ, quảy bị khòm
Mười xương xẩu nắm đợi chờ thương
Mặc cho thế sự dòng xuôi ngược
Lặng lẽ mình ên cạnh mé đường...
Lão ngồi cúi mặt tợ trầm ngâm
Thỉnh thoảng bạc phơ lất phất cằm
Chẳng hiểu vui buồn hay vô cảm
Ẩn già mưa nắng sạn chai thân
Còn ở đằng kia những trắng đen
Lờ mờ các khối lẫn pha đèn
Vô tư yên tĩnh, bầu riêng biệt
Bên lấp lánh tràn, chỗ tối om
Hanh hanh vạt nắng trải lên đường
Khô khốc bụi làn giỡn cánh phương
Chẳng thấy cỏ cây và khí lạnh
Mà sao như thể ngập dầy sương!
Bất chợt nhìn ngay bức ảnh hình
Lan man trăn trở dạ rung rinh
Vì đâu dưới bóng hoàng hôn đổ
Một cánh chim khô vẫn vỗ mình
Có phải nguyên do thuở thiếu thời
Chỉ say hưởng lạc với vui chơi
Tương lai mặc kệ nào ươm hạt
Để phải giờ đây ngóng chợ đời
Hoặc quá phũ phàng đối vợ con
Tình thân chất ngất nỗi căm hờn
Gói khăn, chốn lạ tìm yên ổn
Khiến cảnh hôm nay tự kéo đờn
Hay lòng cao cả phận làm cha
Nhìn các con yêu vất vả mà
Há lại cam tâm thành gánh nặng
Lưng còng, tuổi hạc cố xoè ra...
3/9/2019
Nguyễn Thành Sáng",thơ hoạ nguyễn thành sáng & tam muội (1464),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100492/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1465)
Bên Khung Cửa
Tôi cũng muốn thời gian đừng trôi nữa
Rồi quay về cái thuở của xa xăm
Để từ nay không còn phải bâng khuâng
Bên khung cửa bao lần ôm nỗi nhớ!
Sắp tới giờ rồi, lẹ mau đi nhỏ
Sao hãy còn đứng đó đợi chờ ai?
Ạ! Hay là chưa có ở bàn tay
Mấy đồng bạc cho say hồn bánh mứt
Có những lúc nhìn kia ngồi cắn bút
Một cái gì lúc nhúc ở trong tim
Nghe thấy lòng lo lắng quá cho em
Sợ hai điểm, im lìm thôi không giỡn
Nhớ lần ấy gặp tôi, mừng hí hởn
Anh Sáng ơi! Sướng lớn rồi đó nha
Chiều hôm nay có ghe hát ghé qua
Lên làng mình dựng che lều rộng lắm!
Buổi nghỉ học kiếm rau về ngâm giấm
Bước qua cầu em nắm lấy tay tôi
Lời ngọt ngào thắm thiết tụ vành môi
Hãy chầm chậm, kẻo rơi đau anh nhé…
Tất cả đã qua rồi trong lặng lẽ
Nay không còn sợ té với sợ đau
Hết mừng vui tìm gặp kể cho nhau
Chỉ còn đây dạt dào bao vương vấn
Bên kia rào em đang ngồi sưởi nắng
Tôi bên nầy trĩu nặng nỗi niềm xưa
Suối tóc mây lất phất ngọn gió lùa
Bao sóng gợn, bao thẫn thờ kẻ nhớ!...
25/11/2016
Nguyễn Thành Sáng
Cửa Sổ Tình Yêu
Bước thẫn thờ theo lối cũ chiều nay
Con nắng rụng báo ngày xuân đã hết
Gió man mát dịu xoa luồng mỏi mệt
Cũng sững sờ khơi vết nhói trong tim
Bên kia sông khung cửa sổ im lìm
Giờ rêu phủ tổ chim xây chằng chịt
Giàn hoa sửa thoảng mùi hương vấn vít
Bao năm rồi mù mịt bóng cố nhân
Khẽ suy tư vai tựa gốc cây bần
Nơi kỷ niệm của lần đầu trao gởi
Óc bấn loạn tim dường như chới với
Ngất ngây tình phấn khởi mộng cuồng quay
Rồi kết dây tha thiết quyện tháng ngày
Ngắm ánh tỏ, mây bay, hoàng hôn phố
Nơi ngưỡng cửa, bờ sông niềm thổ lộ
Thấu hiểu lòng nhịp vỗ sóng trùng dương
Cuộc thăng trầm sự biến cố nhiễu nhương
Đã cướp mất tuyến đường đầy hạnh phúc
Anh giã biệt xa trường mang quân phục
Điệp tang bồng thôi thúc chí nam nhi
Phút phân kỳ khăn thấm lệ hoen mi
Hẹn thắng trận duy trì niềm tin tưởng
Dẫu xa cách nhưng linh hồn một hướng
Khúc khải hoàn tận hưởng nỗi hân hoan
Ngày anh về tô lại thấm mành voan
Uống cạn chén Phượng Loan cùng giao hợp
Nhưng đằng đẵng não nùng bao sấm chớp
Xám cuộn cuồn từng lớp ngược dòng trôi.
September 3, 2019
Tam Muội",thơ hoạ nguyễn thành sáng & tam muội (1465),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100493/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1466)
Giây Phút Chạnh Lòng
Lem luốc, chơ vơ, quảy bị khòm
Mười xương xẩu nắm đợi chờ thương
Mặc cho thế sự dòng xuôi ngược
Lặng lẽ mình ên cạnh mé đường...
Lão ngồi cúi mặt tợ trầm ngâm
Thỉnh thoảng bạc phơ lất phất cằm
Chẳng hiểu vui buồn hay vô cảm
Ẩn già mưa nắng sạn chai thân
Còn ở đằng kia những trắng đen
Lờ mờ các khối lẫn pha đèn
Vô tư yên tĩnh, bầu riêng biệt
Bên lấp lánh tràn, chỗ tối om
Hanh hanh vạt nắng trải lên đường
Khô khốc bụi làn giỡn cánh phương
Chẳng thấy cỏ cây và khí lạnh
Mà sao như thể ngập dầy sương!
Bất chợt nhìn ngay bức ảnh hình
Lan man trăn trở dạ rung rinh
Vì đâu dưới bóng hoàng hôn đổ
Một cánh chim khô vẫn vỗ mình
Có phải nguyên do thuở thiếu thời
Chỉ say hưởng lạc với vui chơi
Tương lai mặc kệ nào ươm hạt
Để phải giờ đây ngóng chợ đời
Hoặc quá phũ phàng đối vợ con
Tình thân chất ngất nỗi căm hờn
Gói khăn, chốn lạ tìm yên ổn
Khiến cảnh hôm nay tự kéo đờn
Hay lòng cao cả phận làm cha
Nhìn các con yêu vất vả mà
Há lại cam tâm thành gánh nặng
Lưng còng, tuổi hạc cố xoè ra...
3/9/2019
Nguyễn Thành Sáng
Thổn Thức Kiếp Người
Khí tượng ngày qua dự báo rằng
Bão tràn sắp tới giữa mùa căng
Kéo theo ngọn tuyết, cơn vần vũ
Vạn vật đương đầu với giá băng
Chiều buông tan sở chạy sang đường
Vội tấp xe vào, bước khẩn trương
Ghé chợ sắm vài đồ lỉnh khỉnh
Lỡ thời tiết xấu, khỏi ăn tương
Bỗng thấy cụ già tóc bạc phơ
Mắt nhìn lơ đãng tợ đang chờ
Lêu nghêu lặng lẽ trên gành đá
Túi vải đeo lưng, dép bụi mờ
Nét mặt uy quyền dầy dạn sương
Trán tô điềm đạm nguyệt hoa nhường
Đạo phong cốt cách hồi son trẻ
Sắc thái hiên ngang khá quật cường
Mộ cảnh hà chi sống vật vờ
Nhân tình ấm lạnh đã thờ ơ
Nay thân ngủ gió nằm mưa nắng
Mảnh áo miếng cơm phải cậy nhờ
Cớ gì cô độc bể lao đao
Con cháu chẳng hay hiện thể nào
Mà vất vưởng mình nơi phố thị
Mong người thương xót mở hầu bao
Lớp lớp thuỷ triều cuồn cuộn giăng
Khi chân Lão đứng mất thăng bằng
Dường như kiệt quệ vì cơn đói
Thườn thượt sóng soài hết lượng năng
Làn hơi yếu ớt thở thều thào
Lấp bấp dăm lời muốn gửi trao
Phút cuối trối trăng cùng kẻ lạ
Cõi trần thoắt rụng sợi lông mao.
September 4, 2019
Tam Muội",thơ hoạ nguyễn thành sáng & tam muội (1466),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100494/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1467)
Trả Lại Ngày Xưa
Rượu sầu nốc cạn dưới trăng soi
Thảm đạm, u buồn lại tả tơi
Theo gió thả hồn về diệu vợi
Vờn mây gửi mộng đến ngàn khơi
Con tim xưa ấy hằng mong đợi
Trái bóng chiều nay chỉ thả thôi
Cất giữ làm chi thêm nhức nhối
Trăng vàng đã nhạt tự lâu rồi.
Nguyễn Thành Sáng
Chửa Chừa
(Nhất Vận – Ngũ Độ Thanh)
Vấp ngã đường yêu dạ chẳng chùng
Tơ lòng vẫn kết mộng hoài nung
Ôm đàn khúc khảy chờ loan phụng
Giữ sáo âm hoà vọng nỏ cung
Dệt chữ đan hình hoa há ủng
Thêu lời vẽ bóng quả nào ung
Ngày đêm ấp ủ cùng anh dũng
Đẩy chiếc thuyền duyên vượt bão bùng.
September 4, 2019
Tam Muội",thơ hoạ nguyễn thành sáng & tam muội (1467),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100495/.html,
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (1468)
Há Phải Tương Đồng
Thấy chị ngồi kia quay mặt nhìn
Thị thành lố nhố tợ ngàn hin
Thả hồn bay bổng xuyên khung cửa
Thèm khát sổ lồng, phá ngục bin?
Cảnh vật bên ngoài tấp nập xe
Lầu cao địa ốc kết từng bè
Chiều buông lơ lửng vầng xam xám
Khiến kẻ ưu hoài chạnh xếp ve?
Có phải suy tư giữa chợ đời
Quay cuồng sóng gió phận chơi vơi
Mưu sinh tần tảo dầm mưa nắng
Trí não chênh vênh đến rã rời?
Muốn phút tiêu giao tận chốn bồng
Nước trời mây gió xoải thinh không
Thiên nhiên khoảnh khắc xây hồ điệp
Xoá đoạn thăng trầm, nỗi bất công?
Bỏ lại sau lưng những siết ghì
Điểm dừng cát bụi, nhọc nhằn chi
Lao tâm tổn sức vùi chơn tánh
Há được tài nguyên, hay luỵ vì?…
Em cũng như Ai đang chán chường
Miệt mài theo đuổi, kiếp tha phương
Thời gian ngụp lặn dường như đã
Mỏi mệt thấm nhuần với nhiễu nhương
Thế thái nhân tình, ngẫm xốn xang
Mới đây lật lọng, rẽ chia đàng
Bao lời thề thốt khi nghèo túng
Đấy vội phai mờ trong tấc gang
Ý khởi xa rời tìm lãng quên
Rừng sâu ẩn dật, ngắm trăng lên
Điền viên vui thú cùng trời đất
Mộc mạc qua ngày dưới mái phên.
September 2, 2019
Tam Muội
Thao Thức Bên Lề
Đã mấy thu rồi ta bỏ đi
Đường xa, lận đận cứ luôn ghì
Giờ như thấm mỏi, dừng bên quán
Chạnh nhớ quê nhà, đọng khoé mi...
Nhớ chiều hôm sớm tới lui vườn
Lác đác quanh bờ thoảng nhẹ hương
Vài chú chim chìa trên nhánh đậu
Xù lông giũ cánh thấy mà thương
Những nắng chang chang nóng phủ trùm
Mải mê xới mỏng ốp vòng cung
Luống trồng, mé rãnh, xong đâu đó
Nhễ nhại loang tràn đẫm hết lưng
Êm đềm cảnh sống ngày hai buổi
Đạm bạc đơn sơ vẫn ấm lòng
Chẳng biết từ đâu khơi dậy ý
Muốn làm cánh gió vượt trùng dương!
Khăn gói hành trang tạm giã từ
Rượu bầu lưng lửng chứa hồn thơ
Đêm thanh tia nguyệt soi dòng nước
Cảm xúc trào dâng đón vọng chờ...
Nhưng nay trăng sáng cũng là trăng
Diệu vợi, thênh thang ngự trị tầng
Còn ở nơi ta người cõi đất
Làm sao hái được ánh vầng trăng
Thôi thì lặng lẽ trở về quê
Thà sống ươm mơ một bóng thề
Hơn phải quay cuồng trong thổn thức
Cũng rồi rốt cuộc chẳng là chi.
5/9/2019
Nguyễn Thành Sáng",thơ hoạ nguyễn thành sáng & tam muội (1468),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/100496/.html,
