Content,Title,Genre,Author,URL,Edited
"Thơ họa Nguyễn Thành Sáng & Tam Muội (10)
PHẬN BÈO MÂY
Vi vu gió quyện giọt sương lay
Tuyết lạnh đơm sầu phảng phất bay
Tối đến phòng không hờn số kiếp
Đêm về gác vắng tủi bèo mây
Đường tình lận đận duyên rời rạc
Lối ái long đong nợ nhạt phai
Nửa mảnh trăng khuya đà khép lại
Hồn thơ lạc bước lệ ta cay.....
T.M
Lặng Thầm
Lặng thầm vương vấn, bâng khuâng
Nhớ nhung kỷ niệm, ngập tràn nỗi đau
Đậm đà, mật ngọt trao nhau
Bao nhiêu gửi tặng, bao sầu tái tê
Em đường bên ấy em đi
Còn tôi nẻo vắng, tôi về bên đây
Trưa hè ngắm lá me bay
Thả hồn diệu vợi tìm ai để mà…
NTS",thơ họa nguyễn thành sáng & tam muội (10),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/83026/.html,
"Thơ họa Nguyễn Thành Sáng & Tam Muội (11)
PHẬN BÈO MÂY
Vi vu gió quyện giọt sương lay
Tuyết lạnh đơm sầu phảng phất bay
Tối đến phòng không hờn số kiếp
Đêm về gác vắng tủi bèo mây
Đường tình lận đận duyên rời rạc
Lối ái long đong nợ nhạt phai
Nửa mảnh trăng khuya đà khép lại
Hồn thơ lạc bước lệ ta cay.....
T.M
Nỗi Chơi Vơi
Vi vút cánh ngàn ghị lắc lay
Tuyết sương lất phất tả tơi bay
Tối thầm lặng lẽ chờ duyên kiếp
Đêm vắng thẫn thờ vọng áng mây
Đường đến chơi vơi niềm héo rạc
Lối về khấp khểnh nỗi mờ phai
Nửa vầng lóng lánh đành thu lại
Hồn nhớ âm thầm nhỏ lệ cay…
NTS",thơ họa nguyễn thành sáng & tam muội (11),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/83027/.html,
"Lạnh rồi những ngày cuối xuân
Làm em e thẹn phân vân nhiều điều
Hoàng hôn mong gặp xế chiều
Mưa phùn ập đến lòng nhiều hoang mang
Xuân ơi có thấy xốn sang
Hàng mi khép lại vội vàng mưa theo
Gập ghềnh sâu thác cao đèo
Bâng khuâng tâm trạng như treo trên trời
Sắc hồng trải khắp muôn nơi
Làm cho cuộc sống thêm tươi muôn phần
Gặp nhau câu nói ân cần
Làm cho xuân sắc thăng trầm vụt tan
Thái Bình ngày 23.4.2018",mưa cuối xuân,,Nguyễn Văn Thưởng,https://poem.tkaraoke.com/83028/.html,
"Bóng dáng ai chờ, ai đợi ai
Nay ta gặp lại người tri kỷ
Duyên nợ trầm luân cứ xoay vòng.",duyên nợ,,Mr.Smile,https://poem.tkaraoke.com/83029/.html,
"Đời hối hả dòng người đi vội vã
Được những gì trong ngã  rẻ thiên thu
Rồi bất chợt thấy đời như chiếc lá
Tan vào trong sương khói cứ mịt mù
Ai cũng thế một lần rồi nhắm mắt
Chẳng mơ màng ... im bặt tựa ngàn xưa
Khung trời sáng  bỗng nhiên giờ vụt  tắt
Ánh trăng ngà  leo lắt lạnh tình mưa
Nào ai thoát  chặng đường về cát bụi
Giử linh hồn trong cụi sắt hư vô
Mặc thể xác gữa  trần gian ngắn ngũi
Lắng tro tàn trong địa ngục vong nô
Này người hỡi phận người như đá sỏi
Thả tâm hồn trong cõi mộng hương bay
Để hơi thở  nồng nàn như vừa mới
Khúc giao mùa  vừa cởi tấm voan mây
Cho nắng mới  ngất say hôn sương sớm
Cho mùa xuân chưng đượm nhụy hoa ngàn
Cho trọn kiếp vẫn nghe mùi hương đẫm
Cho mặn mòi môi ngấm mật mùa xuân
Xin hãy hát khúc tình thương bến đợi
Thời gian trôi có ngoảnh mặt bao giờ
Tiếng vó ngựa  trên đường xa vọng tới
Nát tan chiều xao động áng sương mơ
Nhắm mắt lại nghe lời thơ ai ngỏ
Thánh thiện là hồn có mục lương tâm,
Này  nhân ái xin người đừng buông bỏ
Gửi đất trời mà chẳng ngóng hồi âm
Trong tĩnh lặng để lòng thêm tĩnh lặng
Giấc nghìn thu ta chẳng biết khi nào....",trong tĩnh lặng,,Hồng Dương,https://poem.tkaraoke.com/83030/.html,
"Moi móc từng đêm tiếng thở than
Chằng chịt như tơ vương trong lòng
Nghiêng nghiêng đêm buồn lòng thương nhớ
Lai láng trong lòng một cõi mong
Moi móc từng đêm chuyện trong tâm
Ngồi ngó xuân đi đã bao lần
Chuyện tình duyên mơ đâu đây đó
Mà bước đường đời vẫn một thân
Những chuyện trong lòng những đêm sang
Lời yêu lời thương như lỡ làng
Loang loãng trong hồn mấy năm đã
Từng đêm vẫn xa xa bóng nàng
Nén linh sầu khấn khấn từng đêm
Cách biển xa nơi cầu đôi bên
Giăng díu duyên tơ một nàng đó
Xin mai ngày có có bên em
10.00 giờ đêm 26.09.2016
ngồi thơ thẩn với chuyện trong lòng
một thời gian bão mưa qua",moi móc,,Bounthanh Sirimoungkhoune,https://poem.tkaraoke.com/83031/.html,
"Đêm nay trăng đẻ vẫn non
Vẫn còn vui vẻ tô son bầu trời
Mờ mờ chẳng rõ hạt rơi
Tuần trăng chưa tới trăng vơi nửa mành
Nửa trăng còn tối theo đêm
Ngó vầng trăng khuyết lim dim trên trời
Dòng thơ đề xuống chẳng vui
Nửa êm nửa lạnh như vầng trăng treo
Hạt mây hạt gió chẳng theo
Dòng thơ thơ thẩn bao điều trong tâm
Dòng thơ tìm kiếm hình nhân
Yêu thương anh thiếu một thân xin mời
09.00 đêm 27.09.2016
ngó vầng trăng khuyết lòng
nhớ em",lim dim 2,,Bounthanh Sirimoungkhoune,https://poem.tkaraoke.com/83032/.html,
"Nhấp nháy ánh sao thắp trên trời
Nhem nhuốc trời thanh ánh sao rơi
Đom đóm thiên nhiên đầy trời vắng
Như tiếng lòng than với tiếng mời
Đêm nay sao đứng phủ khắp nơi
Nhấp nháy như sao trò chuyện cười
Chờ ngóng trời thanh đêm nay đến
Ánh sao như tiên bay khắp trời
Ngả nghiêng lòng đêm thấy chẳng vui
Như giăng như mắc một bóng người
Ngồi ngó ánh sao buồn không ngủ
Bao nhiêu ly trà đã cạn rồi
Ngồi ngó sao rụng về cuối nơi
Chợt choàng buông tiếng tiếng gọi người
Miền xa cuối trời nơi sao rụng
Mối tình duyên mong có em thôi
11.00 giờ đêm 27.09.2016
đêm nay trời thanh ngồi đếm sao trời",nhấp nháy,,Bounthanh Sirimoungkhoune,https://poem.tkaraoke.com/83033/.html,
"Xuân Úc đã thăm mấy ngày qua
Đông đã gồng gánh sương tuyết về
Hạt mưa xuân sang đã thăm viếng
Hoa cỏ tắm mưa đón chờ mùa
Từng mùa xuân sang bông hoa thưa
Bướm ong cho điểm hoa xuân chờ
Tiếng lá cỏ cành vui chào đón
Như nhớ từng năm xuân sẽ về
Xuân về năm nay chẳng có chi
Một mình ngồi đón tiễn xuân đi
Bóng ai chẳng về theo xuân đó
Rồi để mình anh ngồi đến khuya
09.30 giờ đêm 28.09.2016
ngồi ngó mùa xuân Úc lang thang tới",ngồi đến khuya,,Bounthanh Sirimoungkhoune,https://poem.tkaraoke.com/83034/.html,
"Chân trời góc biển xa
Một ngóng một thương chờ
Miên man từng đêm đến
Dạt dào như cơn mơ
Chân trời góc biển kia
Như cuốn hồn đêm khuya
Đêm nào cũng như vậy
Hồn anh bay chốn xa
Chân trời góc biển mơ
Hồn đêm trôi thẫn thờ
Lai láng trong cánh mộng
Gom lại đủ cơn mơ
Chân trời góc biển thương
Đêm ngó về cuối đường
Khi chợt choàng tỉnh giấc
Cầu có thêm giấc mơ
11.00 đêm 28.09.2016
đêm cuối trời xa có ai sao
cứ ngồi ngóng",chân trời,,Bounthanh Sirimoungkhoune,https://poem.tkaraoke.com/83035/.html,
