Content,Title,Genre,Author,URL,Edited
"Anh gọi mãi mà đâu nào có thấy
Chỉ cơn mơ ma quái đến bên giường
Những ảo ảnh bủa vây và cắn xé
Em ở đâu rồi? Em ở đâu?
Đêm hoang hoãi muội mê niềm trắc ẩn
Đâu phù vân đâu là thật của đời
Anh đi tìm em trong lang thang trời đất
Vết môi nào em gửi gió cùng mây
Anh tỉnh dậy bật đèn lên trang sách
Thấy chữ múa may như trêu chọc ghẹo người
Rồi chữ khóc chữ hờn cơn định mệnh
Chữ mang tình em về trong giấc mơ điên…
PK…",anh đi tìm em…,,PHẠM KHANG ...,https://poem.tkaraoke.com/98901/.html,
"Đời là thế xin đừng đau khổ
Cứ bước đi đến chổ muốn dừng
Lỡ mai thất bại xin đừng
Vì sai một phút hừng hừng buông tay",chấp nhận sự thật,,Nguyễn Thuyền,https://poem.tkaraoke.com/98902/.html,
"Đời ta buồn mấy người biết được
Chẳng sang giàu nên nước lẽ lôi
Nào ai có muốn chung đôi
Đời giờ thực tế thế thôi trách gì.",đời,,Nguyễn Thuyền,https://poem.tkaraoke.com/98903/.html,
"CÚC DẠI
Thân là cúc dại mọc ven đường
Nhỏ nhặn quê mùa kém sắc hương
Nụ trắng đơn sơ nhiều kẻ chán
Hoa vàng giản dị chẳng người thương
Âm thầm tỏ ngát trên đồng ruộng
Mạnh mẽ vươn cao giữa phố phường
Mặc có mưa giông và bão dập
Thì em vẫn đứng vững kiên cường
Nguyễn Thuyền",cúc dại,,Nguyễn Thuyền,https://poem.tkaraoke.com/98904/.html,
"Xin mến Tặng thi huynh Lưu Hải
XIN MÃI MÃI YÊU NHAU
Em tặng anh một trái tim màu hồng
Màu chung thủy mặn nồng bao lưu luyến
Em sẽ viết tình mình thành câu chuyện
Ái ân mình cùng hoà quyện đấm say
Anh có thấy trái tim rung chưa vậy?
Người hãy ngừng che đậy những yêu thương
Bởi cuộc đời vốn vĩ rất vô thường
Đừng đánh mất rồi vấn vương hối tiếc
Còn có thể hãy ôm nhau thật xiết
Đừng nói lời từ biệt quá xót xa
Yêu thương mãi xem nhau là tất cả
Hãy đồng lòng vất vã đáng gì đâu
Đừng làm cho mắt ướt đẫm lệ sầu
Tim tê tái vì khắc sâu thương nhớ
Xin đừng để những đêm dài trăn trở
Vì cô đơn bỡ ngỡ phút chia lìa
Mình hãy cùng đi hết đoạn đường kia
Mặc trời sáng hay đêm khuya mịt tối
Nguyện thề chẳng bao giờ gây lầm lỗi
Rồi sẽ cùng chấp nối những tin yêu.
Nguyễn Thuyền",xin mãi yêu nhau,,Nguyễn Thuyền,https://poem.tkaraoke.com/98905/.html,
"HOA KỲ THẮNG HÀ LAN 2-0
Bùng nổ hiệp hai thật diệu kỳ
Hai bàn thắng đẹp tựa vần thi
Tuyệt vời phòng thủ đều ba tuyến
Xuất sắc tấn công vững bước đi
Hoạn lộ về nguồn cành lá liễu
Hành trình tới đỉnh đoá lưu ly
Hai lần liên tiếp giành vô địch
Đội bóng Hoa Kỳ thật diệu kỳ
Trần Minh Hiền Orlando ngày 7 tháng 7 năm 2019",hoa kỳ thắng hà lan 2-0,,Trần Minh Hiền,https://poem.tkaraoke.com/98906/.html,
"Khi cha chết con đừng rơi nước mắt
Và cũng đừng quấn chiếc khăn tang
Đừng tang đám linh đình vô ích
Chỉ suy tư công việc của con làm
Trước bàn thờ thắp sáng đèn nhang
Con sẽ thấy linh hồn cha phản phất
Cha vẫn biết thân chôn vùi dưới đất
Nhưng muôn đời không một tiếng mỉa mai
Suốt đời cha không chuốc oán cùng ai
Không mắc nợ trần gian vay phải trả
Cha chỉ biết làm thân nuôi chí cả
Đem tình thương trao trả khắp mười phương
Cho núi sông thắm đượm khắp quê hương
...
Suốt đời cha là một chú hề
Diễn xuất vụng lại chê sân khấu hẹp
...
Di ngôn này là lời lẽ vàng son
Con hãy nhớ làm con cho hiếu đạo",lời cha nhắn gửi!,,Võ Duy Hoàng,https://poem.tkaraoke.com/98907/.html,
"CƠN MƯA VỢI BUỒN
Cơn mưa thuở ấy còn buồn
Ướt cánh chuồn chuồn dột nát tình yêu
Giã từ mai một trăm điều
Lá đổ muôn chiều lệ chảy vào tim
Cơn mưa giọt giọt ngả nghiêng
Thâu tóm muộn phiền vào góc tâm tư
Phố xưa giục giã dường như
Gõ bóng nát nhừ chân giẫm thời gian
Cơn mưa dạo nốt cung đàn
Vỗ cánh lìa đàn chim sáo về đâu?
Ai ca vọng cổ mấy câu?
Chơm chớm trở sầu mắt biếc héo hon
Cơn mưa tí tách đòi hôn
Chạm mặt hớp hồn bần bật run run
Mưa trôi vào chốn muôn trùng
Vụng dại ngập ngừng dang dở , dở dang
Cơn mưa lẻ bóng sang ngang
Day dứt sỗ sàng ghé vội vàng kia
Trồng vời nước mắt chia lìa
Khóc lóc ô kìa ai dỗ dành ai?
Ngày 27/6/2019
Ân Thiên ( Bình Dương)",cơn mưa vợi buồn,,Thiên Ân,https://poem.tkaraoke.com/98908/.html,
"MƯA SAY NỐT NHẠC
Cảm xúc từ những bài hát viết về MƯA
ƯỚT MI câu CHUYỆN NGÀY XƯA
HAI MÙA MƯA , HAI MÙA MƯA dầm dề
MƯA ĐẦU MÙA buông tái tê
MƯA CUỐI MÙA , cho ủ ê đáy lòng
QUÁN NỬA KHUYA , trông mắt trông
BÓNG MƯA day dứt cua , còng ...than đau
GIỌT BUỒN TRONG MƯA thì thào
MƯA ĐÊM TỈNH NHỎ buồn xao xác buồn
ĐÊM MƯA LẠNH TRỌN tâm hồn
MƯA NỬA ĐÊM hờ hững buông áo tình
MƯA QUA PHỐ VẮNG tâm linh
MƯA TRÊN PHỐ HUẾ một mình lẻ loi
NGƯỜI EM VỸ DẠ nhỏ nhoi
MƯỜI NĂM TÁI NGỘ thiệt thòi cho ai?
CHUYỆN BA MÙA MƯA dông dài
MÙA MƯA ĐI QUA miệt mài đi qua
MƯA ĐÊM NGOẠI Ô thiệt thà
Cho muôn ủ dột ĐI XA MỘT NGƯỜI
MƯA RỪNG tan tác vành môi
Thế thì cầu nguyện XIN TRỜI THÔI MƯA
Ngày 18/6/2019
Ân Thiên ( Bình Dương)",mưa say nốt nhạc,,Thiên Ân,https://poem.tkaraoke.com/98909/.html,
"- Hỡi anh lái chiếc đò ngang
Vui lòng hãy chở tôi sang kia bờ
- Mời cô hãy bước xuống đò
Nếu mà ví có đồng xu trả liền.
- Ví tôi đã sẵn đồng tiền
Lại thêm đôi mắt dịu hiền màu xanh
Cớ sao anh mãi tần ngần
Chở tôi qua nhé, ơi anh lái đò!
- Xin mời hãy bước xuống cho
Tôi chở là bởi ví cô có tiền
Không vì mắt xanh hay đen
Tôi đưa đò, chỉ lấy tiền thôi cô!
July 7, 2019
Thơ dịch
The Ferryman
___by Christina Rossetti (1830-1894)
""Ferry me across the water,
Do, boatman, do.""
""If you've a penny in your purse
I'll ferry you.""
""I have a penny in my purse,
And my eyes are blue;
So ferry me across the water,
Do, boatman, do!""
""Step into my ferry-boat,
Be they black or blue,
And for the penny in your purse
I'll ferry you.""",anh lái đò,,Trần Đức Phổ,https://poem.tkaraoke.com/98910/.html,
