Edited,Title,Genre,Author,URL
"THEO EM VỀ LẠI  BÌNH DƯƠNG
Theo em về lại  Bình Dương
Nắng hồng nương áo, con đường nở hoa
Nụ cười tươi tắn thiết tha
Mở ra cánh cửa quê nhà tươi xinh
Trăm năm cơn gió vô tình
Vén màn hạnh phúc cho  mình có đôi
Ngôi nhà ngói mới đỏ tươi
Sắc màu cuộc sống sáng ngời niềm tin
Môi trường lành mạnh, văn minh
Cho XANH, SẠCH , ĐẸP còn in dáng chiều
Quê hương gom góp  thương yêu
Vườn cây trái ngọt dặt dìu đưa hương
Giấc mơ ngày ấy ta ươm
Hẹn mùa gặt hái đời vương vần đời
Khổ đau xếp cánh đổi ngôi…
Giở trang nhật kí muôn lời xốn xang
Con đường ươm mộng  ,thênh thang
Nguồn vui tràn ngập , cung đàn reo xa
Bốn mùa trăn trở đã qua
Bây giờ chim hót dân ca nồng nàn
Nhà em rón rén lần sang
Hẹn mùa ong bướm chép trang hẹn hò
Tháng 9/ 2021
Ân Thiên ( Bình Dương)",về lại bình dương,,Thiên Ân,https://poem.tkaraoke.com/115167/.html
"TÂM TÌNH ĐỒNG HỌA (25)
Gió lộng trăng thanh thanh
Đong đưa giấc mộng lành
Trầm bổng du dương lạ
Há chẳng phải là anh?...
Gió thổi nhẹ êm êm
Dào dạt tận trái tim
Lâng lâng ngàn cảm xúc
Có phải chính là em?...
Mây thờ ơ mây lang thang mãi
Khách hững hờ nên lữ khách xa
Trăng dửng dưng cợt đùa với gió
Chàng vô tình để suối châu sa...
Kết lại duyên nồng vạn kỷ yêu
Cùng nhau quyện cánh dưới khung chiều
Lắng nghe nước chảy, nhìn mây xám
Bao khổ ly tình…Tặng bấy nhiêu...
Đã yêu chớ để vạn thương sầu
Lạc khúc tình buồn dâu bể dâu
Nửa mảnh hồn Nương tìm bóng đổ
Lầu hiên hoài vọng Tình Lang đâu...
Tháng 7/2018
Nhất Lang & Tam Muội
""Ba năm để lại lòng anh
Niềm thương nỗi nhớ vô ngần em ơi!""",tâm tình đồng họa (25),,Nhất Lang Nguyễn Thành Sáng,https://poem.tkaraoke.com/115168/.html
"TÂM TÌNH ĐỒNG HỌA (26)
Anh đã trọn lòng gửi đến em
Mong nàng chốn ấy chớ buồn thêm
Đừng lo nghĩ nữa Tình Nương nhé
Mỗi độ canh khuya thả mộng tìm…
Lời mật ngọt làm Nương say đắm
Dòng suối tình mãi thắm tâm can
Trăng in ánh nước ửng vàng
Tiếng yêu tha thiết cung đàn lâng lâng...
Ta sẽ hái vầng trăng trước ngõ
Tặng cho nàng gửi nhớ gửi thương
Long lanh phả ánh hàn sương
Cho vơi héo hắt nỗi buồn đêm đen…
Trời xui định, chàng ơi phương ấy
Vấn vương rồi chàng thấy hay không
Trăng khuya lấp lánh bên song
Khát khao một mảnh tình hồng sắc son.
Nương yêu ơi! Dòng sông xanh biếc
Thuyền duyên ta nhẹ lướt thênh thang
Trên cao rực ánh trăng vàng
Bốn bề lộng gió ngập tràn du dương
Chẳng có gì phải buồn em nhé
Hãy phôi pha chớ nhỏ lệ sầu
Từ nay đến mãi về sau
Lang Nương chặt nắm qua cầu mộng thơ…
Chàng về tâm sự với hồn Nương
Khúc mắc tương tư nhốm đoạn trường
Ở chốn hoang vu thăm thẳm ấy
Nàng hoài mong đợi vương vấn vương...
Ta yêu nhiều lắm một Hồn Nương
Nhưng bởi đầu thai chẳng nhớ nàng
Nên lạc vườn xuân bờ bến lạ
Mong tình yêu dấu thứ tha anh…
Chàng hỡi lầu hiên trăng sắp tàn
Mang mang gió thoảng giọt sương tan
Rèm thưa tha thiết hồn Nương đợi
Trải giấc mơ hoang dệt mộng vàng...
Tháng 7/2018
Nhất Lang & Tam Muội
""Ba năm để lại lòng anh
Niềm thương nỗi nhớ vô ngần em ơi!""",tâm tình đồng họa (26),,Nhất Lang Nguyễn Thành Sáng,https://poem.tkaraoke.com/115169/.html
"Thôi không cần tiếc, chẳng cần mong
Nửa gánh hoàng hôn đã cạn lòng
Một chén đêm khuya vừa xơi đủ
Hai bát sầu muộn cũng ăn xong...
Tựa lưng tường cũ buồn ba mảnh
Trên cao mờ mịt ánh đèn chong
Có gã thiêu thân thèm ánh điện
Dăm ba ả bướm lượn mấy vòng...
Đêm nay trăng mờ không rọi hẳn
Gió thoảng thổi nghiêng đập chấn song
Có chú mèo nâu mình giá lạnh
Mon men mép cửa muốn vào phòng
Trời tờ mờ sáng lòng trơ trọi
Mộng trở về khuya lệ đẫm dòng
Đông sang chớm lạnh sương mờ phủ
Từ xa văng vẳng tiếng hàng rong...
Chủ nhật,19/09/2021",đêm qua,,Lê Công Tuấn Giang,https://poem.tkaraoke.com/115170/.html
"ANH XIN QUỲ XUỐNG ĐỂ YÊU EM
Anh xin quỳ xuống để xin em
Tha thứ cho anh mãi khát thèm
Em xinh tựa hồ làn liễu rũ
Em hiền như thể nét môi mềm
Ngập tràn tim bé cho đầy ắp
Ngập úng hồn anh đến ướt mèm
Cam tạ ơn em luôn thắm thiết
Anh xin quỳ xuống để yêu em
Trần Minh Hiền Orlando ngày 19 tháng 9 năm 2021",anh xin quỳ xuống để yêu em,,Trần Minh Hiền,https://poem.tkaraoke.com/115171/.html
"Cõi Mơ
(Cho người em gái ĐVKV)
Buồn mang nỗi nhớ bâng quơ
Đi trong chiều vắng thẫn thờ tâm linh
Mây bay trắng nẻo đường tình
Bến xưa hoang lạnh bóng hình ngẩn ngơ
Em đi nhặt góp tình thơ
Bước chân mòn mỏi đôi bờ xa xôi
Hoàng hôn vây phủ em rồi
Hồn đơn lạc bước dưới trời phiêu linh
Hình như con gió rập rình
Chực hôn má thắm se tình đôi môi
Tim em xao xuyến bồi hồi
Lòng thêm ước vọng giữa đời bơ vơ
Ngày đi trải bóng hoang sơ
Đêm về thao thức hoài mơ hướng đời
Bình minh tỏa khắp nơi rồi
Tay còn ôm chặt bóng người em mơ
Viễn Phương",cõi mơ,,Viễn Phương,https://poem.tkaraoke.com/115172/.html
"THẦM THƯƠNG
Giọt cà phê nhỏ thầm bên hè vắng
Khép mình sau giậu râm bụt trước sân
Không người quen nơi quán xá cuối tuần
Dịch lan rộng nhiều Linh hồn lìa xác
Không chuông vọng nơi Giáo đường trầm mặc
Thiếu dáng em qùy gối chắp đôi tay
Giờ ngồi đây lời gửi gío tỏ bày
Chút khủng hoảng lung lay tình lắng đọng
Nơi đất tổ lòng luôn bừng hy vọng
Dẫu thế nào vẫn bình tĩnh đợi chờ
Đời sẽ vui như đã từng ước mơ
Cả thế giới đành sống chung với dịch
Thương xóm nhỏ chìm sâu ngày tĩnh mịch
Trên đỉnh cao có tượng Chúa dang tay
Sắc lá xanh như sức sống tràn đầy
Hết giãn cách bước chân trèo thành kính.
hoanghoon
19.09.21",thầm thương,,Hoanghoon,https://poem.tkaraoke.com/115173/.html
"DỊCH COVID DỮ
Đàn vi rút dữ chực quanh mình
Đả chết bao người xã hội kinh
Đảo lộn dân tình, mau thống lĩnh
Đo lường sự thể, sớm đăng trình
Đường quê vắng lạnh ta trầm tĩnh
Đất tổ an lành ngã hậu linh
Định sẽ cam lòng khi phải tính
Đồng nhau ước nguyện buổi thanh bình
hoanghoon
19.09.21",dịch covid dữ,,Hoanghoon,https://poem.tkaraoke.com/115174/.html
"Thu Nhớ
Chạnh lòng nhớ lại thu xưa
Ngàn thu lá đỏ rơi thưa lối về
Chiều nao gió gọi tóc thề
Nắng chiều đổ bóng mây về cuối thôn.
Môi còn vương lại nụ hôn
Giang đầu đứng đợi chân dồn cỏ may
Thi nhân mộng vẫn còn say
Nhớ người thu ấy chia tay ngậm ngùi.
Khoang thuyền bóng nguyệt mua vui
Mỹ nhân tương kiến hoa đào đêm nay
Bồ đào mỹ tửu nồng say
Dạ quang nâng chén áo bay tiễn người.
Người đi để lại tiếng cười
Mình ta đối ẩm bóng người trong tranh
Trăng rơi cành ngọc bên mành
Tình si gậm nhấm tình đành đi hoang.
Triệu Nguyên Tâm
June 10, 2021.",thu nhớ,,Triệu Nguyên Tâm,https://poem.tkaraoke.com/115175/.html
"LỤC BÁT DỖI HỜN
Thả câu lục bát dỗi hờn
Nghìn lời oán trách nỉ non đường chiều
Nhắn dùm quá khứ tiêu điều
Xác xơ cỏ úa chim kêu nao lòng
Bên thềm lệ rớt hóa sông
Zalo chẳng nhắn , ngồi đồng mặt trơ
Cỏ hoang facebook ngẩn ngơ
Tình yêu ngậm đắng bao giờ nuốt cay ?
Ngậm ngùi tờ giấy xé hai
Vầng trăng lại chẻ ngắn dài khéo tay
Con đường đứt quãng gió mây
Ta còn bì bõm vũng lầy đau thương
Rau răm , cây cải... phơi sương
Tiếng hờn lăn vội cuối đường chông gai
Dường như em vẫn đó đây
Ta như đám ruộng đường cày dở dang
Bàng hoàng góc tối đêm tàn
Ai quay chong chóng thời gian điên cuồng ?
Chùm yêu vụn vỡ rập khuôn
Vòng tay quá khứ vui buồn xa đưa
Ngày 26/8/2021
Thiên Ân ( Bình Dương )",lục bát dỗi hờn,,Thiên Ân,https://poem.tkaraoke.com/115176/.html
