Original,Edited,Title,Genre,Author,URL,"Data
usable"
,"Mẹ ra đi là một đời cách biệt
Con một mình đêm dằn tiếng khóc than
Mẹ mong con xinh xắn hiền ngoan
Không như Mẹ lầm than trong bể khổ
Lá non xanh có còn ai nâng đỡ
Gió mưa về làm úa nét thơ ngây
Trời vô tình cắt đứt những mơ say
Thu về đến mới hay đời vàng vỏ
Mùa xuân nào Mẹ ôm con ra ngõ
Mà bây giờ mẹ nằm xuống mộ sâu
Chiếc lá rơi còn ngân vọng đêm thâu
Con mất Mẹ cuộc đời con chao đảo
Chuyện trần gian chỉ còn là mộng ảo
Trẻ thơ xưa khóc Mẹ lệ tuôn trào
Đâu biết rằng ngày tháng sẽ lao đao
Bao ưu phiền kéo theo nhau tan tác
Lệ Tím",người mẹ điên 2,,Lệ Tím,https://poem.tkaraoke.com/26353/.html,
,"Từng ngày tháng không sao quên quá khứ
Viết vần thơ thương nhớ Mẹ vô cùng
Lòng Mẹ hiền nhân ái đến lâm chung
Bụi thời gian không xóa mờ tâm sự
Nơi suối vàng Mẹ không nghe lời con trẻ
Trong chiêm bao xin được phút tương phùng
Con nhân gian gượng sống với lao lung
Đã nhiều năm nhớ Mẹ hiền quay quắt
Viết vần thơ con buồn rơi nướt mắt
Con xa mẹ vì trời bắt chia ly
Đường trần gian con sống với ai bi
Mẹ xa con trong nỗi lòng đau thắt
Cõi trăm năm Mẹ vẫn là ánh đuốc
Soi dặm đường cho con trẻ bước đi
Mẫu thân ơi ! con nhớ Mẹ...đêm về
Lòng của Mẹ không lấy gì sánh được
Vần thơ con mang nỗi lòng ao ước
Chữ vụng về, lời nói chẳng được suông
Nhưng con xin dâng Mẹ hết tình thương
Nơi vĩnh hằng hương linh muôn hạnh phúc
Vần thơ con có ngậm ngùi buồn tủi
Áo quan tài hờ hững đến xác xơ
Mẹ ra đi một buổi sáng tinh mơ
Mẹ có lạnh giữa đồng trơ hoang vắng?
Nơi đất khách mỗi mùa đông về đến
Con bâng khuâng không biết Mẹ thế nào
Quá vô tình vùng cát đã thấm sâu !
Trong mộ huyệt Mẹ còn đau còn biết?
Những đêm khuya con nghe lòng nung nấu
Kiếp lạc loài con biết phải làm sao?
Mỗi mùa thu con nghe lá gọi nhau
Tìm về cội kẻo ngày sau lạc dấu
Dòng máu chảy giữa bến đời thơ ấu
Bốn phương trời chập chững bước tha hương
Kiếp trầm luân con dõi bước muôn phương
Đời của Mẹ ôm nỗi buồn đi trước
Con chúc Mẹ phúc đời đời được rỗi
Xin nhiệm mầu trên nước Chúa Mẹ ơi...
Đêm từng đêm thương nhớ mẹ nghẹn lời
Lá vàng rụng...biết mùa nào tương hội?
Lệ Tím",người mẹ điên 3,,Lệ Tím,https://poem.tkaraoke.com/26354/.html,
,"""À ơi ""...tiếng hát Mẹ ru
Chiếc nôi lắc nhẹ
ngoan vùi giấc con
Con say
nhịp thở
bình yên
Ca dao Mẹ hát
""ơi à...con ơi ""...
Nắng mưa
ngày - tháng
chơi vơi
Mẹ thương con Mẹ
bằng đời máu xương
""Dí dầu
một nắng
hai sương ""
Ầu ơ trăng mộng
về buồn riêng tư
Mẹ ơi !...l
lòng mẹ
nhân từ
Trắng chân tóc bạc
một đời vì con
Chiếc nôi
thơ ấu
vẫn còn
Mà nay Mẹ đã...
hồn về phương nao?
""Nghìn xưa
nối tiếp
Nghìn sau""
Chiếc nôi Mẫu tử
Ca dao hiền từ
Mẹ là
trăng sáng
giữa đời
Mẹ quên thân mẹ
trao dồi cho con
Tình riêng
Mẹ bỏ
héo mòn
Ca dao Mẹ hát...
bên con nỗi lòng
Mẹ ơi !..
lệ Mẹ
thắm nồng
Nghìn năm còn chảy
Như sông Thu Bồn
Lệ Tím",chiếc nôi ngày thơ ấu,,Lệ Tím,https://poem.tkaraoke.com/26355/.html,
,"Rừng chiều thay áo hoàng hôn
Bạt ngàn lá đỏ ủ hồn người xưa
Thân anh hóa cát bốn mùa
Mộ bia không có nghịch đùa tử sanh
Chiều buông...thay áo hộ anh
Nghìn thu yên giấc, cỏ tranh nấm mồ
Em nghe lòng luống thẫn thờ
Thương người năm cũ hồn giờ nơi đâu?
Anh như hạt bụi trên cao
Bay theo ngọn gió rơi vào mắt em
Ngậm ngùi trỗi dậy trong tim
Nhớ ngày lưu lạc đi tìm tự do
Mùa sang rừng lá thay chưa?
Nghe đau nguồn cội người xưa không còn
Chập chùng ánh đỏ hoàng hôn
Anh yên giấc ngủ, em hồn vấn vương
Thiên thu lịch sử vẫn còn
Thân anh hóa cát em hồn thương đau
Chiều buông pha những sắc màu...
Tên anh còn đó nghìn sau nỗi buồn
Rừng chiều phủ xuống tịch dương
Hỡi anh có biết vấn vương nơi nầy?
Đâu đây tiếng gọi buồn vây
Hồn em thổn thức vơi đầy tà huy
Lệ Tím",ánh đỏ hoàng hôn,,Lệ Tím,https://poem.tkaraoke.com/26356/.html,
,"Ừ thì em khóc người xưa
Xác thân rủ xuống chỉ vừa tiếng rơi
Đạn bay một khắc anh ơi
Không gian nhuộm máu một đời chiến binh
Thiên thu một tấm gương trinh
Hy sinh chẳng thiết đời mình ra sao
Cúi đầu chào đấng anh hào
Thân anh nằm xuống tô màu tương lai
Người xưa trải mảnh hình hài
Hôm nay em mới có ngày yên vui
Tạ ơn cát bụi bên trời
Trong em đôi mắt giọt rơi đầm đìa
Ừ thì một mảnh trăng khuya
Nửa soi quê Mẹ, nửa chia dòng đời
Hồn anh vẫn sống anh ơi!...
Trên cao một dãy mây trời là anh
Lệ Tím",khóc người xưa,,Lệ Tím,https://poem.tkaraoke.com/26357/.html,
,"Mẹ ơi !...con Mẹ lớn rồi
Trăng tròn, trăng khuyết con ngồi chờ ai?
Mẹ ơi!...đơn lẻ mỗi ngày
Hăm đi, hăm lại tuổi ngoài đôi mươi
Chờ chi một cuộc rong chơi
Nhân gian con Mẹ thảnh thơi kiếp nầy!
Mẹ ơi!...trong héo ngoài tươi
Trăng tròn, trăng khuyết không rơi nỗi sầu
"" Ba đồng một mớ cau trầu""
Mẹ còn lần lựa kén màu vàng, xanh
Mẹ ơi!...vôi trắng đỏ tình
Buồng cau tròn mướt, mướt xinh chuyện lòng
Mẹ ơi!...con Mẹ vẫn mong...
Mẹ còn treo giá...
để má hồng phôi phai
Trăng tròn, trăng sẽ khuyết ngay
Mẹ ơi!...năm tháng đợi ai bao giờ
Hăm đi, hăm lại xuân mơ
Để con gái Mẹ uổn bờ mi cong
Môi hồng khô héo bên song
Cắn tay ngậm trái sầu đông kiếp nầy!
Lệ Tím",mẹ ơi!...con mẹ lớn rồi,,Lệ Tím,https://poem.tkaraoke.com/26358/.html,
,"Em muốn làm một cơn mưa mùa hạ
Trên con đường đổ lửa bước anh qua
Gió thổi bay đám bụi bặm nhạt nhòa
Cho anh thở luồng hơi đầy mát mẻ
Em đưa anh bàn tay gầy, mảnh dẻ
Vẫn rụt rè như cô bé ngây thơ
Chỉ anh đi về hướng gió ngập trời
Anh có hiểu, đời đôi khi – giấc lạ
Ngày xa vắng biển nhiều khi im ắng
Tự tìm mình trong tĩnh lặng riêng tư
Trách chi em nghe tiếng sóng từng hồi
Xô đập mãi vào vùng sâu tâm tưởng
Anh nghe không giữa đất trời vô hướng
Có môt đường rất nhỏ- chỉ tâm linh
Vẽ cho ta tất cả những bóng hình
Về trong mộng một lần ru êm ả
Em ở đây chút tháng ngày ngắn ngủi
Không kịp tìm ý tưởng chớm phôi thai
Đã vội qua như tia chớp kéo dài
Anh có giữ trọn màu mây kỷ niệm
Mùa mưa ni sao lạ lùng thật hiếm
Em lạnh lòng giữa cái nắng chói chang
Vẫn ngu ngơ trôi dạt cõi mơ màng
Ồ, có phải từng gặp nhau rồi từ giã!?
HB-SG-18h45- 03-08-2006
Hoàng Thy Mai Thảo",cơn mưa mùa hạ,,Hoàng Thy Mai Thảo,https://poem.tkaraoke.com/26359/.html,
,"Nẻo ngay cứ đi
Tâm thành ngại chi?
Lời từ tim bảo làm gì
Cứ theo hướng ấy ít khi sai lầm.
Tri kỷ, tri âm
Những bước thăng trầm
Giữ lòng sáng tựa trăng rằm
Thắng, thua, thành, bại trời chăm sóc mà.
Dù đường gần xa
Chính sẽ thắng tà
Quê hương đất nước trong ta
Non sông gấm vóc mãi là tình chung
Hữu duyên tương phùng
Lời đã cạn cùng
Trăm điều vạn sự kiết hung
Đời bằng phẳng cả anh hùng hơn ai?
Chung sức kề vai
Xuống Đông lên Đoài
Vườn đào tình nghĩa khó phai
Nâng chun rượu uống ... đúng sai do mình.
TTL",tâm ngôn,,TTL,https://poem.tkaraoke.com/26360/.html,
,"(Viết tặng riêng cho mình)
Tôi là con bé dỡ hơi
Mẹ sinh tôi chẳng chọn nơi chọn thời
Khi tôi mở mắt chào đời
Quê mùa lọt giữa đất người thành đô
Nghèo nàn đeo bám tuổi thơ
Nhưng nào tôi dám ước mơ sang giàu
Phù du thôi chỉ chiêm bao
Thực tại mới thật nhát dao phũ phàng
Vâng lời mẹ sống hiền ngoan
Tôi trọng nhân nghĩa đâu màng lợi danh
Mẹ mong tôi sẽ khôn lanh
Kiếm về manh áo đặn lành tấm thân
Khổ thân tôi quá nhọc nhằn
Bởi dốt học mới than rằng ngu ngơ
Mười sáu tuổi tập làm thơ
Đường tương lai bụi mù mờ lấp che
Ương ương dỡ dỡ khó nghe
Được cái sống chẳng màu mè bon chen
Bạn bè chung lứa hay khen
Khối anh để ý tình nhen nhóm tình
Cũng từng yêu, cũng thất tình
Vui buồn trộn lẫn cũng mình xót xa
Chừng hăm ba tuổi thôi mà
Câu thơ trẻ dại hóa già hơn tôi
Lệ rơi ngập cả bờ môi
Nết tôi giản dị quen rồi nhà quê
Mặc đời lắm cảnh nhiêu khê
Giữ nguyên an phận chớ hề lụy ai
Đời tôi phía trước còn dài
Cứ nuôi hy vọng, cứ hoài vững tin
Ở hiền ắt sẽ gặp lành
Có đau khổ mới trưởng thành tôi ơi !
4-9-2006",tôi ơi !,,Trường Phi Bảo,https://poem.tkaraoke.com/26361/.html,
,"Thăm thẳm trời cao mây vẩn vơ
Núi yên sông vắng lặng đôi bờ
Đò con một chiếc chèo khươ nước
Đồng rộng dăm bầy trâu nhởn nhơ
Cánh nhạn tìm quê phiêu bạt vẫy
Cố hương dõi bóng thả lòng chờ
Non sông đất nước bao thu ấy
Biển cạn đá mòn tiếc ngẩn ngơ…
Biển cạn đá mòn tiếc ngẩn ngơ
Tha hương lòng nhớ dạ mong chờ
Trăng thu vằng vặc lười trông ngắm
Nắng hạ rộn ràng biếng nhởn nhơ
Thương bạn heo may thương đứt ruột
Nhớ quê gió sớm nhớ vô bờ
Một đời rong ruổi buồn xa xứ
Thu thắm thu sầu giữa vẩn vơ...",cảm thu,,Đuyên Hồng,https://poem.tkaraoke.com/26362/.html,
