Edited,Title,Genre,Author,URL
"HƯ KHÔNG
Tác giả: Hồng Dương
Ngươi ve vuốt với ngôn từ trau chuốt
Đọa đày ta đau xót dạ hoang tàn
Nhắm mắt lại ngậm tình suông não nuột
Nhốt linh hồn trong cuộc loạn ly tan
Vai trầy trượt gánh gồng chiều hoang phế
Giấc thu nào vàng hết ngõ hoang liêu
Đêm vẫn bước mỉm cười thay ngạo nghễ
Kiếp trăng nào tận thế bởi mùa yêu
Vẫn cứ sống với cuồng mê cháy bỏng
Chí tang bồng ta mặc sức phiêu du
Dẫu chua chát đắng cay đời xao động
Để yêu người cho thỏa ngát thiên thu
Ngươi núp bóng trong mành tơ giả tạo
Bức rèm che hết ngưỡng mục rêu phong
Ta thả cánh trên dòng thơ bay dạo
Vấn vương màu tơ ngọc khiết tinh trong
Dẫu trời đất cứ cuồng quay luân chuyển
Ta ngươi đều hóa kiếp đến hư không...
LỜi BÌNH
Tác giả: Nguyễn Mai Thảo
“Ngươi ve vuốt với ngôn từ trau chuốt
Đọa đày ta đau xót dạ hoang tàn
Nhắm mắt lại ngậm tình suông não nuột
Nhốt linh hồn trong cuộc loạn ly tan
Vai trầy trượt gánh gồng chiều hoang phế
Giấc thu nào vàng hết ngõ hoang liêu…”
Đọc những dòng này chắc ai trong chúng ta đều không kiềm lòng được. Khóc rất nhiều…
Người viết thích cách anh Hồng Dương nhìn thân phận con người ở hai mặt: vật chất và tâm linh - xác và hồn.
“Con người chỉ là một dòng sông nhơ bẩn với đầy những tham vọng, bạo tàn và bất chính” (F. Nietzsche). Đó là khoảnh khắc “đoạ đày”, đau khổ choáng ngợp đến độ “vai trầy trượt gánh gồng” “vàng hết ngõ hoang liêu”, trống trơn vô nghĩa “ngậm tình suông não nuột”, ghê tởm cả những người mình từng thương yêu nhất.
Đàn ông thực sự luôn nâng đỡ người khác trên đôi vai của chính mình nên thường chịu phần thiệt hơn cũng chẳng sao. Bởi, “không sợ mây che mất tầm nhìn xa của mắt, vì tự thân ta đã ở trên tầng cao nhất rồi”.
Chính phút giây đáng giận, đáng căm ghét này nhưng lòng người lại hiền hòa, bao dung và cao thượng. Anh vị tha, “mỉm cười ngạo nghễ”, toàn trí, toàn năng, toàn thiện “với cuồng mê cháy bỏng” để an yên tự tại mà không hổ thẹn với lương tâm:
“Dẫu chua chát đắng cay đời xao động
Để yêu người cho thỏa ngát thiên thu”
Niềm tin, thông điệp đầy tính nhân văn chứa đựng trong đó nỗi đau của những kiếp người vượt qua tất cả để đi về phía ánh sáng, đi vào lòng người giàu tính thuyết phục.
Bởi cái tài của tác giả trong việc thể hiện cái bi. Sự khéo léo ở đây là nét buồn không lộ ra trên câu chữ mà vẫn khiến cho bao trái tim phải xót xa, thương cảm đến nghẹn lòng…
Dòng đời mãi trôi, mới đó mà mình đã bước sang bên kia đỉnh dốc. Ngẫm lại biết bao dâu bể trầm luân. Thân chỉ là hạt bụi mù giữa sa mạc mênh mông mờ mịt của cuộc đời. Nhưng gió trần gian vẫn cuốn ta theo vòng xoáy vô hình vô định.
Đã biết kiếp người là hư ảo, nhưng có mấy ai quên hết chuyện hồng trần? Tình yêu NGƯỜI với NGƯỜI làm cho ta Hạnh Phúc, nhưng “ngươi” cũng làm trái tim ta ứa lệ bao lần! Sao lại ganh ghét, tranh giành, thậm chí làm những chuyện mất cả tính người, rồi khi về với “đất mẹ hiền” cũng chỉ với hai bàn tay buông xuôi:
“Dẫu trời đất cứ cuồng quay luân chuyển
Ta ngươi đều hóa kiếp đến hư không...”
Anh à,
Em không mơ cõi thiên đường, nơi hạnh phúc vĩnh cữu, mà khát thèm làm một con người rất, rất bình thường: hồn hậu cõi trần, an vui trong từng khắc hiện tại, trong từng ngày bước qua.
Em cũng không hậm hực bởi khổ đau làm trái tim ta lớn hơn, tâm hồn cao rộng hơn và Hạnh Phúc cũng thiêng liêng cao quý biết bao để tìm ra chân lý vĩnh hằng!
“Ngươi núp bóng trong mành tơ giả tạo
Bức rèm che hết ngưỡng mục rêu phong
Ta thả cánh trên dòng thơ bay dạo
Vấn vương màu tơ ngọc khiết tinh trong”
Hãy như Raxun Gamzatốp nói: “Cuộc sống sẽ tối sầm nếu không có thơ ca và tôi đã mồ côi”. Cuộc đời này khiến chúng ta già đi nhưng thơ là trạng thái cân bằng tâm hồn, trí tuệ con người.
Mong anh pha được tách trà mang hương vị của con ong say mật lảo đảo phấn hương, khát khao sống, khát khao giao cảm với đời, anh nhé!
Chia sẻ cùng anh!
“SỐNG TRONG CÕI TỤC MÀ KHÔNG TỤC
SỐNG THẾ TRĂM NĂM UỔNG MỘT ĐỜI”
SỐNG kiếp trầm luân mỗi phận người
TRONG thanh đục cặn những trò chơi
CÕI dương định số - không nên số
TỤC thế theo thời - ắt đắc thời
MÀ phải a tòng cùng vụ lợi
KHÔNG cần trốn tránh với đua bơi
TỤC là bản chất nhân sinh nghiệp
SỐNG THẾ TRĂM NĂM UỔNG MỘT ĐỜI.
Mai Thảo","lời bình bài thơ ""hư không """,,Hồng Dương - Thảo Mai,https://poem.tkaraoke.com/117370/.html
"ĐÊM GIÃ TỪ
(Thuận nghịch độc)
Mai vàng buổi mẹ giã từ cha
Lại khép đời hôm lạnh cửa nhà
Dài vắn lệ đêm đường bỏ ngựa
Nổi chìm mưa sớm mộng trôi xa
Phai hương ngõ trắng mây trời rộng
Lặng gió vườn khuya lối nguyệt tà
Mài miệt dấu xưa sầu nặng gánh
Vai mòn áo rách vải màu pha ...
Pha màu vải rách áo mòn vai
Gánh nặng sầu xưa dấu miệt mài
Tà nguyệt lối khuya vườn gió lặng
Rộng trời mây trắng ngõ hương phai
Xa trôi mộng sớm mưa chìm nổi
Ngựa bỏ đường đêm lệ vắn dài
Nhà cửa lạnh hôm đời khép lại
Cha từ giã mẹ buổi vàng mai ./.
Lê Cảnh Tiến 13/O2/2O22",đêm giã từ,,Lê Cảnh Tiến,https://poem.tkaraoke.com/117371/.html
".    CÒN CHÚT DUYÊN CHIỀU
Sống trên thế giới Ta bà
Hơn thua được mất, cũng là đương nhiên
Chung qui cũng bởi tham tiền
Gây nên sóng gió, đảo điên cuộc đời.
Đến khi gần đất xa trời
Quay đầu nhìn lại, hết thời còn chi
Chân tay rung rẩy lết đi
Mới thấy uổng phí, những gì đã qua.
Dòng đời rộng lớn bao la
Đôi khi luyến tiếc, thời ta tung hoành
Nào chịu thua chị kém anh
Bon chen dành dật, dễ thành bi thương.
Ngẫm suy kiếp sống vô thường
Thoáng chốc đã thấy, khói sương nhạt mờ
Còn đâu ngày tháng mộng mơ
Tàn thu sót lại, xác xơ thân già.
Nhân sinh ta thường hại ta
Tham Sân Si Hận, sinh ra đủ điều
Cơ duyên còn lại ít nhiều
Thì hãy tỉnh giấc, mơ chiều dậy đi.
Quay về Nương tựa Từ bi
Nghe Kinh tánh Phật, tỏa đi khắp người
Hồn như nở những nụ cười
Thân Tâm An lạc, bởi người biết Tu !
13.02.2022
HOANGHAI",còn chút duyên chiều,,HOANGHAI,https://poem.tkaraoke.com/117372/.html
"ANH CẦU CHÚC CHO EM KHOẺ MẠNH
Anh cầu chúc cho em khoẻ mạnh
Cho tình ta thắm mãi muôn đời
Em là cánh buồm miền tiên cảnh
Giăng trên đời anh lấp lánh rạng ngời
Anh cầu chúc cho em tươi mới
Luôn trẻ trung xinh đẹp nhiệm mầu
Em là đoá hoa hồng diệu vợi
Nở cho anh hạnh phúc duyên đầu
Anh cầu chúc cho em hiền hậu
Mãi bao dung hỷ xả thương người
Em là cánh chim trời yêu dấu
Đến với đời anh và nhoẻn môi cười
Anh cầu chúc cho em thơ thới
Để vượt qua những thử thách đợi chờ
Em là tiếng dương cầm ca ngợi
Cho hồn anh tha thiết vô bờ
Trần Minh Hiền Orlando ngày 13 tháng 2 năm 2022",anh cầu chúc cho em khoẻ mạnh,,Trần Minh Hiền,https://poem.tkaraoke.com/117373/.html
"Thơ họa Nguyễn Thành Sáng & Tam Muội (601)
Vọng Đoá Tương Phùng
Thơ thẩn núi đồi tia nắng rơi
Không gian bàng bạc lững lờ khơi
Thụy du giấc điệp say trần tục
Lởn vởn thâm tâm phút tuyệt vời…
Khoảnh khắc mơ màng hoài niệm qua
Mùi hương má ửng mịn làn da
Mảnh hồn ngây ngất chìm hoan lạc
Yếm dải buông lơi quyện vóc ngà
Vòng tay ấm áp tặng Hồn Thương
Tê dại đê mê suốt chặn đường
Lúng liếng lim dim hồ ngọc biếc
Mơn môi tha thiết uống tinh sương...
Chớm đông gió nhẹ tỏ trăng rằm
Tiết lập chuyển mùa lạnh cuối năm
Đom đóm luyến lưu quỳnh nở rộ
Ánh buồn vời vợi hướng xa xăm
Thời gian đày đoạ trỗi từng cơn
Phím nhạc cung vương đọng tủi hờn
Giường vắng nghiêng mình ngăn thổn thức
Tiêu phòng thui thủi bóng cô đơn
Nhói tiếng tơ lòng vọng đến Ai
Đài trang sóng vỗ điệu khoan thai
Du dương da diết âm thầm nhớ
Dìu dặt bổng trầm lệ mắt nai
Cách biệt sơn hà cảnh trái ngang
Đành ôm thao thức đợi canh sang
Nợ duyên vạn kiếp đưa gần lại
Chén rượu Phụng Loan lảy nhịp nhàng.
December 7, 2018
Tam Muội
Vỡ Nát Thuyền Mơ
Xòe tay ra cửa hứng sương tàn
Cúi xuống nhẹ nhìn nước phả loang
Da diết cõi lòng người thức trắng
Âm thầm tiễn biệt mảnh trăng tan!
Trọn đêm của kẻ nghẹn sầu ai
Nhớ bóng hồn thương, nhớ tháng ngày
Nhớ tựa vai kề muôn thắm thiết
Trăm trao, ngàn hẹn vẫn nằm đây…
Vậy mà bỗng chốc chẳng còn chi
Lối ngõ vườn xuân giạt ánh thề
U ám phủ trùm lên khắp nẻo
Buồn cho yêu dấu bước vu quy
Em sẽ theo chồng đến chốn xa
Trả bao kỷ niệm lại quê nhà
Trả dòng thơ viết còn dang dở
Trả chuỗi bên nhau lắm đậm đà
Đường lá me bay giỡn gió khều
Âm vang rộn rã điệp ve kêu
Tàn cây rậm mát ngồi hai đứa
Khúc mía mà sao! Ngọt quá nhiều
Cầu gòn nối ráp bắc ngang kinh
Đoạn thẳng đoạn cong trải gập ghềnh
Tôi phía bên nầy, em ở bển
Lại luôn ngắm nó! Quá ơi tình…
Tất cả giờ đây đã hết rồi
Chỉ còn mấy tiếng nữa mà thôi
Trọn đời vĩnh biệt dòng sông mộng
Bão dập thuyền mơ vỡ nát rồi…
7/12/2018
Nguyễn Thành Sáng",thơ họa nguyễn thành sáng & tam muội 601.,,Nhất Lang (Nguyễn Thành Sáng),https://poem.tkaraoke.com/117374/.html
"Thơ họa Nguyễn Thành Sáng & Tam Muội (602)
Thơ họa tâm tình không đề
Em có hiểu một trời thương nhớ
Khiến âm thầm trăn trở, vấn vương
Đêm đêm thao thức canh trường
Nghe trong tiếng gió hồi chuông não nề...
NTS
Màn tuyết phủ tái tê cõi dạ
Tiết đông sang buốt giá tâm can
Dõi theo hướng vọng non ngàn
Đôi bờ cách biệt chứa chan lệ sầu
Đêm thui thủi canh thâu thao thức
Rũ suối bồng nhối nhức tơ duyên
Đắng cay ray rứt phỉ nguyền
Tơ chùng phím lạc cánh uyên lỡ làng
Nghe khúc hát âm vang trầm bổng
Quạnh cô phòng lối mộng lệch pha
Thương nhau thắm thiết đậm đà
Hoá công ơi hỡi! Xót xa nghẹn ngào
Trăng chênh chếch gió lào phảng phất
Giọt tương tư u uất khoé mi
Yêu đương sao mãi lụy vì
Tình trần xa ngái tứ chi rã rời
Chàng có biết chơi vơi nỗi nhớ
Nhìn mây trôi nức nở tấc lòng
TM
Em trời bên ấy sầu đông
Còn anh khắc khoải trên dòng sông tương
Có nhiều lúc chợt buồn khôn tả
Nghẹn âm vang trong gió vọng về
Quyện đàn điệp khúc lê thê
Nỉ non ai oán, ủ ê não nùng
Đêm từng đêm bềnh bồng nỗi nhớ
Dạ u hoài, trăn trở, héo hon
Quặn đau một mảnh trăng tròn
Bị mây che khuất khiến hồn chơi vơi
Tình đôi ta sáng ngời, thắm thiết
Ai nỡ xui da diết, ngậm ngùi
Éo le cách trở phương trời
Trái ngang bến nước lỡ rồi thuyền neo
Để giờ đây chiều chiều lặng lẽ
Ngụm đắng vào nghe khẽ của tim
Nương ơi! Anh quá nhớ em…
Làm sao có thể anh tìm em đây?...
NTS",thơ họa nguyễn thành sáng & tam muội 602.,,Nhất Lang (Nguyễn Thành Sáng),https://poem.tkaraoke.com/117375/.html
"Dẫu biết rằng tình như gió mong manh
Em vẫn gắng cất dành mong hạnh phúc
Trái tim nhỏ bỗng dường đang thôi thúc
Từng tổn thương cũng rạo rực mơ màng
Khát khao đời thôi hết cảnh trái ngang
Để ta được xây mộng vàng êm ấm
Dệt ân nghĩa mỗi ngày thêm sâu đậm
Trải hương yêu say đắm suốt miên trường
Hai đứa mình cứ thế mãi vấn vương
Níu hạnh phúc  trên đường hoa nở rộ
Cái khoảnh khắc đớn đau ngày xưa đó
Tưởng chẳng nhòa vụn vỡ nữa đời sau
Có ngờ đâu hương ái bỗng đượm màu
Vẽ cuộc sống ngọt ngào đang phía trước
Em chập chững đắn đo nào dám bước
Nhưng vì anh muốn đánh cược đành liều
Thoáng giật mình mới biết lỡ trót yêu
Một hình bóng sớm chiều trên mạng ảo.
13/2/2022",như đùa,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/117376/.html
"Hạc và Nai
Tuyết phủ cành phong, cánh hạc bay
Lá khô xao xác chết từng ngày
Nai có về đây tìm nước uống
Dưới đáy hồ long lanh mắt nai
Mãi, hạc không về, buồn biết mấy
Nai ngó buồn thiu, như ngóng ai
Hạc với Nai như tình viễn xứ
Kẻ ở trời Tây, ngóng miệt mài",hạc và nai,,Hải Âu,https://poem.tkaraoke.com/117377/.html
"Vui buồn
Ai như cây cổ thụ
Thì thầm giữa rừng hoang
Ai là con chim cú
Xăm soi, kiếm thiên đàng
Ai đi tìm dĩ vãng
Vui buồn và đắng cay
Ai đi tìm quên lãng
Uống vào mà không say
Mềm môi, nước mắt đắng
Quên lối về, không hay",vui buồn,,Hải Âu,https://poem.tkaraoke.com/117378/.html
"Kỹ Nữ
Qua đêm mưa em tôi lạc lối
Gót chân hồng kỹ nữ oan khiên
Nỗi thương lòng ray rứt liên miên
Đường vắng khách mình em đêm tối
Người xa lạ vội vàng qua đêm
Không xao động chút nào trong tim
Nhắc mỗi lần hôm nay tình mới
Lắng u sầu một chút nghe em",kỹ nữ,,Hải Âu,https://poem.tkaraoke.com/117379/.html
