Content,Title,Genre,Author,URL
"Cán bộ đảng tham nhũng chia của cải
Được bà con nội ngoại thay đứng tên
Tiền dư dả thì lấy tên con cái
Ở ngôi cao chức vị vẫn vững bền
Cứ như thế làm giàu cho cả họ
Xây điện thờ tiên tổ mãi thêm to
Việc nhà nước  mấy khi siêng dòm ngó
Hỏi quê hương dân tộc đã ra trò ?
Chuyện rác rưởi môi sinh nào để ý
Bán tài nguyên đất đá cho ngoại bang
Để ô nhiễm còn đâu là thẩm mỹ
Khắp đất trời ngộ độc thấm tim gan
Hàng ngũ đảng thi đua cùng sắm sửa
Tậu xe hơi loại xịn dựng lầu đài
Họp nhậu nhẹt rượu bia rồi nôn mửa
Chốn tiệc tùng gái gú  tựa bờ vai
Chút lý tưởng dần dần thành biến thái
Ham xa hoa  ăn sổi loại ở thì
Tâm đắm đuối đuổi theo trò trống mái
Mặc dân nghèo , đất nước bị khinh khi
CT",hiện tượng cán bộ hủ hóa,,CHÍNH TRỊ,https://poem.tkaraoke.com/68745/.html
"Dóc vì lừa lọc dân đen.
Dóc vì tự hát tự khen đó mà .
Dóc vì vốn chẳng thật thà .
Dóc vì cứ nghĩ dân là lũ ngu .
Dóc vì muốn được thiên thu .
Dóc vì khiếp nhược , mê bu đít  Tàu.
Dóc vì kiếp chuột làm giàu.
Dóc vì đám Cuội ......"" me"" vào gốc đa !
Dóc vì không dại nói ra .
Dóc vì tránh bị so ta với người .
Dóc vì che giấu bệnh lười .
Dóc vì món nợ to 10 trước kia .
Dóc vì phe nhóm ăn chia .
Dóc vì phân biệt ai kia khác miền .
Dóc vì cơm áo gạo tiền ?
Im đi chú Cuội , ông ghiền dóc nha !
( Dung Nguyên 9.4.2017)",vì sao phải nói dóc?,,Dung Nguyên,https://poem.tkaraoke.com/68746/.html
"RƯỢU & TA
Mỏi mắt chờ đêm rượu dỗi lòng
Ta mình sóng dậy mỗi hừng đông
Thì sao mãi nhớ người trong mộng
Chẳng lẽ còn mơ một bóng hồng
Cạn nghĩa bao lần chăn chửa nóng
Chao tình mấy bận lửa vừa bong
Dù em vẫn thiếu bờ môi mỏng
Cũng đủ làm anh đến trợn tròng ./.
Lê Cảnh Tiến 10/04/2017﻿",rượu & ta,,Lê Cảnh Tiến,https://poem.tkaraoke.com/68747/.html
"Xôn xao trần thế sống an nhiên,
Xả bỏ ưu tư chẳng lụy phiền.
Sáng sáng tụng kinh trên điện Phật,
Chiều chiều thiền tọa dưới hàng hiên.
Đến đi lui tới cầu nương pháp,
Được mất hơn thua nguyện thuận duyên.
Tuệ giác vươn cao theo niệm chánh,
Đèn soi Bát Nhã chốn bình yên.
Minh Đạo",trần thế,,TP Minh Đạo,https://poem.tkaraoke.com/68748/.html
"Chúc em trẻ mãi không già
Miệng cười duyên dáng mặn mà tuổi xanh
Đến Brodard tỏ lòng thành
Tiệc xong anh tặng một cành hoa thơm.🌹",tỏ lòng thành,,Sa Thi,https://poem.tkaraoke.com/68749/.html
"Thơ bát ngôn thể loại tự dọ
Đất nước tôi sơn hà liền một dãi,
Địa đầu Móng Cái đến mũi Cà Mau,
Hai vai gánh nặng giang sơn đôi miền.
Tuổi thơ mang nặng nỗi niềm ước mơ,
Chân xa vạn dặm đăng trình từ đây,
Tôi đứng giữa Nha Trang miền cát trắng.
Mượn con tàu lướt sóng gọi trùng dương,
Côn Sơn sóng dữ quanh năm oán sầu,
Đạp sóng dữ Trường Sa đã đến đó,
Luồng bão táp Hoàng Sa thuyền lạc bến,
Sóng vỗ Biển Đông con rồng nước Việt.
Đời trai tráng phong trần như Sơn Thủy,
Vượt núi băng sông nghìn trùng mơ ước,
Hoàng Liên Sơn với đỉnh cao chót vót,
Núi Hải Vân mây ngàn bao lấy đỉnh,
Trường Sơn ngã mình nối Bắc Trung Nam,
Kinh-Thượng người liền nhau từng khúc ruột,
Núi Bà Đen thầm mong người trở lại.
Tôi đã xuôi thuyền theo nước thủy triều,
Dòng nước mộng mơ chan chứa tuổi thơ.
Sông Hồng ca khúc Tình Xuân dạt dào,
Sông Hương gợi khúc Nam Ai chèo đò,
Lại Giang xanh ru nhẹ khúc chiều tà,
Sông Lô gợn sóng gợi tình luyến nhớ.
Cửu Long giao đầu thành chín khúc sông,
Dòng sông mang theo bao nìềm nỗi nhớ,
Bước chân dài ta đi chưa biết mỏi.
Ngắm lại mà yêu quê hương đất Việt,
Tôi in trong tim đất nước hữu tình,
Hạ Long muôn sắc thế giới kỳ quan,
Hà Nội biết bao di tích lịch sử,
Cố Đô văn hiến qua nhiều nét thơ,
Vang danh Sài Gòn hòn ngọc Viễn Đông.
Tuyệt đẹp vinh quang gian nan đau khổ,
Quá Khứ vướng sầu cuộc chiến ngoại bang,
Có những vết thù hằn sâu trong trí,
Một ngàn năm áp bức bởi giặc Tầu	.
Việt nam ta bị tàn phá mịt mù,
Máu ông cha ta hy sinh vì nước,
Đời đời con cháu xin khắc ghi tâm,
Cuộc chiến quá đau thương bài học sử,
Nhìn lại dân mình còn lắm xót xa.
Vì đất nước vì dòng máu rồng tiên,
Xin hãy ôm nhau anh em một nhà,
Tình Bắc Trung Nam sánh tựa Trường Sơn.
Hởi người Việt Nam trong và ngoài nước,
Xin nối vòng tay như Hoàng Liên Sơn,
Cùng nhau xây dựng nước non vững bền,
Hùng mạnh như con rồng ngàn châu hỏa,
Một dân tộc bất khuất bất bất phục,
Việt Nam thân yêu vang mãi ngàn đời./.",giang sơn việt nam (2017),,Anthony Thiên Tân & Hàn Viễn Xứ,https://poem.tkaraoke.com/68750/.html
"Mặc cho giá rét trời đông
mặc cho nắng cháy da ngăm ngày hè
Vẫn hoài dạy dỗ chở che
Vẫn luôn trìu mến sẻ chia tâm tình
Khổ lao cha chịu riêng mình
Mong sao con trẻ hình ahì lớn khôn
Cha luôn khuyên bảo ôn tồn
Dạy con đạo lý nguồn cơn làm người",thương cha,,Chưa Biết,https://poem.tkaraoke.com/68751/.html
"Thương cha mưa nắng tảo tần
Thương cha nắm tháng gánh gồng nuôi con
Thương cha hôm sớm mỏi mòn
Nhịn ăn nhường uống để giành cho con
Thương cha giông tố cuộc đời
Chẳng ngại gian khó hết đời chở che
Thương cha một nắng hai sương
Lưng còng gồng gánh cho con tới trường
Thương cha nước da mau đen nhàu
Thương cha tấm áo bạc màu gió mưa
Thương cha biết bao cho vừa
Cả đời cha đã quá nhiều hy sinh
Cho cọn áo ấm cơm no
Cho con cái chữ lớn khôn nên người
Cha ơi dù có hết đời
COn gái chẳng thể đáp đền ơn cha..
10/04/2017
Con gái nhớ bố rất nhiều
Cảnh lấy chồng xa..bao nỗi nghẹn ngào....",cha,,Chưa Biết,https://poem.tkaraoke.com/68752/.html
"Cha chẳng là người dứt ruột sinh ra ta
Nhưng chính bởi mẹ đau mà cha đau hơn mẹ
mẹ không khcó soa mắt cha ứa lệ
Ôi bao lâu cha mới khóc một lân..",nhớ mẹ thương cha,,Chưa Biết,https://poem.tkaraoke.com/68753/.html
"Non nước hữu tình mây trắng trôi
Vầng dương lan toả cả núi đồi
Trải qua năm tháng bao chìm nổi
Sự đời bạc trắng tợ như vôi.
Thức trắng năm canh quả nhất thời
Con thuyền không bến lẳng lặng trôi
Bơ vơ một bóng trong đơn độc
Bỗng chốc tả tơi, dạ rối bời.
Sắc tím thủy chung giữ trọn đời
Nhớ người hiệp khách phận chơi vơi
Ra đi nơi bến sông mong đợi
Lá rụng chiều vàng lác đác rơi.
anhquan1963 (tìm trên google)",nhân tình thế thái,,Anhquan1963,https://poem.tkaraoke.com/68754/.html
