Edited,Title,Genre,Author,URL
"Nhân sinh tham tiền quyền si ái,
Cố chấp ngã nên vướng luân hồi.
Tự ràng buộc tham sân si,
Tự do bất an nên cầu giải thoát.",trói buộc,,Lê Huy Trứ,https://poem.tkaraoke.com/122879/.html
"Quốc gia ngầm phò đế quốc ngầm,
Đế quốc ngầm chỉ đạo thế giới.
Vô sắc tướng, tối thượng thừa,
Diệt nó đi thì ta sống với ai?",đế quốc ngầm,,Lê Huy Trứ,https://poem.tkaraoke.com/122880/.html
"***
Đêm thanh vắng sực trở mình tỉnh giấc
Lạnh ngoài trời sao buốt giá tim côi
Chuyện ngày nao ngỡ rằng đã phai phôi
Nay theo gió thổi bùng lên nỗi nhớ!
***
Có nhiều lúc bỗng dưng nghe ngờ ngợ
Tự hỏi lòng bao lần: thật hay mơ
Người vừa đây, nay muôn dặm xa mờ
Cao xanh hỡi, sao sắp bày ngang trái!
***
Có những lúc chợt thấy lòng hoang hoải
Kỷ niệm trào như dòng chảy khôn nguôi
Ký ức xưa hoà trộn những buồn vui
Trong tâm thức khơi cả trời tưởng nhớ!
***
Người đi xa bỏ điệu buồn dang dở
Khối tơ sầu người để lỡ mặc ai
Để nơi này nghe cổ nghẹn mắt cay
Thương chẳng đặng xin nhớ hoài mãi tận...
***
nvpk (Kính tặng T.TCP)",hoài niệm,,Nvpk,https://poem.tkaraoke.com/122881/.html
"Em yêu ơi! Em đích thị là xuân
Khi xuân đến đất trời bừng tỉnh giấc
Cảm xúc trào dâng với bao cung bậc
Lòng ấm ran không thể kệ đêm xuân
Không ở được yên trăn trở mấy lần
Nghe tiếng cỏ cây đâm chồi nảy lọc
Nghe cả tiếng thì thầm sương móc
Tiếng thở mùa xuân dào qua nóc mái nhà
Cả tiếng cười tươi của những loài hoa
Tiếng không gian đang căng tràn sức sống
Lòng người cũng ấp ôm niềm ước vọng
Không chịu nằm yên mà xao động ngọt ngào
Cũng như xuân thật vi diệu biết bao
Lọn tóc, làn môi sao mà thương quá đỗi
Thoáng trong mắt một chút gì giận dỗi
Cũng đều toát lên vẻ đẹp mê hồn
Chưa bao giờ được chạm môi hôn
Mà cảm nhận rất thân quen gần gũi
Thương mến đến không gì sánh nổi
Hỡi người em! Anh quý nhất trên đời!
11 / 4 / 2023.",không gì sánh nổi,,Nguyễn Sông Tiền,https://poem.tkaraoke.com/122882/.html
"ANH MUỐN VẼ BỨC TRANH CUỘC SỐNG
Anh muốn vẽ bức tranh cuộc sống
Vẽ đắng cay vẽ những bẽ bang
Vẽ chân lý vẽ nhiễu nhượng vọng động
Vẽ chân dung ác quỷ hung tàn
Anh muốn vẽ dòng sông vô hàn
Vẽ ước mơ vẽ khao khát dâng trào
Vẽ hy vọng vẽ ngàn kinh tạng
Vẽ bức tranh thủy mặc dạt dào
Anh muốn vẽ cánh buồm chánh đạo
Vẽ cánh chim chở nắng lưng trời
Vẽ cánh bướm bay vòng huyền ảo
Vẽ cánh hoa khoe sắc tuyệt vời
Anh muốn vẽ giấc mơ vời vợi
Vẽ hư vô mộng mị mịt mờ
Vẽ tinh tế của mùa mong đợi
Vẽ người em bé bỏng hững hờ
Trần Minh Hiền Orlando ngày 12 tháng 4 năm 2023",anh muốn vẽ bức tranh cuộc sống,,Trần Minh Hiền,https://poem.tkaraoke.com/122884/.html
"ĐÔI MẮT EM
(Tặng Thông Mỹ Linh)
Đôi mắt em tuyệt diệu vô cùng
Đôi mắt em diệu hiền quyến rũ
Đôi mắt em cho anh xưng tụng
Đôi mắt em kỳ diệu ngọt lừ
Đôi mắt em ngây thơ vô tư
Đôi mắt em sáng trong trong trẻo
Đôi mắt em thanh cao vô sự
Đôi mắt em yêu thương trong veo
Đôi mắt em lung linh khôn khéo
Đôi mắt em miên man mềm mại
Đôi mắt em xinh tươi lá liễu
Đôi mắt em bao la ánh mai
Đôi mắt em lộng lẫy trang đài
Đôi mắt em thiết tha mầu nhiệm
Đôi mắt em dịu dàng vạn đại
Đôi mắt em ngà ngọc êm đềm
Trần Minh Hiền Orlando ngày 11 tháng 4 năm 2023",đôi mắt em,,Trần Minh Hiền,https://poem.tkaraoke.com/122885/.html
"ĐÔI MẮT EM
(Tặng Thông Mỹ Linh)
Đôi mắt em tuyệt diệu vô cùng
Đôi mắt em diệu hiền quyến rũ
Đôi mắt em cho anh xưng tụng
Đôi mắt em kỳ diệu ngọt lừ
Đôi mắt em ngây thơ vô tư
Đôi mắt em sáng trong trong trẻo
Đôi mắt em thanh cao vô sự
Đôi mắt em yêu thương trong veo
Đôi mắt em lung linh khôn khéo
Đôi mắt em miên man mềm mại
Đôi mắt em xinh tươi lá liễu
Đôi mắt em bao la ánh mai
Đôi mắt em lộng lẫy trang đài
Đôi mắt em thiết tha mầu nhiệm
Đôi mắt em dịu dàng vạn đại
Đôi mắt em ngà ngọc êm đềm
Trần Minh Hiền Orlando ngày 11 tháng 4 năm 2023",đôi mắt em tml,,Trần Minh Hiền,https://poem.tkaraoke.com/122886/.html
"THƯƠNG NHAU TÌNH CHỚM  HOÀNG HÔN
Thương nhau tình chớm hoàng hôn
Muộn màng duyên kiếp vuông tròn ra sao ?
Bao giờ biển hóa nương dâu
Bắc cầu dải yếm gặp nhau , hẹn hò ...
Thương nhau "" lặn lội thân cò ""
Con đường lá đổ ai đo chiều chiều ?
Đôi lần , chạm ngõ tiệc yêu
Bài thơ âu yếm muôn điều ngẫm xem
Thương nhau "" tối lửa tắt đèn ""
Gừng cay , muối mặn tơ duyên thuở nào ?
Chụm đầu , đôi lứa ngắm sao
Cảm ơn lồng ngực nôn nao , một thời
Thương nhau , cay đắng ngọt bùi
Sẻ chia , thông cảm tìm vui mắt nhìn
Hoàng hôn khép mộng nguyên trinh
Chân trời đóng cửa còn mình với ta
Thương nhau đừng hát "" Tình xa""
Đừng giây "" Phút cuối "" nhạt nhòa "" Ướt mi""
Đừng ôm "" Cỏ úa "" , đôi khi
Đừng "" Giã từ "" , gió thầm thì khóc than !
Ngày 30/3/2023
Thiên Ân ( Bình Dương )",thương nhau tình chớm hoàng hôn,,Thiên Ân,https://poem.tkaraoke.com/122887/.html
"LỐI HẠ BUỒN
Vàng cơn nắng hạ rã ngang thềm
Vẫn một khung trời chẳng ấm êm
Mộng đã nằm sâu lòng biển vắng
Đời đang kẹt giữa mép rong mềm
Thương làn tóc ngả màu mây bạc
Nhớ khoảnh môi hờn vũng lệ đêm
Tủi bóng sầu khuya về quạnh quẽ
Lần qua ngõ hẹp đắng bao niềm ./.
Lê cảnh Tiến 12/O4/2O23
Lỗi thượng vĩ",lối hạ buồn 2,,Lê Cảnh Tiến,https://poem.tkaraoke.com/122888/.html
"Có thiện có ác
Còn thiện còn ác
Ác diệt thiện diệt
Thiện ác nhị nguyên
Không nghĩ thiện ác
Không thiện không ác
Thiện ác bất nhị",thiện ác,,Lê Huy Trứ,https://poem.tkaraoke.com/122889/.html
