Content,Title,Genre,Author,URL
"Lấm bụi phong trần tìm kiếm đâu
Tri âm một cõi cùng ta hầu
Trần gian nhuốm đậm màu ai oán
Tri kỉ đâu còn phải đợi lâu
Sân hận sầu bi chẳng còn mang
Dứt chân phiêu bạt chốn thiên đàng
Nơi đâu tịnh lạc an yên ở
Thả hồn theo Hạc với mây ngàn",tri kỉ,,LLNT,https://poem.tkaraoke.com/54471/.html
"Hồn thả phiêu bồng tựa chân mây
Rượu hồng dâng trọn thế gian đầy
Nhấp hơi một ngụm ta nâng chén
Men nồng chưa thắm sao mắt cay?",men,,LLNT,https://poem.tkaraoke.com/54472/.html
"Em hát ru bên nấm mồ xanh cỏ
Nỗi lòng này biết bày tỏ cùng ai
Tinh tú ban mai giọt sương còn ướt
Nắng khẽ chạm vào giá buốt tim em
Mắt nhắm say anh an giấc yên lành
Bơ vơ mình em một bàn tay lạnh
Cuộc đời em là chuỗi ngày bất hạnh
Hay chỉ là niềm hạnh phúc mong manh
Đau lòng lắm em không muốn buông nhanh
Vĩnh viễn anh đi... thuộc về nơi khác
Gió chiều đưa nỗi buồn rơi man mác
Em dằn lòng biết thả chúng về đâu
Anh còn nhớ... cơn mưa ngâu buổi ấy
Ướt cả mình vẫn che chở cho em
Giây phút đó sao quá đỗi dịu êm
Mỗi lần qua... đôi lần em vẫn ước
Hạt mưa rơi bàng hoàng em chậm bước
Nở nụ cười như đứa trẻ ngây thơ
Dẫu là mơ hay giây phút dại khờ
Em vẫn chọn mình là cô gái ấy
Hạnh phúc mong manh dễ đâu tìm thấy
Em bên này anh thế giới bên kia
Ta đã xa nhau hai nữa... chia lìa
Anh còn nhớ nơi đôi ta từng hẹn?
Nếu mai này không thấy nữa kia đâu
Rồi anh cười như chưa từng mất nhau
Anh sẽ ở đây...bên em mãi mãi
Giây phút kia em chưa từng sợ hãi
Nên vô tình em mãi... rời xa anh...",mộ tình,,LLNT,https://poem.tkaraoke.com/54473/.html
"KHAO KHÁT TÌNH THƯƠNG ĐẾN MUÔN ĐỜI
(Viết trên cảm xúc của bài thơ Ngậm Ngùi của thi sĩ Ngọc Quyên)
Hạnh phúc, khổ đau ai cũng biết
Cay đắng, ngọt ngào cũng vậy thôi
Chúng sanh có phải là thập loại
Buông bỏ tuỳ duyên vẫn bùi ngùi
Em ơi nguyện cầu thêm nhiều nữa
Sông đời cứ vẫn lặng lờ trôi
Kỷ niệm xa vời hoa sim tím
Quạnh quẽ ngàn năm có bồi hồi
Mơ ước chập chùng như nước đổ
Lạ lùng lạnh lẽo bến mê đời
Trăng sao cũng khóc trong tĩnh lặng
Em có bao giờ đợi tình nguôi
Thôi chớ dại khờ mà mơ ước
Thề hẹn không tròn có mấy mươi
Sông sâu dò dẫm mình riêng bóng
Sương khói trong hồn mặn đắng môi
Nhặt lên chiếc lá chờ ai đó
Tan tác nụ cười vẫn tìm vui
Miên man quạnh vắng mùa nước nổi
Khao khát tình thương đến muôn đời
Trần Minh Hiền Orlando ngày 18 tháng 3 năm 2016",khao khát tình thương đến muôn đời,,Trần Minh Hiền,https://poem.tkaraoke.com/54474/.html
"CHÚC nhau sức khoẻ , bạn bè tui
MỪNG cho tình bạn, hội đông vui
HỘI hè gặp gỡ tình khăn khít
TỰU thành rực rỡ ,lại càng zui..
20 năm lướt ,dài mà ngắn
NĂM tháng dần trôi ,đầy ấp ủ
HỌP bè gặp bạn ,lâu xa vắng
LỚP Nha bạn hữu ,tựu tề vui
RĂNG mà nhộn nhịp như đôi mươi...
HÀM này quyết gặp nhau lần nữa. ..
MẶT tươi , thổn thức, đầy sung sướng
90 ,khóa ấy , tuyệt vời..., ôi .",20 năm tụ họp lớp,,Hang Quang Phuc,https://poem.tkaraoke.com/54475/.html
"Có bóng ai  vương trong lòng tôi
Đã từ lâu chẳng còn thấy người
Khơi nổi sầu vắng vẻ đơn côi
Nhìn cánh chim xa khuất chân trời
Nước non nào làm ta đắm say ?
Hoa lá trổ mùa xuân từng ngày
Hương thoang thoảng nụ xinh ngất ngây
Cánh cò bay thấp thoáng ngàn mây
Muốn tìm em nào biết nơi đâu ?
Người trong mộng tim đau tình đầu
Sao vẫn còn mong ước bên nhau ?
Bến du dương hạnh phúc về sau
Cho thuyền mơ trôi đi thật xa
Buồm gom gió dưới vầng trăng ngà
Cho nguồn xuân ở mãi trong ta
Tim sống động niềm yêu thật thà
Mộng mị này chỉ là cõi thơ
Ôi nhung nhớ bâng khuâng từng giờ
Đời vắng lặng tình vẫn bơ vơ
Tâm ao ước hồn xuân đợi chờ !
QHNC",hồn xuân,,Quoc Hung Nguyen Cao,https://poem.tkaraoke.com/54476/.html
"quê hương muôn tiếng thân thương
có dòng song nhánh Phù Sa ân tình
quê thương luôn nhớ muôn đời
nhớ từng chiều gió, nhớ hoài    cò  bay
quê hương thật ngọt ngào thay
trăng treo đầu núi, trăng về   miền  xa
bóng ai  !    trên lối quê ta
đất trời muôn nẽo hương hoa nghìn đời
March 18-2016
Friday","thương quê, luôn nhớ",,Tlan,https://poem.tkaraoke.com/54477/.html
"Em vẫn là cô gái nhỏ
Với anh lần gặp đầu tiên
Em đứng tần ngần trên ngõ
Để anh rạo rực con tim
Rồi đôi ba lần gặp gỡ
Em vẫn ngượng ngùng không nhìn
Để anh nuôi niềm hy vọng
Mong được hòa chung con tim
Thời gian thấm thoắt trôi qua
Kỷ niệm dày theo năm tháng
Giờ đây mái tóc em dày
Găm đầy những cánh hoa bay
Ôi cánh hoa lưu lạc ấy
Làm thơm hương dậy tóc ai
Bướm ong bay qua tưởng thật
Bay lên bay xuống tìm hòai
Anh, người khách thơ đến muộn
Mùa thu nay đã xa vời
Đông sang lá vàng rơi rụng
Hoa thu ai hái mất rồi
Nhưng trái tim anh chỉ biết
Có em và có em thôi
Em là bông hoa đẹp nhất
Cho thơ, anh, và cả cuộc đời.",hoa thu,,Hoa Hạ,https://poem.tkaraoke.com/54478/.html
"Bến Đợi Giang Biên
Bến giang biên ai chờ ai một thuở
Dòng nước buồn sóng vỗ nhẹ thuyền xa
Từng lớp mây che khuất ánh dương tà
Chiều lặng lẽ sương pha màu mắt biếc
Người lữ khách bạt ngàn soi bóng chiếc
Cô lái đò mải miết dạ bâng khuâng
Thuyền đơn neo da diết mối thương tâm
Hoài dõi bến gọi tên người xa vắng
Hoàng hôn xuống không gian buồn đứng lặng
Mạch sầu dâng tình lắng đọng buồng tim
Còn nhau không trong giữa giấc mơ tìm?
Đêm thao thức mỏi mềm đôi mắt mỏi
Sông lơ lửng thuyền xa xa bến đợi
Sương mây buồn vời vợi giọt sầu rơi
Bến giang đầu một thuở bước chung đôi
Nghìn năm vẫn thương ơi hình bóng cũ
Viễn Phương",bến đợi giang biên,,Viễn Phương,https://poem.tkaraoke.com/54479/.html
"Cứ mỗi sáng thức dậy
Em ngắm ánh bình minh
Thấy lòng mình le lói
Niềm vui trong tim mình .
Câu thơ Em viết vội
Lưu cảm xúc hàng ngày
Ân tình Em góp nhặt
Cho hồn thêm đắm say !
Cỏ cây và hoa dại
Cũng thấy đẹp vô ngần
Đung đưa đùa trước gió
Ong bướm đến làm thân.
Anh bây giờ xa quá
Em đứng đợi một mình
Nắng vàng trên phố nhỏ
Đâu đó vững lòng tin .
Hồ Tây luôn chờ đợi
Hoàng hôn tím ban chiều
Anh ơi mau về nhé
Để hồn chẳng cô liêu !
Đêm về buồn thương nhớ
Tim hướng về nơi xa
Yêu là như thế đó
Chờ đợi bao ngày qua .
Xuân về còn đơn lẻ
Mong hạ tới sum vầy
Hai trái tim ghép lại
Cho tình thêm ngất ngây.!",ánh sáng bình minh,,TRẦN THỊ THUỶ,https://poem.tkaraoke.com/54480/.html
