Original,Edited,Title,Genre,Author,URL,"Data
usable"
,"Em vẫn đến nhìn dòng sông mỗi sáng.
Hơi mù sương lãng đãng khói hàn băng,
Và có đêm treo trọn vẹn vừng trăng,
Mong con nước giữ giùm nguyệt dạ đó.
Nghìn năm qua đất trời mãi vàng võ.
Ta trăm năm chưa đủ để than phiền,
Một kiếp sống nhẹ nhàng tựa hạt bụi,
Nào có gì, để bận bịu khuôn thiêng.
Thời gian quay, mệnh đi trên đường, chịu nghiến.
Trước hay sau, mặt trời ngủ, cũng phải về.
Thầm cám ơn, với càn khôn được hiện diện.
Không gian nầy, thượng đế sắp, đổi dịch xê.
Em may mắn gìn chuốt trau, cho ngọc thể.
Ta bao năm giam đày đọa, núi rừng già.
Nay còn lại là xác thân tàn ma dại,
Lưu lạc xứ người, nhớ kỷ niệm tiếp đi qua.
Còn lại xa xôi, ngày buồn của tháng hạ.
Ta cất lưu như báu vật ngọc ngà!
Xin nhắn giúp, gởi theo ta kề cận.
Hành trang hãnh lòng, cho buổi đi xa.
Vào bước đã vay, khi về lại trả.
Đem mang ra phơi gấm vóc lụa là,
Cởi bỏ hết những niềm mơ quá khứ.
Cùng lên ngàn, hạc trắng với thiên nga
NGUYÊN HOANG
12/2010",chung bóng.,,NGUYÊN HOANG,https://poem.tkaraoke.com/35352/.html,
,"Soi gương em nhé ! Chiều Sài Gòn
Nắng sẽ phớt hồng lên đôi má
Mặc váy đầm. Chao ôi ! Rất lạ
Để đôi chân trắng muốt. Đi về
Tóc rối rồi. Soi gương em nhé !
Chút son môi trang điểm cho người
Bao nhiêu cặp mắt nhìn đắm đuối
Chết nửa hồn bởi em kiêu sa
Góc phố nào kín cổng tường hoa
Nơi em ở là nơi anh đến
Nụ hôn môi thành câu thề hẹn
Se tóc dài cột nửa đời nhau
Trời hôm nao mây thấp ngang đầu
Che gió thổi tạt mùa mưa tới
Sợ ướt vai mềm. Nên em vội
Nép vào anh đi dưới giáo đường
Chiều Sài Gòn. Chiều rất dễ thương
Cho chúng mình sóng đôi dạo phố
Bàn tay lớn nắm bàn tay nhỏ
Dẫu mai xa. Xa cũng không đành
Mặc váy đầm. Thiên sứ của anh
Em thánh thiện giữa đời trần tục
Em thanh khiết-em xinh đẹp nhất
Mang giáo điều kinh thánh bước ra
Bởi yêu em-anh quá thật thà
Đâu hiểu được những lời mật ngọt
Là nhát dao đâm sâu giữa ngực
Giết đời anh-từng phút-từng giờ
Thiên sứ ơi ! Sao nỡ đánh lừa ?
Để anh chết vô cùng thê thảm
Chúa cũng tức mình buồn khóc hận
Nhìn tim anh rịn máu tươi hồng
Quên thôi em nhé ! Chiều Sài Gòn
Không còn nữa ngày xưa thơ mộng
Gã giang hồ bao năm lận đận
Giờ nằm yên dưới đất lạnh căm
Thiên sứ ơi ! Em thật nhẫn tâm
Chôn tình anh bên mồ tận tuyệt
Linh Phương",thiên sứ,,Linh Phương,https://poem.tkaraoke.com/35353/.html,
,"Đời phiêu lãng gửi mây trời gió biển
Mong về đây hiển hiện một hình hài
Bóng trăng quê còn mãi đợi ngày dài
Sao tăm cá vẫn miệt mài sương gió
Biển bâng khuâng mỗi từng chiều ráng đỏ
Đang bộn bề những lời tỏ muộn màng
Sóng vỗ bờ, sóng gào nổi rền vang
Thuyền không bến đã tách đàng, rẽ sóng
Bờ cát trải mênh mông xa rộng
Biển ôm vào trong lòng biển mù khơi
Chở bao nhiêu giông tố của cuộc đời
Cho gầy guộc quả tim hồng nguyệt lạnh
Hàng dương xanh rủ nhau vào hiu quạnh
Cô đơn trong từng nỗi lạnh hoang lòng
Chẳng xạc xào, chẳng hờn gió mùa đông
Đang hùng hổ, đang ầm ào, đến vội
Trong hoang vu, bóng lẻ loi  chiều vợi
Dõi mù khơi hình ảnh mỗi con thuyền
Mãi đi vào vùng vũng xoáy cô miên
Mà thương nhớ vẫn triền miên, đứng đợi
lethutrang",đời phiêu lãng,,Lethutrang,https://poem.tkaraoke.com/35354/.html,
,"Lẳng lặng viết, lẳng lặng trong hơi thở
Thả gieo vần những bỡ ngỡ thần tiên
Mộng bay cao rơi rớt những ưu phiền
Bao thổn thức đi vào miền quên lãng
Theo con chữ, thơ vây quanh ve vãn
Những ân tình theo gió thoảng mây bay
Cất cao lên tình khúc với mộng đầy
Yêu, thương, nhớ sẽ ngày ngày lên tiếng
Đây nguồn thơ vẫn tuôn dù thô thiển
Và đây là cả một biển trời mơ
Là chờ mong, đón đợi, thờ ơ
Bao cảm xúc, đã từng giờ, tuôn chảy
Đắm mình sâu trong bể dâu tình ái
Ta nhận chìm vào nguồn chảy mộng mơ
Thoảng giận hờn của một chút vu vơ
Cũng là cớ để nàng thơ than khóc
Ôi con chữ, đã gieo bao ngà ngọc
Giúp cho ta có những phút trải lòng
Sống trên đời mà ta vẫn mênh mông
Ta vẫn sống, dù trong lòng đã chết
lethutrang",tình thơ,,Lethutrang,https://poem.tkaraoke.com/35355/.html,
,"Trăng lặng lẽ, sao êm đềm say giấc
Trong đêm khuya nghe thao thức, bồi hồi
Tiếng yêu ai chưa thốt được ra lời
Mà xa cách nghìn trùng nơi góc bể
Từ tạ nhau, có bao giờ, muộn trễ
Chỉ sợ không đỡ nổi một câu thề
Góc phố nào còn mải miết si mê
Không kỷ niệm, không lê thê níu giữ
Xin cám ơn người bộ hành lữ thứ
Đã tặng vào ba chữ ""ANH YÊU EM""
Dù mai sau, xa cách, vẫn khát thèm
Sâu tiềm thức, vẫn lòng mềm, yêu nhớ
Xin từ tạ những lời thương gợi mở
Đã từng cho, khoắc khoải, thở hơi yêu
Khoảng lặng rơi, tận lầu cát, cô liêu
Và day dứt, vẫn còn nhiều, rung cảm
Xin về sau nỗi ưu tư trải thảm
Hãy cuộn tròn, cất tận, thắm thiết yêu
Và ơn sâu câu người thốt mỹ miều
""Yêu em trọn lòng, anh yêu mãi có........""
lethutrang",tạ từ,,Lethutrang,https://poem.tkaraoke.com/35356/.html,
,"Gởi hết tình sầu trong giọt đắng
Để đời còn lại chút chơi vơi
Ngoài trời bông tuyết rơi rơi
Cành thông lắt lẻo lả lơi trước thềm
Cà phê nhỏ giọt êm đềm
Đưa ta về với hương đêm mộng lành
Ngắm nhìn giọt đắng long lanh
Hương cà phê lẫn mong manh nỗi buồn
Giọt này gợi nhớ gợi thương
Che chung vành nón con đường nắng trưa
Giọt này sóng sánh ngày xưa
Long lanh mắt đợi chiều mưa năm nào
Giọt vui nghe gió lao xao
Gởi vào trong đó chênh chao xuân thì
Giọt buồn bỏ nước ra đi
Chí trai thẹn chửa đền nghì núi sông
Giọt này đau đáu tấc lòng
Hồn quê khắc khoải đêm trông, ngày chờ
Giọt này tím ngắt vần thơ
Đắng lòng thương… thưở mộng mơ, vương sầu…
Xôn xao giọt trước giọt sau
Nhuộm cho mái tóc đổi mầu hoa râm
Thoảng trong dịu ngọt hương thầm
Ngày xưa ơi… mấy bổng trầm đắng cay
Cuộc đời nhiều giọt đắm say
Lẫn trong tâm thức ngất ngây tình đời
Ngắm nhìn bông tuyết rơi rơi
Thả hồn theo với chơi vơi giọt sầu
Một ngày đầu Đông 2010
PBH",suy tư cà phê,,Pbh,https://poem.tkaraoke.com/35357/.html,
,"Bếp lửa chừng sắp tàn
Mùa Đông thì tới vội
Dẫu vẫn biết không ai chờ ai đợi
Mùa cứ sang và hơi lạnh cứ sang
Cuộc sống con người nhiều lẽ trái ngang
Cứ chen lấn giữa trần ai nghiệt ngã
Mơ làm người khách lạ
Không tùy thuộc vào đâu
Giữa dòng đời lắm trong đục, bể dâu
Không vướng bận vào muôn vàn hệ lụy
Mơ giấc ngủ vô tư, không mộng mị
Mơ tin yêu luôn treo trước cửa nhà
Bỗng chốc thấy mình già
Khi soi gương tìm bóng
Hơn hai vạn ngày lướt qua quá chóng
Có được gì ngoài tay trắng trắng tay
Quê hương bên kia, mình ở bên này
Tim quặn thắt khi nhìn về Tổ Quốc
Đâu dễ gì quên được
Đã một thuở ngang trời
Cánh đại bàng hiện hữu nơi nơi
Từ Mũi Cà Mau tới Đông Hà xa thẳm
Bữa gặm bánh mì, bữa cầm xôi nắm
Vẫn vui đùa với sinh tử tử sinh
Cuối tháng tư bảy lăm
Bỗng tan đàn sẩy nghé
Nơi xứ lạ, đời thăng trầm dâu bể
Vẫn mong chờ ngày trở lại quê xưa
Ba mươi sáu năm – nói mấy cho vừa
Bao nhiêu hy vọng để rồi thất vọng
Gió đông về lạnh cóng
Bếp lửa sắp tàn hơi
Nhớ chỉ là để an ủi mà thôi
Ngày đất nước phồn vinh còn xa lắm
Nhìn chung quanh Cộng Đồng mình chìm đắm
Tranh hơn thua, gây phân hóa, nghi ngờ
Đất nước mình bây giờ
Lũ tham tàn mặc sức
Biển, Đảo, tài nguyên giặc Tàu ăn cướp
Buôn bán nhượng phần. Hoạnh hoẹ người dân
Mình làm gì ngoài đau đớn, hờn căm
Khi cơn lạnh mùa đông đang ập tới
Yên Sơn
20101229",đông về,,Yên Sơn,https://poem.tkaraoke.com/35358/.html,
,"Bờ cát in dấu chân anh
Mây buồn giăng tím quyện quanh biển trời
Mưa còn rớt giọt lệ rơi
Vạn vật còn giữ từng lời gọi yêu
Biển cho nỗi nhớ cô liêu
Âm vang trong sóng những chiều có anh
Gió mơn man, nước trong xanh
Vờn nhau đuổi bắt, lượn quanh bãi bờ
Ngày nào em đợi, anh chờ
Biển hoà cho khúc hát mơ tiếng lòng
Chiều Đông biển cả mênh mông
Sánh cùng mây gió gọi long lanh tình
Khơi xa in đậm ảnh hình
Bóng Anh trong nắng bình minh rạng ngời
Nụ cười luôn toả trên môi
Hai ta dìu bước sánh đôi chung lòng
Bây giờ biển vẫn xanh trong
Bóng Anh xa khuất, chiều đông lạnh lùng
Biển dâng vỗ những muôn trùng
Thoảng nghe tiếng sóng mông lung Anh về
Thẩn thờ quyện nỗi ê chề
Lắng nghe biển gọi lời thề năm xưa
Anh ơi nhớ mấy cho vừa
Niềm thương yêu mãi đong đưa cõi lòng
lethutrang",biển nhớ,,Lethutrang,https://poem.tkaraoke.com/35359/.html,
,"Con sóng cuốn rong rêu vào lòng biển!
Chẳng còn chi, dù nhỏ nhặt một điều.
Ta đã mất và quên ngày ước hẹn.
Nên cuộc tình vỡ vụn, gió mưa xiêu.
Nước sẽ mãi chìm trong mùa bão lạnh.
Nỗi cô đơn, khuất lắng bước bên đời.
Tim buốt giá, hồn vươn cao chấp cánh.
Nghe thì thầm, lời sóng bể không vơi.
Tình yêu mong, nhưng có bao giờ tới?
Vòng tay ôm khoảng trống, tự làm quà.
Trăm năm đến, ngàn năm đi, khoát khoả.
Mặt hồ thu, giữ được áng trăng qua?
Để đêm nay ngồi chờ sương ủ lá.
Từng giọt rơi, như nước mắt nhũn sầu.
Ta cúi xuống nghe niềm đau đến đậu,
Hoá ân tình sưởi mộng, thoáng bóng câu.
Tường mơ xưa, nay bìm rơi đổ dậu.
Thơ đi hoang khơi rủ bước song hành.
Cho trở lại đền xưa, cung miếu cũ.
Chờ ai ban một cơn nắng khô hanh?
Đêm miên du, miệt mài mây gió lạnh.
Chiều mưa thu se sắt, tím băng hồn.
Ở nơi đó, mùa nào giăng trên tóc?
Thay giùm ta, trao gởi đến nụ hôn.
Nỗi buồn đây, từng ngày qua lẫn trốn.
Phiêu diêu trôi tìm nhặt bóng xuân thì.
Nghe gió núi hát lời ca quyến nhủ.
Đã buồn gì? Mà lệ ướt đuôi mi.
HUỲNH THỌ MỸ
2010",buồn nào chưa vơi.,,Huỳnh Thọ Mỹ,https://poem.tkaraoke.com/35360/.html,
,"Vẳng nghe tiếng gọi chim chiều
Đường về phố núi đìu hiu ngõ vàng
Thu qua đông cũng vừa tàn
Xuân chờ trước ngõ bóng sang bên đời
Qua rồi cái tuổi năm mười
Lên thêm cấp học rạng ngời mẹ cha
Em đi bước nhỏ trường xa
Mới thầy mới bạn vẫn là thân thương
Em đi từ sớm mờ sương
Ướt vai tóc đẫm nắng hường vừa lên
Em đi qua ngõ chông chênh
Đèo heo hút gió mây thênh thang về
Xa xa nẻo vắng bóng quê
Giống người năm trước lối về chung nhau
Tuy lạ nhưng quen lời chào
Vậy mà vần rớt rơi vào vườn mơ
Chiều nay em nhặt lá thơ
Ghép vần thương nhớ gửi bờ biển xanh
Bến xưa mưa chung nón vành
Thuyền nay chỉ mỗi phong phanh em về
Khúc đàn bến vắng tỉ tê
Như hờn như trách lời thề còn xa
Em về tưới lại khóm hoa
Mà hồng chưa nụ em ra ngõ chờ
Vần thơ rơi rớt ơ thờ
Không ai ai nhặt thẫn thờ vần rơi
Xuân về ai nhớ Xuân ơi
Chỉ đơn chiết bóng chơi vơi bên ghành
Chuông chùa vọng tiếng mấy canh
Mà sương đọng giọt long lanh ngỡ ngàng
vtglcn",thẫn thờ,,Vtglcn,https://poem.tkaraoke.com/35361/.html,
