Edited,Title,Genre,Author,URL
"Hơn hai mươi năm trước,ra hải ngoại rồi mới được đọc các tác phẩm phản kháng của Dương Thu
Hương,Trần Mạnh Hảo.Rồi sau đó đọc và ái mộ văn tài của Phạm Thị Hoài,Nguyễn Huy Thiệp.
Thời gian qua mau,tấm tình vẫn còn đó.Vậy mà mới nghe tin Nguyễn Huy Thiệp vừa khuất núi sau thời gian liệt giường,nghèo khó...Vẫn còn nhớ tên các truyện của ông viết .Nhắc lại để tưởng niệm một nhà văn nghèo,hiền,ít nói nhưng ngòi bút từ hình thức đến nội dung đều trực diện,sắc bén,câu văn ngắn mà chữ dùng rất đắt,viết bạo liệt mà nhân văn...Tướng về hưu,Con gái thủy thần,...gần gủi,đồng cảm với người dân.Kiếm sắc,Vàng Lửa,Phẩm Tiết mượn lịch sử đả phá thần tượng hoá.Có lẽ những kẻ chức quyền đã không mấy ưa.Lối viết,nội dung cũng khiến ông tách bạch với ""dàn đồng ca"" trong văn đàn. Đến khi ông viết phê bình văn học""Giăng lưới bắt chim"" thì có lẽ lại càng cô độc...
Ngòi bút sắc,ngắn,lạnh lùng,
Nguyễn Huy Thiệp đã ""Sang sông"" mất rồi...
""Tướng về hưu"" nhớ bồi hồi,
""Ngọn gió Hua Tát ""mím môi thuở nào,
""Những người thợ xẻ"" năm nao
""Kiếm Sắc"",""Vàng Lửa""đả vào chuyện xưa,
""Chuyện tình kể trong đêm mưa""
""Kéo cưa lừa xẻ"" liệu vừa thế nhân,
Khóc thương ""Con gái thuỷ thần"",
""Muối của rừng"" chát mặn phần nhân văn...
""Giăng lưới bắt chim""khó khăn,
Vẹn lời ""Phẩm Tiết"" nhà văn cuối đời,
Mãi còn ""Chảy đi sông ơi""...",nhớ nguyễn huy thiệp,,Trần Lê Tú,https://poem.tkaraoke.com/120675/.html
"""Đà Lạt có thác Cam Ly,
Có hồ Than thở ,chân đi không đành...""
Vướng hoài kỷ niệm ,lòng  anh,
Đã đi xa ngái,trông canh cánh về...
Bước chân lữ thứ lê thê,
Khi nao mới lại tìm về quê xưa?
Chiều trông qua cửa song thưa,
Ngỡ còn chút nắng năm xưa dọi về...
Phất phơ trên lọn tóc thề,
Người em ngày ấy làm mê say hồn,
Lặng trông khói toả hoàng hôn,
Nghe hơi ấm ủ tình thôn xóm gần
...
Chiều nay nắng cũng tần ngần,
Nhớ quê,vương vất nơi chân trời mờ...",xa đà lạt,,Trần Lê Tú,https://poem.tkaraoke.com/120676/.html
"Chiều qua,rảo bước về nhà,
Nhớ Đà Lạt ,đã rời xa,phương nào!
Bao hình bóng cũ hư hao,
Rớt rơi kỷ niệm dần vào hoàng hôn.
Những chiều Đà Lạt ,còn chôn,
Bao nhiêu thơ mộng trong hồn tha hương.
Ánh chiều,cách trở dặm trường,
Vẫn theo nhau,mãi vấn vương,đợi chờ...
Chiều qua,thả bước,bơ vơ,
Nhớ Đà Lạt,nhớ chiều mơ,thuở nào...
Nắng loe từ rặng thông cao,
Rắc vàng lên dốc nhỏ vào Thăng long,
Xuân Hương,bờ uốn cong cong,
Đồi Cù,rải thảm xanh trong mặt hồ,
Ngã dài bóng mấy ngựa thồ,
Bình yên nhơi cỏ quên,vô tư,đời...
Chiều qua,bước nhỏ bên trời,
Nhớ chiều Đà Lạt,một thời ước mơ...
Con gà,trên nóc nhà thờ,
Chiều xoay về dãy non mờ chờ ai?
Linh Sơn lối nhỏ,dốc dài,
Chuông ngân vọng tiếng khoan thai Hoà Bình,
Nước tan,xuống dốc,gập ghình,
Cam Ly,Than Thở đắm mình trong sương...
Chiều qua,bước lạnh trên đường,
Nhớ Đà Lạt,khói vương vương lam chiều,
Nhà xưa,phố cũ liêu xiêu,
Hoàng hôn Trại Mát một chiều lang thang,
Ráng chiều vàng đỉnh Lang Biang,
Hoa Sơn Tay Phật Điền Trang sương mờ.
Chiều qua,nắng nhạt,thẫn thờ,
Hoàng hôn Đà Lạt mộng mơ nhớ hoài...",nhớ đà lạt mộng mơ,,Trần Lê Tú,https://poem.tkaraoke.com/120677/.html
"Sáng,chào Đà Lạt ban mai,
Nóc chùa đã trải bóng dài đổ chuông,
Sương tan,Đà lạt hết buồn,
Cỏ hồng run lượn gió luồn vấn vương,
Chiều,chào Đà Lạt mờ sương,
Làm sao quên những nẻo đường thương yêu...
Quanh,cua,lên,xuống bao chiều,
Núi,đồi mang trĩu nặng nhiều nhớ thương...
Tối,chào Đà Lạt thân thương...
Bao nhau những món quê hương đậm đà.
Bánh căn,bánh ướt lòng gà,
Bánh mì xíu mại,...la cà quán đêm
Đưa nhau về lại nhớ thêm,
Gió hồ xao động sương đêm lững lờ...
Thôi chào,Đà Lạt xa mờ,
Hàng thông xưa đứng thẫn thờ từ đây,
Chập chùng đồi,núi giăng mây,
Sẽ vây nỗi nhớ buồn nầy lặng thinh...",chào đà lạt,,Trần Lê Tú,https://poem.tkaraoke.com/120678/.html
"Cao nguyên ,
Mấy thác,mấy ghềnh,
Mấy niềm ân hận đáp đền công lao...
Sương mù ,
Phủ mấy dốc cao,
Là bao gánh nặng
Mòn hao vai gầy...
Mẹ lo con được đủ đầy,
Ơn sâu này đáp sao tày,
Mẹ ơi...
Nuôi con,Mẹ cực cả đời,
Còn lo chăm cháu,nghỉ ngơi được gì?
Trọn đời như thác Cam Ly,
Nước trong,xuôi chảy chẳng bì,chẳng so...
Bao nhiêu nước,bấy âu lo,
Bấy điều cực nhọc,khổ cho con mình...
Bấy chấp nhận,bấy hy sinh,
Bấy lo chăm sóc,bấy tình yêu thương,...
Một đời an phận thủ thường,
Chỉ lo cung cúc nuôi ,thương con,chồng...
Mẹ nuôi chín đứa ,ẳm,bồng,...
Chín con nuôi Mẹ
Khó công chu toàn...",mẹ cao nguyên,,Trần Lê Tú,https://poem.tkaraoke.com/120679/.html
"Gió còn thơm,
Mùi tóc Mẹ không?
Mùi hương Bồ kết,
Thoảng mênh mông,
Quyện với mồ hôi tần tảo bết,
Bao năm nhớ hệt ,thoáng hương nồng...
Mưa còn thơm nhang Mẹ thắp không?
Những ngày giông bão,
Ngóng cùng trông...
Nửa muốn con đi,
Nửa áo não...
Khấn mong tin báo,
Để yên lòng...
Sương có còn giăng sáng,chiều không?
Dãi theo dáng Mẹ
Ánh dương hồng...
Đổ bóng dài đi khi sớm,tối
Lo con ăn,học,...,gả vợ,chồng,...
Nắng có dịu đi
Trong chiều không?
Nắng thương da Mẹ
Má hây hồng...
Nắng thấm mồ hôi,
Sôi nước mắt,
Còng lưng,cắm mặt cho con,chồng,...
Đà Lạt ,Hoà Bình nhớ Mẹ không?...","gió,mưa,sương,nắng mẹ hiền",,Trần Lê Tú,https://poem.tkaraoke.com/120680/.html
"Ngày nao,
Mỗi sớm tinh mơ,
Mẹ lần xuống chợ
Sương mờ còn giăng,
Trời đen,
Lầm lũi ánh trăng,
Mưa tuôn,gió rét,
khôn ngăn chân người...
Bao nhiêu khổ cực,
Vẫn cười...
Thương con,
Mong chúng nên người,
Làm vui..,
Ngày đêm,
Tất bật,lui cui,...
Trải qua năm,tháng,
Chôn vùi tuổi xuân,
Giờ đây,
Đã quá bát tuần,
Một đời khó nhọc,gian truân chẳng nề.
Gặp con,Mẹ chỉ hề hề...
""Liệu hồn,giấy rách ..giữ lề nghen...
Con!""
Suốt đời,
Trăng Mẹ vẫn tròn.......",suốt đời trăng mẹ vẫn tròn,,Trần Lê Tú,https://poem.tkaraoke.com/120681/.html
"Sương Đà Lạt,hỏi con,
Tóc Mạ,
Có còn xanh hay ngả màu mây?
Ngày xưa ,
Trên mái tóc nầy,
Sớm,chiều sương đọng,
Sợi bay dịu hiền...
Nắng chiều Đà Lạt,
Ngoài hiên.
Hỏi con,
Lưng Mạ,còn nghiêng dáng gầy?
Những chiều,
Nắng đổ về Tây,
Mạ còn tất bật,
Má hây hây hồng...
Mưa phùn Đà Lạt,
Ngóng trông...
Hỏi con,
Mắt Mạ,còn không,xa vời?
Tiễn con
Vượt biển,ra khơi,
Mưa đong mắt Mạ,
Một trời lo âu...
Rặng thông Đà Lạt,
Nghiêng đầu,
Thương con,lòng Mạ,
Biết đâu bến bờ...",đà lạt hỏi,,Trần Lê Tú,https://poem.tkaraoke.com/120682/.html
"Điếu thi viếng Ôn Tánh Hải:
NGUYỆN CẦU GIÁC LINH TRƯỞNG LÃO HOÀ THƯỢNG THƯỢNG TÁNH HẠ HẢI CAO ĐĂNG PHẬT QUỐC.
NGUYỆN CẦU  dâng nén tâm hương.
GIÁC linh thuận thế vô thường ra đi,
LINH Sơn Đà lạt trú trì,
TRƯỞNG lão Thường trực chủ trì Chứng Minh,
LÃO tăng Phước Thiện thân tình,
HOÀ tăng hợp chúng ,lợi sinh nhân quần,
THƯỢNG cầu hạ hoá phân cân,
THƯỢNG TÁNH  HẠ HẢI xa gần kính thương,
CAO minh,hành giải trợ tương,
ĐĂNG diệt còn chút thạnh phương cho đời.
PHẬT Đà tiếp dẫn độ Người
QUỐC độ Cực Lạc là nơi viên phần.",điếu thi viếng ôn tánh hải,,Trần Lê Tú,https://poem.tkaraoke.com/120683/.html
"EM LÀ NỤ HỒNG
Em là nụ hồng
Nở giữa hồn anh
Em là giấc mộng
Hiện thực hiền lành
Em là lấp lánh
Bình minh tuyệt vời
Em là sương lạnh
Phủ đầy trùng khơi
Em là tơ sợi
Quấn quanh tâm hồn
Em là ngày mới
Tươi hồng nụ hôn
Em là dập dồn
Tình yêu nồng cháy
Em là bận rộn
Mọi ngày đắm say
Em là phơi bày
Tiếng yêu rộn rã
Em là nước chảy
Ướt mềm khúc ca
Trần Minh Hiền Orlando ngày 1 tháng 11 năm 2022",em là nụ hồng,,Trần Minh Hiền,https://poem.tkaraoke.com/120684/.html
"CÁI RÉT ĐÊM TÌNH
Trong đêm tối một phòng đơn gối chiếc
Ngoài trời mưa gió lạnh rét căm căm
Ta nằm đó cố quên đi cơn giá
Mắt nhắm nghiền ta cố ngủ cho mau
Nhưng khí lạnh cứ luồn luồn lách lách
Tới bên ta xâm chiếm chút yên lành
Ta nằm đó co ro thê thảm…
Bỗng có tiếng gõ cửa gọi tên
Em quay lại, căn nhà bừng hơi ấm
Đôi mình cùng nhau nói nói cười
Cái rét đông khuất phục trước hai người
Cứ nồng nàn rạo rực đôi trái tim
Và chuyện cũ đôi ta bỏ qua hết
Em ôm ta thì thầm tha thiết
Khiến ta chẳng kìm nổi cảm xúc mình
Ta ngây ngất trong hương thơm êm dịu
Trái tim ta đập nát cả trời đêm
Ta âu yếm xiết chặt em bé nhỏ
Êm ái, nồng nàn – rét nhé quên…
09/2000
Nguyên Hữu",cái rét đêm tình .,,Nguyên Hữu,https://poem.tkaraoke.com/120685/.html
"MẸ
Ba ngàn một bó rau lang .
Còng lưng mẹ đôi quàng gióng mây .
Bàn chân mẹ vẹt gót giày .
Đường làng trũng dấu tháng ngày mẹ đi .
* *
*
Ngày xưa mẹ ! tuổi xuân thì .
Nuôi con mẹ chẵng quản gì nắng mưa .
Một ngàn một bát dưa chua .
Đêm về góp nhặt vải thừa mẹ may .
* *
*
Giồng khoai tưới đẫm mồ hôi .
Cay cay nước mắt mặn mòi cải xanh .
Râu khoai hoa cải ngọt lành .
Khoai thơm áo ấm bát canh mẹ nhường.
* *
*
Vầng trăng mẹ ẳm trên lưng .
Mặt trời của mẹ êm đềm trong nôi .
Nay đà tóc bạc gia mồi .
Mẹ là ngọn gió suốt đời bên con .
Lyhong",mẹ tôi,,Lykimhong,https://poem.tkaraoke.com/120686/.html
"KÝ ỨC  TÌM VỀ
Ta tìm về lối nhỏ chốn quê xưa .
Ve rã rích tiếng mưa buồn chiều hạ .
Con chuồn kim trên mặt hồ lạnh giá .
Nét chân chim nơi khóe mắt đượm buồn .
*       *
*
Chiều êm đềm vương nỗi nhớ dịu êm .
Giọt nắng vàng buông trên cành cọ.
Thoảng hương bưởi nhẹ nhàng theo gió .
Ký ức lạc vào trong nỗi nhớ khát khao .
*       *
*
Ngày xưa ơi ngõ củ đá xanh rêu .
Một mình ta ngập ngừng trên lối vắng .
Lục tìm lại những gì trong sâu thẳm .
Vắt vẻo lưng trâu thổi sáo thả diều .
*       *
*
Ánh đèn dầu leo lét lạc về đâu .
Còng lưng mẹ nét nhai trầu bõm bẻm .
Khói bếp chiều rộn ràng lên hương cốm .
thoáng giật mình tóc đã bóng hoa râm.
Chiều HươngSơn",ký ức tìm về,,Lykimhong,https://poem.tkaraoke.com/120687/.html
"Một sớm thu về theo gió may
Sương thu phơn phớt đọng vòm cây
Bình yên sóng nhỏ lăn tăn nghịch
Lững thững mây ngàn lơ đễnh bay...
Đắm giữa dòng thu trôi lãng đãng
Chìm trong mặt ngọc ngấm men say
Khẽ khàng chiếc lá rơi trên cỏ
Động khoảng trời thu buổi cuối ngày!
nvpk",chớm thu,,Nvpk,https://poem.tkaraoke.com/120688/.html
"NỢ ĐỜI
Anh còn nặng nợ với đời
Với em và cả triệu người anh yêu
Thời gian nắng sớm , mưa chiều
Tiếng chim kêu , tiếng chim kêu ...nao lòng
Bốn mùa XUÂN ,HẠ ,THU ,ĐÔNG
Bên thềm chiếc lá quay vòng về đâu ?
Nỗi sầu giăng kín nỗi sầu
Mùa con gái , đã trôi mau bao giờ ?
Anh còn nặng nợ câu thơ
Gặp em , thuở ấy tình cờ thương nhau
Môi hoa ong bướm bắc cầu
Ngẩn ngơ muôn lối ngõ vào trái tim
Lắng nghe , gánh vác ưu phiền
Ngày nao nhơ nhớ môi em mềm mềm
Đôi lần mơ hái trái duyên
Thương vùng kỉ niệm êm đềm cỏ hoa
Anh còn nặng nợ chiều tà
Trôi theo tà áo em xa mịt mờ
Đốt lòng cho cháy xác xơ
Mùi hương mái tóc phất phơ đường trần
Cho đi một thoáng bâng khuâng
Cho đi  câu hỏi xa gần , gần xa
Thương đôi mắt ướt hiền hòa
Lòng ngân nga , lòng ngân nga ...thẫn thờ
Ngày 13/10/2022
Ân Thiên ( Bình Dương )",nợ đời 2,,Thiên Ân,https://poem.tkaraoke.com/120689/.html
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (955)
Động Vật
MÈO TRẮNG thu mình tránh gió đông
BƯỚM XANH uốn lượn ghẹo hoa hồng
CHÓ ĐEN lững thững ra khung cổng
VỊT ĐỎ nhẹ nhàng lướt bến sông
CỌP XÁM gầm gừ theo gió lộng
HẠC HỒNG lờ lượn thả non bồng
TRÊ VÀNG đầu bự trong thì rổng
DƠI BẠCH tối về kiếm khoảng không!
Nguyễn Thành Sáng
Muôn Loài Đón Ánh Bình Minh
(TNBC - Ngũ Độ Thanh)
Bên mành nét ngọc thưởng bình minh
Lảnh lót vành khuyên dạn dĩ hình
Lém lỉnh bồ câu hè ngưỡng dựa
Bơ phờ cốc nhỏ lạch mồi rinh
Chai lì lợn béo luôn niềm nở
Bướng bỉnh dê gầy mãi lặng thinh
Khập khiễng bò nông cày đám cỏ
Muôn loài vạn vẻ đón ngày xinh.
February 20, 2019
Tam Muội
NHẤT LANG THƯ QUÁN:  nhatlang.com",thơ hoạ nguyễn thành sáng & tam muội 955.,,Nhất Lang (Nguyễn Thành Sáng),https://poem.tkaraoke.com/120690/.html
