Edited,Title,Genre,Author,URL
"Chùm thơ tứ tuyệt
Tác giả Ben Oh
Bài 1
GIẬN
Hoa nở trong em một nụ cười
Bao ngày ngóng đợi gió ngàn khơi
Xuân về uớc thệ còn đâu nữa
Người đã xa ta để tiếng đời
Bài 2
HỜN
Em về vót nhọn một đôi điều
Lẩm bẩm làm chi khổ bấy nhiêu
Lỡ mộng tan về như vụn vỡ
Ôm sầu lỡ bước đắng cay nhiều
Bài 3
NGHĨ
Hãy nhớ bên bồi núi cũng cao
Sông sâu biển rộng sóng dâng trào
Ta về gói lại trang thư cũ
Bỏ lại ngày xưa sự ngọt ngào
Bài 4
RỐI
Quay đi đối mặt nói đôi lời
Biết hỏi làm sao nắng đã vơi
Lở trói chôn nhau nơi xứ lạ
Quay về bến đổ hỏi sao dời",chùm thơ tứ tuyệt,,Ben Oh,https://poem.tkaraoke.com/123990/.html
"NGÀY XƯA TIẾC MÌNH CHƯA NGỎ
Ngày xưa tiếc mình chưa ngỏ
Mắt ai đốt cháy chân trời
Khen ai bắt đền mây gió
Dừng chân hổng chịu rong chơi
Đường sang nhà em đá sỏi
Thương thời con gái ngẩn ngơ
Đối mặt với nhau chẳng nói
Đôi chân giẫm nát đôi bờ
Ngày xưa tiếc mình chưa ngỏ
Nụ hồng thân tặng bâng khuâng
Em vẫn hồn nhiên lá cỏ
Dệt thêu thơ mấy cặp vần ?
Thấu hiểu chân tơ kẽ tóc
Bốn mùa hò hẹn trăng sao
Chia tay mắt ai bỗng khóc ?
Nội tâm ...giọt lệ muôn màu
Ngày xưa tiếc mình chưa ngỏ
Đánh đu cuộc sống muộn phiền
Tình yêu tan mau muôn thuở
Đời anh thức ngủ nào yên ?
Đi ngang về miền giông tố
Bàng hoàng giấc mộng xa đưa
Hoàng hôn gam sầu nham nhở
Thương em nói mấy cho vừa ?
Ngày 27/12/2023
Thiên Ân ( Bình Dương )",ngày xưa tiếc mình chưa ngỏ,,Thiên Ăn,https://poem.tkaraoke.com/123991/.html
"TÓC RỐI
Tóc rối thời gian biếng chải
Mười năm, hai mươi năm trôi
Mong manh tựa hồ sương khói
Bướm ong buồn hiu nín lời
Tóc rối lãng quên gương lược
Treo tình hờ hững bờ môi
Thiên đường ngôn từ tỉnh lược
Mồ hôi nghiêng dốc cuộc đời
Tóc rối ngủ yên dĩ vãng
Cơn đau vời vợi cơn đau
Tình yêu cánh đồng khô hạn
Hoa cỏ ủ rũ kiếp nào ?
Tóc rối ôm đồm muôn chuyện
Đan xen sợi dây dỗi hờn
Khóc cười bên lề xao xuyến
Khi yêu mấy kẻ lớn khôn ?
Tóc rối đong đưa sóng mắt
Ngây dại nỗi niềm riêng chung
Ngõ vào tim em hẹp chật
Mũi tên lệch góc ngại ngùng
Tóc rối ôm tròn vai nhỏ
Nõn nà nghiêng bóng vườn thơ
Và em hãy ngồi yên đó
Sóng tình reo réo vô bờ
Ngày 25/12/2023
Thiên Ân ( Bình Dương )",tóc rối 2,,Thiên Ân,https://poem.tkaraoke.com/123992/.html
"BẾN ĐÒ NGANG
Mai rời cõi tạm níu mùi nhang
Thiết tưởng đời cua đã rụng càng
Chẳng muốn chui hầm nhưng sập lỗ
Không chờ lột xác phải vùi hang
Dù ta khổ phận đường cơm áo
Dẫu hắn nhàn thân cảnh bạc vàng
Đoạn cuối xin tròn câu nghĩa tử
Chung chiều vẫn một bến đò ngang./.
LCT 18/07/2023",bến đò ngang,,Lê Cảnh Tiến,https://poem.tkaraoke.com/123993/.html
"Có một dòng sông
Trái cà na rơi bập bõm
Ta và em
Chung chiếc thuyền thơ bé
Đuổi tìm nhau qua ánh mắt dại khờ.
Có một dòng sông
Cha đi từ mùa chinh chiến
Mẹ ngồi thả chờ mong
Từng chiếc lá thời gian
Cháy vàng nổi nhớ
Ngược sóng bềnh bồng.
Có một dòng sông
Ta quay lưng ngỡ không bao giờ trở lại
Ảo mộng quay cuồng
Phiêu bồng mê mải
Ta ở đâu?
Em ở đâu?
Đường đời xô đẩy
Một chiều
Ta bỗng thấy
Trái tim mình lặn hụp giữa dòng sông...
2001
(Tập thơ Cỏ Hoa Thì Thầm - NXB Thanh Niên 2002)",dòng sông quê hương,,Thanh Trắc Nguyễn Văn,https://poem.tkaraoke.com/123994/.html
"Nâng cần uống với gió mây
Ché rượu cạn
Túi thơ đầy
Ai say?
Mặt trời chập choạng đỏ gay
Cuối chiều chếnh choáng
Va ngay chân đồi!
2001
(Tuyển tập thơ Thơ tình lục bát - NXB Đà Nẵng 2005)",uống rượu cần,,Thanh Trắc Nguyễn Văn,https://poem.tkaraoke.com/123995/.html
"CÔ GÁI TÓC VÀNG
Ôi 		cô gái		mái tóc vàng		rực rỡ
Sao để tóc	    bay hoài	      làm rối		trái tim này.
Và khơi bùng	ngọn lửa trong tôi
Cứ rạo rực cháy mãi không thôi.
Ơi 	cô gái		có	mái tóc vàng
Sao để tóc bay hoài 		trong gió
Cứ bay bay		hút đôi mắt 		này say.
Tôi chợt ước		được làm làn     gió mát
Đến bên em	ve vuốt 	tóc em dài
Được bên em 	mọi chốn   muôn nơi
Được hôn lên		đôi môi em chum chím
Mỗi khi cười	ngây ngất 	say   cả đất trời.
Em ơi		em ơi có hay
Anh  đang 	yêu    thầm em đấy,
Em ơi		em ơi có thấy
Mỗi lần qua	      anh lại	đứng	    ngắm em
Và trong lòng		lại xao xuyến		xuyến xao
Khó nói thành lời.
Em ơi		bởi vì		anh đã	yêu	em…
08.2000
Nguyên Hữu",cô gái tóc vàng,,Nguyên Hữu,https://poem.tkaraoke.com/123996/.html
"HÃY KHÓC CẠN MỘT LẦN ĐI EM
Hãy khóc đi em! Khóc thật nhiều đi!
Khóc cho cạn những gì tim chất chứa
Để mai này ta không còn nhau nữa
Cũng hết rồi một thuở gió, trăng, sương…
Và nếu như tình cờ bước trên đường
Bất chợt gặp, chẳng vương niềm dĩ vãng
Em cứ thẳng và lòng tôi bình thản
Có gì đâu vướng bận cõi lòng ai
Nơi em đến chắc không thấy heo may
Không khắc khoải tháng ngày ôm khúc biệt
Không mất ngủ, bỏ ăn, sầu da diết
Không những lần tha thiết…nhớ nghe anh!
Còn chỗ tôi chắc gió cũng rung rinh
Lá vàng đổ như tình tôi đã đổ
Đêm cũng trăng khi lúc mờ, lúc tỏ
Những chiều về trước ngõ vẫn lam treo…
Tình yêu ơi! Tôi yêu biết bao nhiêu
Nhưng không thể, dẫu nhiều lần bịn rịn
Bởi hồn gió kiếp đời đây đã định
Còn ở em khép kín mộng vườn xuân
Bóng thênh thang theo khắp dãy không tầng
Sao giữ được sắc vàng nơi thượng uyển
Khi mây ám, cuồng phong đà luân chuyển
Thì làm sao ánh nhuyễn vẹn toàn đây…
Hãy khóc đi em! Khóc cạn hôm nay
Giọt lai láng tràn đầy lên khoé mắt
Anh lau lệ cho em mà lòng tan nát
Cũng cam đành phụ bạc…một lần thôi!.
31/5/2017
Nhất Lang
(Nguyễn Thành Sáng)
Tập thơ ""THƠ NHẠC"" đặc sắc mới sáng tạo
của nhà thơ Nhất Lang (Nguyễn Thành Sáng),
thơ đọc ngân nga âm điệu giống như bản nhạc
vậy! Sách thơ điện tử, bán với giá khuyến mãi
đặc biệt! Theo đường link dưới đây:
Đang chờ bạn!
https://play.google.com/store/books/details/Nh%E1%BA%A5t_Lang_Nguy%E1%BB%85n_Th%C3%A0nh_S%C3%A1ng_T%E1%BA%ADp_Th%C6%A1_TH%C6%A0_NH%E1%BA%A0C?id=p7brEAAAQBAJ
Những tập thơ hay tuyển lựa của Nhất Lang (Nguyễn Thành
Sáng) xuất bản sách điện tử trên Google Play sách bán với
giá khuyến mãi đặc biệt, muốn xem tập thơ nào bạn bấm vào
tập thơ ấy, theo đường link dưới đây.
Đang chờ bạn!
https://play.google.com/store/books/author?id=Nh%E1%BA%A5t+Lang+%28Nguy%E1%BB%85n+Th%C3%A0nh+S%C3%A1ng%29",hãy khóc cạn một lần đi ẹm,,Nhất Lang (Nguyễn Thành Sáng),https://poem.tkaraoke.com/123997/.html
"Day Dứt
Mảnh trắng ơi! Ngươi ôm buồn trải đó
Tái tê lòng tưởng nhớ tháng ngày qua
Biết bao lần…hẹn mai anh sang nhà
Nhiều lần nữa….Kể ra anh đọc nhé!
Và những lúc giấy chờ tà bóng xế
Đợi bé về, theo bé đến tay em
Bên ngọn đèn, đôi lóng lánh lim dim
Ngàn cảm xúc êm đềm, em da diết…
Vậy mà nay tờ giấy nằm rũ riệt
Uống giọt hồng anh viết cuối dòng thư
Ký cái tên ThànhSáng tự bây giờ
Sẽ vĩnh biệt, không mơ, không yêu nữa!
Bên kia kinh từng đêm em nức nở
Thả lời ca đau khổ vọng sang đây
Kẻ bạc tình giống ngọn gió lắt lay
Chỉ khoảnh khắc rồi bay đi bến khác
Ba năm dài hồn em đà tan nát
Lụy si tình trầm mặc quấn đau thương
Mà trời ơi! Anh chẳng thấy đoạn trường
Ngoảnh mặt hẳn, con đường ai nấy bước…
Giờ chạnh nhớ bao nhiêu năm về trước
Nghe cõi lòng não nuột bóp con tim
Sao đoạn đành phụ rẫy mối tình em
Muôn trọn vẹn, ai tìm ai dễ gặp?!
Cây cầu gòn hai bờ anh đã đắp
Cũng là anh kéo sập rẽ ly tan
Để thời gian vương vấn thuở ngày xanh
Nỗi day dứt muôn phần như mạch nước.
1/6/2017
Nhất Lang
(Nguyễn Thành Sáng)
Tập thơ ""THƠ NHẠC"" đặc sắc mới sáng tạo
của nhà thơ Nhất Lang (Nguyễn Thành Sáng),
thơ đọc ngân nga âm điệu giống như bản nhạc
vậy! Sách thơ điện tử, bán với giá khuyến mãi
đặc biệt! Theo đường link dưới đây:
Đang chờ bạn!
https://play.google.com/store/books/details/Nh%E1%BA%A5t_Lang_Nguy%E1%BB%85n_Th%C3%A0nh_S%C3%A1ng_T%E1%BA%ADp_Th%C6%A1_TH%C6%A0_NH%E1%BA%A0C?id=p7brEAAAQBAJ
Những tập thơ hay tuyển lựa của Nhất Lang (Nguyễn Thành
Sáng) xuất bản sách điện tử trên Google Play sách bán với
giá khuyến mãi đặc biệt, muốn xem tập thơ nào bạn bấm vào
tập thơ ấy, theo đường link dưới đây.
Đang chờ bạn!
https://play.google.com/store/books/author?id=Nh%E1%BA%A5t+Lang+%28Nguy%E1%BB%85n+Th%C3%A0nh+S%C3%A1ng%29",day dứt,,Nhất Lang (Nguyễn Thành Sáng),https://poem.tkaraoke.com/123998/.html
"ĐỪNG NGHĨ ĐẾN TÔI
Em ạ! Xin đừng nghĩ đến tôi
Một vầng ánh nhạt tận xa xôi
Vật vờ loang loáng vài canh nữa
Sẽ rụng sau lưng vách ngọn đồi…
Bởi chẳng còn chi để tặng em
Mảnh vườn ửng thắm được hồng thêm
Vì đang ráng tắt, màu thu quạnh
Chỉ đợi màn đêm phủ ngập chìm
Tôi đã không còn trẻ nữa đâu
Muối tiêu mỗi lúc trắng thêm đầu
Đêm nằm đắp trán lo khuya lạnh
Sợ cảm hôm sau tựa góc sầu
Mắt sáng thuở nào nay nhạt loãng
Ê mình nhức mẩy đến từng cơn
Miếng ăn lưng lửng cầu qua bữa
Mòn mỏi canh khuya ngủ chập chờn…
Cũng tại tim này mãi vấn vương
Hình ai yêu dấu, khoé trào sương
Tôi trao gối mộng rồi quên mộng
Để lại cho kia cả khối buồn
Nhớ bao chiều xuống, đường trôi nắng
Ai cố với tay kéo sắc vàng
Rải lối cho anh về trải giấc
Mà vô tình hỡi! Có đâu màng
Nay thả đau hồn bước xuống thơ
Đi về dĩ vãng lượm dây tơ
Kết chùm, mắc võng, ngày đêm để
Lên đó đong đưa cái bóng mờ…
3/6/2017
Nhất Lang
(Nguyễn Thành Sáng)
Tập thơ ""THƠ NHẠC"" đặc sắc mới sáng tạo
của nhà thơ Nhất Lang (Nguyễn Thành Sáng),
thơ đọc ngân nga âm điệu giống như bản nhạc
vậy! Sách thơ điện tử, bán với giá khuyến mãi
đặc biệt! Theo đường link dưới đây:
Đang chờ bạn!
https://play.google.com/store/books/details/Nh%E1%BA%A5t_Lang_Nguy%E1%BB%85n_Th%C3%A0nh_S%C3%A1ng_T%E1%BA%ADp_Th%C6%A1_TH%C6%A0_NH%E1%BA%A0C?id=p7brEAAAQBAJ
Những tập thơ hay tuyển lựa của Nhất Lang (Nguyễn Thành
Sáng) xuất bản sách điện tử trên Google Play sách bán với
giá khuyến mãi đặc biệt, muốn xem tập thơ nào bạn bấm vào
tập thơ ấy, theo đường link dưới đây.
Đang chờ bạn!
https://play.google.com/store/books/author?id=Nh%E1%BA%A5t+Lang+%28Nguy%E1%BB%85n+Th%C3%A0nh+S%C3%A1ng%29",đừng nghĩ đến tôi,,Nhất Lang (Nguyễn Thành Sáng),https://poem.tkaraoke.com/123999/.html
