Content,Title,Genre,Author,URL,Edited
"*
Theo dòng nước chảy lá vàng trôi
Lững thững mùa thu cũng đến rồi
Bướm nhỏ trời xanh vờn níu gió
Hoa hường núi thoải ghé hôn môi
Bay cùng luyến ái ta say lượn
Đậu chút yêu thương ấy lựa ngồi
Quét vội heo may gom nỗi nhớ
Mây ngàn đứng lại tỏ tình thôi.
PTDH - 28/11/2017",tình nhi nữ 4,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86200/.html,
"UYÊN ƯƠNG GẶP GỠ TRÙNG PHÙNG
NGÀN NĂM ẤP Ủ MỘNG CHUNG MỘT THUYỀN
💞 💞
UYÊN ƯƠNG MỘNG
Ngỡ chuyện hôm qua nước dưới cầu
Tình mình thắm đượm chảy về đâu
Lòng thanh dẫu biết còn ôm khổ
Nghĩa đậm nào hay mãi giữ sầu
Múa bút bài thơ quên vẹn đoạn
Cầm nghiên thể phú bỏ nguyên câu
Mây kia ngự ở non ngàn đợi
Gió thổi phương nao chẳng thấy chầu.
-
Gió lạ nơi kia chẳng thấy chầu
Người về tiếng khóc chẻ đôi câu
Yêu thương vạn kiếp còn than khổ
Luyến ái ngàn năm vẫn ủ sầu
Muốn hỏi đôi điều về phía ấy
Mong tìm một ngả ngụ nơi đâu
Uyên ương mộng đẹp vờ ngơ ngẩn
Bỏ mặc nhân gian nước dưới cầu.
.
Bỏ lại nhân gian sóng vỗ cầu
Uyên ương muốn hỏi ái tình đâu
Ai nào dám chối mình chưa khổ
Họ chỉ lo than tớ chẳng sầu
Viết tạm đôi dòng cho có chuyện
Trao cùng mộng ước trọn dăm câu*
Bằng không lỗi đợi tan thề nguyện
Nhớ giấc thương thay phải hẹn chầu.
.
Đợi buổi trùng phùng vừa ý bạn
Mong ngày tái ngộ thỏa lòng nhau
Yêu thương chẳng đợi bình minh hỏi
Luyến ái nào hay bóng tối cầu.
PTDH - 30/11/2017",uyên ương mộng,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86201/.html,
"GIÓ LÙA TÓC RỐI
Em cần chút tĩnh lặng mà thôi
Chẳng giận hờn đâu chỉ khóc rồi
Nhớ giống mưa nguồn tuôn mắt gội
Buồn như mặt nước cuộn bèo trôi
Hờn dông luyến ái nào cần thổi
Kéo lũ tình yêu chẳng muốn bồi
Gió lạnh đừng đùa trêu tóc rối
Đông về cũng chỉ buốt trên môi.
PTDH - 01/12/2017",gió lùa tóc rối,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86202/.html,
"LẠNH MANG NỖI NHỚ TẶNG EM
EM MANG KHAO KHÁT ÊM ĐỀM LÀM THƠ
***** NHỚ *****
Nhớ người mộng ước ở nơi đâu
Nhớ lúc gần anh thủa ban đầu
Nhớ lại vài hôm hanh gió bấc
Nhớ về những buổi lạnh mưa ngâu
Nhớ chàng ánh mắt ai bỡ ngỡ
Nhớ tớ đôi môi ấy âu sầu
Nhớ mãi ra sân ngồi tựa cửa
Nhớ nhung tha thiết lại xin cầu.
PTDH - 03/12/2017",nhớ,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86203/.html,
"*
Đông về chậm chạp rét đưa hương
Áo ấm choàng khăn ủ má hường
Gió lạnh quàng yêu tung tóc rối
Hanh vàng thả nhớ xiết môi thương
Vì hoa thẹn nắng thênh thang ngõ
Tại bướm hờn mây bát ngát đường
Mở nhạc mình cùng khiêu vũ nhé
Xoay lòng đỡ buốt bởi tơ vương.
PTDH - 05/12/2017",khiêu vũ với mùa đông,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86204/.html,
"Đảng cộng sản mở đặc khu kinh tế
Bạc vào tay một số đảng viên
Khiến dân mất cả bình yên
Mất nhà , mất đất , tù đày , lang thang
Có những chỗ môi sinh trầm trọng
Khí độc bay , tiếng động tràn lan
Đồ dơ ngộ độc tim gan
Nhiều nghề bỏ cuộc , hoang tàn núi sông
Có những chỗ ăn chơi trác táng
Mở sòng bài , khách sạn , cao lâu
Lắm khi nhìn thấy phát rầu :
Ma cô , đi điếm , đa mầu loạn tâm
Tưởng thăng tiến núi sông phát triển
Biết đâu rằng một bước giật lùi
Thêm tiền mà chẳng được vui
Hủy đi truyền thống , huỷ đời đơn sơ
Chuyện kinh tế hãy bàn cho kỹ
Phải đặt mình vị trí nhân dân
Chớ vì lợi ích cá nhân
Bị người mua chuộc ,  thay thần giết vua
Có những kẻ cam tâm bán nước
Vì vinh hoa đón rước ngoại bang
Sẵn sàng tự trói xin hàng
Tay sai cho giặc chẳng màng quốc gia
CT",đặc khu kinh tế ?,,CHÍNH TRỊ,https://poem.tkaraoke.com/86205/.html,
"Nhận được từ anh một bó hồng
Trong lòng tự hỏi sợ gai không
Hương thơm lượn bổng như ai nhắc
Cánh thắm vòng quanh tựa kẻ bồng
Cắm lọ bâng khuâng ngày đứng ngắm
Bày bàn hớn hở tối ngồi trông
Thương nhau ấy bảo đừng cầm nhé
Biểu tượng tình yêu tớ mới trồng.
PTDH  - 05/12/2017",không đề,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86206/.html,
"TRỜI GIEO KHÁT VỌNG MÙA XUÂN
ANH GIEO NỖI NHỚ TRONG NGẦN TIM EM
❤️
NGÓNG XUÂN
Chẳng giữ đông tàn bỗng vụt trôi
Mùa xuân rực rỡ ngát hương hồi
Gây Đào ủ lộc mong nhành cỗi
Tỉa Cúc ươm mầm đợi cánh phôi
Trấn Vũ chuông lành đang khởi dội
Hồ Tây sóng thuận cũng dâng bồi
Cùng ai lặng lẽ đêm Hà Nội
Khoảnh khắc giao thừa nghỉ lại môi.
PTDH  – 04/12/2017",ngóng xuân,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86207/.html,
"Trông chờ bạn đến chẳng mong ai
Cảnh sắc xanh trong tựa đã mài
Bến vắng cô liêu hình thấy nhạt
Chiều buồn tĩnh lặng bóng tàn phai
Thương thầm đứng đợi còn theo mãi
Nhớ vụng ngồi xem vẫn ngóng hoài
Thả lại tình anh vào nước chảy
Thuyền đầy vội khỏa ngó ban mai
Phạm TD Hương - 13/12/2017",bến đợi mơ hồ,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86208/.html,
"Muốn nói anh à nhớ lắm thay
Đêm về tha thiết mộng vơi đầy
Cung đàn cũng bỏ đành dang dở
Câu phú đang làm chẳng mê say
Kệ gió bông đùa khe cửa lọt
Buông trăng thách thức bậc thềm bày
Mây trời quấn lại ngàn câu hát
Thả bởi tim sầu khấn dịp may.
PTDH - 13/12/2017",tương tư 2,,Ngược Miền Thương Nhớ,https://poem.tkaraoke.com/86209/.html,
