Content,Title,Genre,Author,URL,Edited
"Nắng sớm kề môi giữa nụ hường
Mây chiều ghé lại gởi thêm hương
Gom tình rượu rót bên đời lượng
Cụng chén lòng trao lối nhỏ sương
Nhạc điệu tươi màu say mộng tưởng
Thơ vần đậm nét gói yêu thương
Muôn nơi sức sống tha hồ hưởng
Khắp chốn cùng vui rạng phố phường",cùng vui,,JB.Nguyễn Hùng,https://poem.tkaraoke.com/89374/.html,
"Quốc Ngữ ngày nay chửa lỗi thời
Vẫn đòi ‘cải cách’ khổ dân tôi
Bùi Hiền tập tễnh mưu đồng hóa
Ngọc Đại lăm le tiếng để đời
Khai trí nhà trường đem thử nghiệm
Canh tân lũ trẻ hóa trò chơi
A dua lắm đứa khen kỳ diệu
Cái chữ nước nhà rách tả tơi!
September 9, 2018",công nghệ giáo dục,,Trần Bảo Kim Thư,https://poem.tkaraoke.com/89375/.html,
"Hổng biết sao mình bỗng ngán thơ
Nhìn  quanh  cái  chữ  cũng  lu  mờ
Âm  thầm  ghép  lại  khơi  niềm nhớ
Lặng   lẽ   mang   về   trải  giấc mơ
Mấy   bận   đìu   hiu  lòng   bỡ   ngỡ
Vài  hôm   khắc  khoải  não  bơ  phờ
Bây chừ  những  lúc  buồn trăn trở
Gậm  nhấm  tâm  hồn  nghĩ  vẩn vơ.
10/9/2018",ngán thơ hay hết chữ,,YÊU THOÁNG QUA,https://poem.tkaraoke.com/89376/.html,
"NÓI VỚI MÌNH VÀ CÁC BẠN
Thơ : Lưu Quang Vũ
1
Chúng ta tụm năm tụm ba
Họp hành, giễu nhau, uống trà, đọc thơ, đi thực tế
Ta viết những suy tư ngây ngô vờ là trí tuệ
Những câu nhạt phèo chiếu lệ
Những lời nhàm tai ai cũng quen rồi
Mọi người quanh ta mang nỗi khổ oằn vai
Ngực đất nước tai ương xé rách
Ta viết mãi những điều vô ích
Vô duyên sao ta cứ nhoẻn miệng cười
Như phường bát âm thánh thót
Mong cuộc đời xuôi tai.
Tôi không muốn viết những lời như thế
Tôi không thể viết những lời như thế
Chẳng muốn ai vui lòng khi đọc thơ tôi
Tôi viết những bài thơ chống lại chính tôi
Chống lại bóng đen trì trệ của đời
Chống lại những bài thơ tôi đã viết cùng những ai ưa thích nó
Làm sao đọc thơ tôi anh giận dữ băn khoăn xấu hổ
Cãi lại tôi hay ghét tôi đi nữa
Nhưng anh thôi hờ hững sống bình yên
Tôi xé đi vòng hoa giấy bức màn sương
Những niềm vui dại khờ những nỗi buồn yếu đuối
Cuộc sống còn dở dang
Cần đóng góp không cần ngồi ca ngợi.
2
Thơ không phải là chứng minh
Không phải hào quang phản chiếu của tấm gương
Thơ là bó đuốc đốt thiêu là bàn tay thắp lửa
Thơ sinh sự với cuộc đời không cho ai dừng bước cả
Càng thương yêu càng không vừa ý với mọi điều
Đã qua cái thời nhà thơ nhìn đời bằng con mắt trong veo
Con mắt xanh non ngỡ ngàng như mắt trẻ
Hát cái lá mùa xuân ca lời chim son sẻ
Thơ tươi mát cuộc đời và an ủi lòng ta
Nhưng đến nay tất cả đã vỡ ra
Giữa tàn bạo hư vô giữa đấu tranh khốc liệt
Thơ phải dạy ta nhìn bằng con mắt thật
Đập vào ngực ta không cho ta cúi mặt
Không cho ta lảng tránh
Đập cửa mọi nhà
Đứng ở mọi ngã ba
Không hát ta say mà lay ta thức
Dù ngày mai đời có trăm lần đẹp
Thơ vẫn gọi mọi người vươn đến tương lai.
3
Ta đã làm gì? như lũ viết thuê
Chạy theo những biển hàng ngắn ngủi
Những khuôn phép những trang in những hư danh một buổi
Ta nịnh người để người lại khinh ta
Sớm già cỗi, cố quên đi phẩm cách
Muốn yên thân ta trở thành hèn nhát
Nhân dân có cần thơ của ta đâu ?
Các bạn tôi hiền lành trong sạch
Là bạn nhau thôi chắc là bạn tốt
Nhưng bạn ơi ta là những nhà thơ
Lòng tốt ở đây chẳng đáng một xu
Càng có tài lộc lọc lừa càng nặng
Để yên ổn lương tâm ta tìm đến nhau thở than bực dọc
Rồi lại về cần cù ngồi viết nhảm
Ta an ủi mình đang thời buổi khó khăn
Nhưng nào có thời buổi nào không khó
Và nếu dễ, cần gì thơ ta nữa ?
Nhân dân quá hiền, nhân dân chưa xé bỏ
Những ngọt ngào hoa cỏ của ta
Những nụ cười ngộ nghĩnh của ta
Những trầm tư về thế kỷ của ta
Lắm kiểu nói mà giống nhau đến thế
Nịnh đời dễ, chửi đời cũng dễ
Chỉ dựng xây đời là khó khăn thôi.
Đừng hiểu sai lòng tôi
Làm việc cô đơn thật là quá sức
Sau những lúc bông phèn bên các bạn
Tôi càng thêm buồn chán đến rùng mình
Đã quá nhiều người làm tôi thất vọng
Tôi chỉ còn các bạn nữa thôi.
Hạnh phúc của tôi là được các bạn mến yêu
Là được mến yêu và tin các bạn
Thế hệ mình cần những người dũng cảm
Dũng cảm yêu thương dũng cảm căm thù
Ta đã hẹn cũng nhau đi tới đích
Nay rất buồn nếu phải chia xa.
Nước lũ qua sẽ còn lại phù sa
Những tình yêu những ước vọng thiết tha
Dẫu bay đi không một lời đáp lại
Dẫu trơ trọi trong lạnh lùng bóng tối
Dẫu đường dài xa ngái
Đừng phút nào mệt mỏi, thơ ta ơi.
năm 1970
. . . . . . . . . . . . . . . .
* Note :
Nhà phê bình Phạm Xuân Nguyên : ... Cái lớn của Lưu Quang Vũ không chỉ ở những cảm xúc, tư tưởng khác biệt của anh, mà còn ở chỗ anh đã dám viết ra chúng ngay từ thời ấy, thời mà một ý kiến khác lạ đã bị coi là nguy hiểm, phải bị diệt trừ. Bài thơ tôi đưa lên đây Vũ viết năm 1970 khi anh 22 tuổi.
Các nhà thơ đồng thế hệ anh hôm nay véo von ca ngợi anh hãy đọc nó mà xấu hổ cho mình, còn các nhà thơ đến sau nên đọc nó để xác định cho mình một thái độ thơ, một thái độ sống.
Tôi nói thật, Vũ lớn vượt lên thời mình sống và thế hệ của mình rất nhiều.",nói với mình và các bạn,Tự do,Lưu Quang Vũ,https://poem.tkaraoke.com/89377/.html,"1
Chúng ta tụm năm tụm ba
Họp hành, giễu nhau, uống trà, đọc thơ, đi thực tế
Ta viết những suy tư ngây ngô vờ là trí tuệ
Những câu nhạt phèo chiếu lệ
Những lời nhàm tai ai cũng quen rồi
Mọi người quanh ta mang nỗi khổ oằn vai
Ngực đất nước tai ương xé rách
Ta viết mãi những điều vô ích
Vô duyên sao ta cứ nhoẻn miệng cười
Như phường bát âm thánh thót
Mong cuộc đời xuôi tai.

Tôi không muốn viết những lời như thế
Tôi không thể viết những lời như thế
Chẳng muốn ai vui lòng khi đọc thơ tôi
Tôi viết những bài thơ chống lại chính tôi
Chống lại bóng đen trì trệ của đời
Chống lại những bài thơ tôi đã viết cùng những ai ưa thích nó
Làm sao đọc thơ tôi anh giận dữ băn khoăn xấu hổ
Cãi lại tôi hay ghét tôi đi nữa
Nhưng anh thôi hờ hững sống bình yên
Tôi xé đi vòng hoa giấy bức màn sương
Những niềm vui dại khờ những nỗi buồn yếu đuối
Cuộc sống còn dở dang
Cần đóng góp không cần ngồi ca ngợi.

2
Thơ không phải là chứng minh
Không phải hào quang phản chiếu của tấm gương
Thơ là bó đuốc đốt thiêu là bàn tay thắp lửa
Thơ sinh sự với cuộc đời không cho ai dừng bước cả
Càng thương yêu càng không vừa ý với mọi điều
Đã qua cái thời nhà thơ nhìn đời bằng con mắt trong veo
Con mắt xanh non ngỡ ngàng như mắt trẻ
Hát cái lá mùa xuân ca lời chim son sẻ
Thơ tươi mát cuộc đời và an ủi lòng ta
Nhưng đến nay tất cả đã vỡ ra
Giữa tàn bạo hư vô giữa đấu tranh khốc liệt
Thơ phải dạy ta nhìn bằng con mắt thật
Đập vào ngực ta không cho ta cúi mặt
Không cho ta lảng tránh
Đập cửa mọi nhà
Đứng ở mọi ngã ba
Không hát ta say mà lay ta thức
Dù ngày mai đời có trăm lần đẹp
Thơ vẫn gọi mọi người vươn đến tương lai.

3
Ta đã làm gì? như lũ viết thuê
Chạy theo những biển hàng ngắn ngủi
Những khuôn phép những trang in những hư danh một buổi
Ta nịnh người để người lại khinh ta
Sớm già cỗi, cố quên đi phẩm cách
Muốn yên thân ta trở thành hèn nhát
Nhân dân có cần thơ của ta đâu ?
Các bạn tôi hiền lành trong sạch
Là bạn nhau thôi chắc là bạn tốt
Nhưng bạn ơi ta là những nhà thơ
Lòng tốt ở đây chẳng đáng một xu
Càng có tài lộc lọc lừa càng nặng
Để yên ổn lương tâm ta tìm đến nhau thở than bực dọc
Rồi lại về cần cù ngồi viết nhảm
Ta an ủi mình đang thời buổi khó khăn
Nhưng nào có thời buổi nào không khó
Và nếu dễ, cần gì thơ ta nữa ?
Nhân dân quá hiền, nhân dân chưa xé bỏ
Những ngọt ngào hoa cỏ của ta
Những nụ cười ngộ nghĩnh của ta
Những trầm tư về thế kỷ của ta
Lắm kiểu nói mà giống nhau đến thế
Nịnh đời dễ, chửi đời cũng dễ
Chỉ dựng xây đời là khó khăn thôi.

Đừng hiểu sai lòng tôi
Làm việc cô đơn thật là quá sức
Sau những lúc bông phèng bên các bạn
Tôi càng thêm buồn chán đến rùng mình
Đã quá nhiều người làm tôi thất vọng
Tôi chỉ còn các bạn nữa thôi.
Hạnh phúc của tôi là được các bạn mến yêu
Là được mến yêu và tin các bạn
Thế hệ mình cần những người dũng cảm
Dũng cảm yêu thương dũng cảm căm thù
Ta đã hẹn cũng nhau đi tới đích
Nay rất buồn nếu phải chia xa.

Nước lũ qua sẽ còn lại phù sa
Những tình yêu những ước vọng thiết tha
Dẫu bay đi không một lời đáp lại
Dẫu trơ trọi trong lạnh lùng bóng tối
Dẫu đường dài xa ngái
Đừng phút nào mệt mỏi, thơ ta ơi."
"Lung Linh Tuyệt Vọng
Đừng tuyệt vọng...
Em ơi.. đừng tuyệt vọng
Trời trong mây trắng.. vẫn tinh khôi
Như là em.. vẫn mãi xinh thôi
Cứ hồn nhiên.. và em sẽ lên ngôi... ❄
#hopeless  #tuanpm",lung linh tuyệt vọng,,Tuan Pm,https://poem.tkaraoke.com/89378/.html,
"SƯƠNG ĐỌNG VEN TRỜI
Lung linh giọt nước trời mây
Mưa rơi phủ xuống cát bụi phù sa
Nắng chiếu qua kẽ vòm cây
Tình người tình bạn phương trời quanh ta.
Tâm linh đức phật cõi âm
Trăng ngàn sao toả lạc quan bên đời
Dù cho tất cả nơi đâu
Bao nhiêu cảm xúc… hoà nhịp con tim
Sương đọng ven trời bến mơ
Cho ta cảm hứng hỡi người nhân gian
Trào lưu câu chữ thơ ca
Một lòng luyến ái chim cò sáo bay..!
TN",sương đọng ven trời (nhạc không lời phật giáo),,Thanh Nhung,https://poem.tkaraoke.com/89379/.html,
"Nhớ em nhiều có làm gì được đâu
Toàn phải ngủ để dịu đi điều đó
Lỡ nghĩ suy rồi bao đêm lo sợ
Sợ em đẹp sẽ lắm người đi theo.
.
Cuộc đời anh vốn dĩ đã rất nghèo
Chỉ yêu thương, anh là người giàu nhất
Dù chưa nói chắc em biết sự thật
Bao nhớ nhung dồn hết về nơi em.
.
Trong giấc ngủ vẫn chập chờn đêm đêm
Toàn kêu tên mà lại không thành tiếng
Ai cũng bảo anh là người lắm chuyện
Giữa thanh bình say đắm điều luyên thuyên.
.
Biết sao được lỡ yêu đôi mắt huyền
Lỡ nhớ thương vì đôi chút vẹn nguyên
Chỉ mong em trong tim luôn thấu hiểu
Và mang theo bao ký ức đừng quên.
.
Nhớ em nhiều nỗi nhớ càng dày thêm./.
09/9/2018",viết trong nỗi nhớ,,Phùng Mạnh Tiếp,https://poem.tkaraoke.com/89380/.html,
"Thơ họa Nguyễn Thành Sáng & Tam Muội (233)
Châu Thân Bất Ổn
Vóc Ngà Bất An
Trời chuyển cung trầm mưa phất phơi
Mấy Hè hạn hán thấu mùi đời
Đất khô rừng cháy vì thời tiết
Thay đổi liên miên bởi ý trời
Hấp tấp trể làm nên bất cẩn
Đầu trần áo mỏng đội mưa rơi
Chừng trưa xây xẩm mặt tai tái
Vất vưởng vật vờ rã rụng rời
Phụng thể bất an mệt tả tơi
Đầu đau choáng váng ói ra hơi
Châu thân bủn rủn run cầm cập
Chắc cảm thương hàn cần nghỉ ngơi
Nhớ thương da diết lắm Long ơi
Phụng ghé vào đây nhắn mấy lời
Đặng để dạ Long đừng hụt hẫng
Vài hôm khoẻ hẳn Phụng vào chơi
Đừng buồn suy nghĩ chớ chơi vơi
Để xót cõi lòng Phụng rối bời
Thư thái an nhàn vung ngọn bút
Rạng ngời thơ phú gửi muôn nơi.
July 12, 2018
Tam Muội
Âm Thầm Văng Vẳng
Tiếng Chuông Não Nề
Bất ngờ nhận nhắn của người thương
Gợn trái tim anh một nỗi buồn
Em nhuốm bệnh rồi, nơi chốn ấy
Biếng ăn, dã dượi, tím trên giường…
Se lòng, héo hắt, mối tơ vương
Dõi mắt trời xa vọng bóng hường
Yêu dấu, đậm đà sâu tấc dạ
Tháng ngày thắm thiết dưới trăng sương
Gần gũi bên nhau mỗi bước đường
Ấp ôm chí cả vượt ngàn phương
Không màng vất vả hay gian khó
Sớm tối chung vai dựng mảnh vườn
Vóc liễu ngọc ngà vẫn mãi luôn
Nấu nung nhiệt huyết phả can trường
Đêm đàn nắn nót, ngày cung bậc
Cố trải điệp vàng toả sắc hương…
Lỡ chuyến thuyền duyên chẳng thể tường
Cứ hoài vương vấn ảnh Hồn Nương
Giờ đây lo lắng nàng đau yếu
Văng vẳng âm thầm dãy tiếng chuông…
13/7/2018
Nguyễn Thành Sáng",thơ họa nguyễn thành sáng & tam muội (233),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/89381/.html,
"Thơ họa Nguyễn Thành Sáng & Tam Muội (234)
ĐOẠ ĐÀY
Từ ngày anh bỏ ra đi
Ký tên mảnh giấy biệt ly phũ phàng
Ngậm ngùi ray rứt tâm can
Lặng lẽ ngỡ ngàng nghèn nghẹn nhói đau
Ba năm ròng rã lệ sầu
Suối mượt nhạt màu nỗi nhớ thiên thu
Bặt vô âm tín mịt mù
Chiều buông quạnh quẽ trầm u riêng mình
Lang thang dọc mé bờ kinh
Hoài niệm chuyện tình tha thiết đôi ta
Anh giờ thoả mộng phồn hoa
Thống khổ quê nhà thấp thỏm em trông
Thăng trầm con nước bềnh bồng
Lệch sợi chỉ hồng Loan Phụng luỵ vương
Sắt se thổn thức canh trường
Duyên đầu dang dở đoạn trường đắng cay
Thu sang Hạ tới Đông lay
Nỗi niềm dằng dặc ốm gầy xác thân
Thẫn thờ thao thức bần thần
Cha mẹ hẹn lần gá nghĩa chồng con
Em thời muốn giữ sắt son
Chờ đợi mỏi mòn anh tận phương nao
Trăng khuya nhợt nhạt ánh hào
Tình sâu khắc dạ ngọt ngào tặng anh
Mà sao nỡ phụ vội đành
Vứt áo rũ mành đi bỏ lại em
Ưu tư khắc khoải bên rèm
Nhớ thương da diết con tim đoạ đày.
July 12, 2018
Tam Muội
Muốn Được Một Lần
Em vừa trải khúc u hoài
Anh đà “cạn chén” để rồi lại đau
Khi xưa vội kéo sụp cầu
Tháng năm cứ mãi biết bao nghĩ về!…
Người con gái ấy tên Xê
Tặng trao trái đỏ tràn trề yêu thương
Vậy mà vó ngựa buông cương
Khiến nàng da diết đoạn trường xót xa
Đêm đêm văng vẳng sầu ca
Tương tư não nuột loang qua phũ phàng
Kẻ “Kia” cũng chẳng bận màng
Cũng khô cục đá, cũng hàng bạc vôi…
Thời gian chầm chậm dần trôi
Phong trần cát bụi dập vùi tâm tư
Lắm khi thao thức thẫn thờ
Chập chờn dĩ vãng, chơ vơ nỗi niềm!
Đìu hiu, giá lạnh bên thềm
Lần vào ký ức êm đềm thuở xanh
Mới hay nhớ mảnh trăng thanh
Mới thầm nối tiếc ôm đàn thả sông…
Trọn đời canh cánh cõi lòng
Hận mình sao nỡ quay vòng nhổ neo
Đẩy tình lông lốc xuống đèo
Tả tơi tan tác chìm theo sóng gờn…
Bao thu muốn được một lần
Nghe lời oán trách, nghe hờn của em…
Cho từ sâu thẳm con tim
Trào lên day dứt đẩy thuyền vỡ toang!
14/7/2018
Nguyễn Thành Sáng",thơ họa nguyễn thành sáng & tam muội (234),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/89382/.html,
"NAM MÔ… phật
Ngõ chùa cong lượn dặm sông
Trái đa chín mọng, cánh đồng bơ vơ
Nghiêng chiều cõi mộng vô miên
Nâu màu bạc cũ, ni cô việc làm.
Trẻ con vui vẻ quây quần
Thầy sư ngó nhìn trái khế chua ngọt
Bài kinh tụng niệm khuya đêm
Phật cùng với người tích tắc thì giờ.
Hoá giải lưỡi kẽ thạch thùng
Kêu đêm vách tường, quả sung mọng già
Thì xào chiếc lá cây đa
Tâm người tĩnh lặng như là chưa xong.
Nam Mô… Cửa Phật, cõi âm
Sân chùa ta đứng ngước nhìn trời cao !
(Thích Thanh Hoạ )
12.08.2018
Ảnh minh hoạ (trang này không có ảnh)",nam mô… phật,,Thanh Nhung,https://poem.tkaraoke.com/89383/.html,
