Original,Edited,Title,Genre,Author,URL,"Data
usable"
,"Nhạc xưa ập đến chiều đông lạnh
Một đóa hoa vàng vươn cánh nghe
Có tiếng ngây ngô thời dĩ vãng
Mang theo nỗi nhớ đến bên hè
Nhạc mang hương của mùa xuân cũ
Hương giấy học trò hương trẻ thơ
Nhạc đổ vào xuân ngàn ký ức
Những ngày thơ ấu đẹp như mơ
Ta tìm trong gió trầm hương cũ
Tìm phút giao thừa tiếng pháo vang
Tìm khói đùa bên nồi bánh tét
Tìm ta xao xuyến cánh mai vàng
Nhạc xuân giờ trỗi giữa rừng hoang
Nỗi nhớ rơi trên thảm lá vàng
Đâu có gì đâu ... rừng khẽ nói
Chỉ là câu chuyện của thời gian HS",nhạc xuân,,Hoàng Sa,https://poem.tkaraoke.com/28463/.html,
,"Gió xuân
lay chỗ anh ngồi
Nhớ sao là nhớ
nụ cười của em
Dư hương
còn đọng bên thềm
Nàng xuân khơi dậy
một miền nhớ nhung
Nhớ người
trong cõi mông lung
Tóc tơ rơi rớt
một vùng chiêm bao
Gió về
cho nhớ lao xao
Em ơi
có sợi gió nào của em?",gió xuân,,Hoàng Sa,https://poem.tkaraoke.com/28464/.html,
,"thì tôi đã
đạp lên màu của lá
bước úa vàng
khua động
góc rừng hoang
tiếng chim nào
hòa điệu
với khô khan
cho mắt nai
chợt ngỡ ngàng
nhìn lại
thì tôi đã
rơi bước chân ngần ngại
đường cỏ mềm
đón lấy tiếng bâng quơ
ai bảo hư không hiền như chú thỏ
để tôi lạc vào
một cánh rừng mơ
thì tôi đã
ghép hư ảo vào thơ
tiếng em yêu
tôi để lại
tôi chờ
vì tôi đã
nghe hương rừng buồn quá
buồn như là
cây lá của hư vô",thì tôi đã...,,Hoàng Sa,https://poem.tkaraoke.com/28465/.html,
,"Anh bay lên ngọn tình sầu
Thấy đời là khúc sông sâu lạnh lùng
Em con cá nhỏ vẫy vùng
Ngàn thu trôi nổi giữa dòng trầm luân
Mưa còn rơi giọt gian truân
Đá nằm chờ đợi mùa xuân trở về
Nghe trong ngày tháng đam mê
Tiếng chim khuyên hót não nề từng đêm",trên ngọn tình sầu,,Đỗ Hồng (Dohuhong),https://poem.tkaraoke.com/28466/.html,
,"Cội hoa đó ngủ mê trong nắng
Anh qua đường thinh lặng tháng giêng
Vai mang nhẹ thoáng ưu phiền
Mùa đông còn lại cõi riêng ghé vào
Như có sóng lao xao trí nhớ
Vỗ về từ một thuở trăm năm
Tình xưa chưa vội đi nằm
Mà lòng đã xuống điệu trầm vần thơ
Trong thơ gặp bất ngờ hạnh phúc
Kỷ niệm về chen chúc yêu thương
Gửi em làn gió vấn vương
Cho hoa thức giấc giữa đường xuân sang",gọi hoa thức giấc,,Đỗ Hồng (Dohuhong),https://poem.tkaraoke.com/28467/.html,
,"Pháo nổ vang trời đất khách
Hoà theo tuyết lạnh thâu đêm
Giao thừa đếm lệ buồn tênh
Ngẫm về quê mẹ, lênh đênh thuở nào
Phố núi đèn hoa rực rỡ
Tiếng cười nức nở đón xuân
Lòng ta nghe nặng nghìn cân
Chất đầy nỗi nhớ, người thân mịt mù
Đèn lụn não nùng chiếc bóng
Nốc sầu thầm ngóng tình quê
Tháng năm dâu bể lê thê
Chít vành tang trắng vọng về cố hương
Tuyết vỡ ngập đường pháo đỏ
Tàn đêm phố nhỏ ngủ yên
Mình ta ngồi vắt ưu phiền
Giang sơn hồn liệm, triền miên quật mồ !
Norway 01.01.08",giao thừa đất khách,,Vivi,https://poem.tkaraoke.com/28468/.html,
,"Mẹ ơi con sẽ về bên Mẹ
Xuân năm nay để khỏi thẹn với lòng
Đã bao năm rồi con không thể...
Chăm sóc Mẹ già khi gió rét tàn Đông
Con sẽ về châm lại ngọn lửa hồng
Ngồi bên Mẹ thì thầm to nhỏ
Sẽ kể Mẹ nghe
....những chuỗi ngày thương nhớ
....và nỗi cô đơn trĩu nặng khôn cùng
Rồi con lại được ôm Mẹ vào lòng
Cám ơn Mẹ cả một đời vất vả
Mùa Xuân trôi trên tóc bời hối hả
Nước mắt cạn dần theo năm tháng nhớ mong
......đứa con xa vẫn biền biệt - núm ruột nồng
Mẹ ơi !
Dù đời có rêu phong
Con vẩn nhớ...
Lời Mẹ hiền từ thuở còn thơ
Dẫu biển có hóa dâu, sông bồi lở...
Thì quê hương vẫn là điểm Mẹ đợi chờ
...
Tết này con hứa sẽ trở về
Cơm dưa cà quây quần bên Mẹ
Con sẽ kể Mẹ nghe...
Con bây giờ cũng đã có con gọi bằng Mẹ
Con bây giờ không còn là cô bé
Mà cuộc đời cũng đã trải nắng mưa
Bao mùa Đông Tình khao khát, bơ vơ
Hai mươi năm quê người trăn trở
Hai mười năm xa Me nặng lòng...
Hai mươi năm...vời vợi bên song
Dõi mắt xa xăm nhìn về cố quốc
Hai mươi năm thao thức...
dõi trông vời nơi không có... mùa Đông
....
Con sẽ về bên Mẹ
Con nhớ Mẹ vô cùng...",con sẽ về...,,DT,https://poem.tkaraoke.com/28469/.html,
,"Làn gió tình yêu, gió của em
Thổi vào hồn dạ lúc trời đêm
Muôn sao lấp lánh trên cao đó
Làn gió đem về khúc ấm êm
Làn gió ấm nồng, gió của anh
Đưa em vào giấc mộng trong lành
Đi lên cung quảng đêm hoàng nguyệt
Điệu vũ nghê thường vui múa quanh
Làn gió ân tình đôi chúng ta
Muôn ngàn tinh tú giữa ngân hà
Xoay vòng chúc phúc đêm trăng gió
Vạn lá cây rừng reo tiếng ca
Làn gió muôn đời mãi vấn vương
Mang về khắp chốn, mọi con đường
Hương trầm ngan ngát đêm huyền diệu
Tình khúc vô cùng luôn mến thương
Làn gió tự tình giữa tháng đông
Cho màu tuyết trắng bỗng ra hồng
Cho cây rét lạnh bừng mầm sống
Cho rạng mai về đã hết đông",gió em gió anh,,Nguyên Đỗ,https://poem.tkaraoke.com/28470/.html,
,"Nhận lời giã biệt từ anh,
Nghe như vụn vỡ... đời dành riêng em!
Lắng hồn nghe tiếng dịu êm
Một lần sau cuối! Bên thềm_ Chia tay...
Được bao nhiêu dịp xum vầy?
Được bao thương, nhớ... cùng xây mộng tình?
Từ chiều sương đến bình minh
Em thường lạc bước... vô hình cõi mơ
Miên man theo những vần thơ
Mắt tìm trăng sáng, mây mờ... tỉ tê
Chốn quê xưa, em tìm về
Hương yêu thuở nọ, say mê mộng cùng!
Tưởng nhạc tình điệu thuỷ chung
Đâu hay dây đứt, vãi vun nốt chìm
Thế thôi đành, lạc nhịp tim
Tiễn chân anh bước_ Em tìm lẽ quên...",em tìm lẽ quên...,,Tóc Nâu,https://poem.tkaraoke.com/28471/.html,
,"Dõi bóng mây, em thấy đời phẳng lặng
Vạt nắng chiều gợi lên những hư hao
Bóng tình xưa giờ đang ở nơi nào?
Sau giông tố, vườn tình đà hoang phế.
Anh nghe không, lời kinh buồn kệ nệ
Khói trầm hương quyện theo lối mộng du
Hẹn thề xưa chìm theo dáng sương mù
Tan trong nắng của bầu trời rực sáng!
Ta rẽ đôi ở ngả tình lãng mạn
Tay rời tay, mắt tìm mắt, môi đau...
Tặng cho nhau nụ hôn cuối phai màu
Và cố quyết không níu hồn nhau lại.
Đi đi anh, con đường còn xa ngái
Đừng quay về nơi cuối ngả đau thương,
Bao xót xa, say đắm của tình trường
Rồi qua hết..., chỉ còn lời Ly Biệt...!",chỉ còn lời ly biệt,,Tóc Nâu,https://poem.tkaraoke.com/28472/.html,
