Original,Edited,Title,Genre,Author,URL,"Data
usable"
,"Thương nhớ ơ hờ, thương nhớ ai?
Sông xa từng lớp lớp mưa dài
Mắt kia em có sầu cô quạnh
Khi chớm heo về một sớm mai?
Rét mướt mùa sau chừng sắp ngự
Bên này em có nhớ bên kia
Giăng giăng mưa bụi quanh phòng tuyến
Hiu hắt chiều sông lạnh bến Tề
Khói thuốc xanh dòng khơi lối xưa
Đêm đêm sông Đáy lạnh đôi bờ
Thoáng hiện em về trong đáy cốc
Nói cười như chuyện một đêm mơ
Xa quá rồi em người mỗi ngã
Bên này đất nước nhớ thương nhau
Em đi áo mỏng buông hờn tủi
Dòng lệ thơ ngây có dạt dào ?",Đôi bờ,Bảy chữ,Quang Dũng,https://poem.tkaraoke.com/10000/.html,334.0
"Em tan trường về
Ðường mưa nho nhỏ
Chim non dấu mỏ
Dưới cội hoa vàng
Bước em thênh thang
Áo tà nguyệt bạch
Ôm nghiêng cặp sách
Vai nhỏ tóc dài
Anh đi theo hoài
Gót giày thầm lặng
Ðường chiều uá nắng
Mưa nhẹ bâng khuâng
Em tan trường về
Cuối đường mây tỏ
Anh tìm theo Ngọ
Dáng lau lách buồn
Tay nụ hoa thuôn
Vương bờ tóc suối
Tìm lời mở nói
Lòng sao ngập ngừng
Lòng sao rưng rưng
Như trời mây ngợp
Hôm sau vào lớp
Nhìn em ngại ngần
Em tan trường về
Ðường mưa nho nhỏ
Trao vội chùm hoa
Ép vào cuối vở
Thương ơi vạn thuở
Biết nói chi nguôi
Em mỉm môi cười
Anh mang nỗi nhớ
Hè sang phượng nở
Mà chẳng gặp nhau
Ôi mối tình đầu
Như đi trên cát
Bước nhẹ mà sâu
Mà cũng nhòa mau
Tưởng đã phai màu
Đường chiều hoa cỏ
Mười năm rồi Ngọ
Tình cờ qua đây
Cây xưa vẫn gầy
Phơi nghiêng dáng đỏ
Áo em ngày nọ
Phai nhạt mấy màu
Chân theo tìm nhau
Còn là vang vọng
Ðời như biển động
Xóa dấu ngày qua
Tay ngắt chùm hoa
Mà thương mà nhớ
Phố ơi muôn thuở
Giữ vết chân tình
Tìm xưa quẩn quanh
Ai mang bụi đỏ
Dáng em nho nhỏ
Trong cõi xa vời
Tình ơi! tình ơi!","Em tan trường về
Ðường mưa nho nhỏ
Chim non dấu mỏ
Dưới cội hoa vàng
Bước em thênh thang
Áo tà nguyệt bạch
Ôm nghiêng cặp sách
Vai nhỏ tóc dài
Anh đi theo hoài
Gót giày thầm lặng
Ðường chiều uá nắng
Mưa nhẹ bâng khuâng
Em tan trường về
Cuối đường mây tỏ
Anh tìm theo Ngọ
Dáng lau lách buồn
Tay nụ hoa thuôn
Vương bờ tóc suối
Tìm lời mở nói
Lòng sao ngập ngừng
Lòng sao rưng rưng
Như trời mây ngợp
Hôm sau vào lớp
Nhìn em ngại ngần
Em tan trường về
Ðường mưa nho nhỏ
Trao vội chùm hoa
Ép vào cuối vở
Thương ơi vạn thuở
Biết nói chi nguôi
Em mỉm môi cười
Anh mang nỗi nhớ
Hè sang phượng nở
Mà chẳng gặp nhau
Ôi mối tình đầu
Như đi trên cát
Bước nhẹ mà sâu
Mà cũng nhòa mau
Tưởng đã phai màu
Đường chiều hoa cỏ
Mười năm rồi Ngọ
Tình cờ qua đây
Cây xưa vẫn gầy
Phơi nghiêng dáng đỏ
Áo em ngày nọ
Phai nhạt mấy màu
Chân theo tìm nhau
Còn là vang vọng
Ðời như biển động
Xóa dấu ngày qua
Tay ngắt chùm hoa
Mà thương mà nhớ
Phố ơi muôn thuở
Giữ vết chân tình
Tìm xưa quẩn quanh
Ai mang bụi đỏ
Dáng em nho nhỏ
Trong cõi xa vời
Tình ơi! tình ơi!",ngày xưa hoàng thị,Bốn chữ,Phạm Thiên Thư,https://poem.tkaraoke.com/10001/.html,
"Nắng chia giữa bãi, chiều trôi...
Vườn hoa trinh nữ xếp đôi lá sầu.
Sợi buồn con nhện quăng mau;
Em ơi ! Hãy tỉnh... anh hầu ngủ đây.
Lòng anh khép với quạt này;
Trăm con chim gãy cánh bay ngang giường.
Ngủ đi em, mộng bình thường!
Ru em lạc tiếng dương thùy vài nơi...
Cây dài bóng ngả rối bời...
Hồn em có chín một đời chia phôi?
Tay anh em hãy buông rơi,
Cho anh nghe nhẹ trái đời vỡ tan...","Nắng chia nửa bãi; chiều rồi...
Vườn hoang trinh nữ xếp đôi lá rầu.
Sợi buồn con nhện giăng mau;
Em ơi! Hãy ngủ... anh hầu quạt đây.
Lòng anh mở với quạt này;
Trăm con chim mộng về bay đầu giường.
Ngủ đi em, mộng bình thường!
Ru em sẵn tiếng thùy dương mấy bờ...
Cây dài bóng xế ngẩn ngơ...
- Hồn em đã chín mấy mùa thương đau?
Tay anh em hãy tựa đầu,
Cho anh nghe nặng trái sầu rụng rơi...",Ngậm ngùi,Lục bát,Huy Cận,https://poem.tkaraoke.com/10003/.html,
"Trời đẹp như trời mới tráng gương,
Chim ca, tiếng sáng rộn ven biển.
Có ai bên cửa, ngồi hong tóc
Cho chẩy lan thành một suối hương...

Sắc biếc giao nhau, cành bắt cành,
Nước trong, hồ ngợp thủy tinh mắt,
Chim bay cánh chĩu trong xuân ý,
Em đợi chờ ai, khuất bức mành ?

Giữa một giờ thiêng, tình rất đẹp,
Rất buồn và rất... rất thanh thanh
Mày ai bán nguyệt, người ai nhỏ,
Em ạ! yêu nhau... chết cũng đành !","Trời đẹp như trời mới tráng gương,
Chim ca, tiếng sáng rộn ven tường.
Có ai bên cửa, ngồi hong tóc
Cho chẩy lan thành một suối hương...

Sắc biếc giao nhau, cành bắt cành,
Nước trong, hồ ngợp thủy tinh xanh,
Chim bay cánh chĩu trong xuân ý,
Em đợi chờ ai, khuất bức mành?

Giữa một giờ thiêng, tình rất đẹp,
Rất buồn và rất... rất thanh thanh
Mày ai bán nguyệt, người ai nhỏ,
Em ạ! yêu nhau... chết cũng đành!",xuân ý,Bảy chữ,Hồ Dzếnh,https://poem.tkaraoke.com/10004/.html,
"Từ gió xuân đi gió hạ sang
Anh thương thầm nhớ bóng ai ngang
Bên em, mỗi lúc trên đường vắng
Hóng gió cho lòng chút nhẹ nhàng!

Em có ngờ đâu những tối rằm
Trăng vàng trải ánh, sóng lặng câm
Anh đi chầm chậm như mê ngủ
Hứng lấy hương thầm trong tóc em

Bên khóm thùy dương em nghiêng nghiêng
Bên này bờ liễu anh ngóng nghiêng
Say lòng ai buộc mùi hương thoảng
Thương cái mắt huyền chẳng dám tin

Ngày ấy xuân về em lớn lên
Thấy anh em lại cất lặng im
Nhưng mà năm tháng trôi đi mãi
Anh cứ ôm hoài một bóng đêm","Từ gió xuân đi gió hạ về
Anh thường gởi gắm mối tình quê
Bên em, mỗi lúc trên đường cái
Hóng mát cho lòng được thoả thuê!

Em có ngờ đâu trong những đêm
Trăng ngà giãi bóng, mặt hồ êm
Anh đi thơ thẩn như ngây dại
Hứng lấy hương nồng trong áo em

Bên khóm thùy dương em thướt tha
Bên này bờ liễu anh trông qua
Say mơ vướng phải mùi hương ướp
Yêu cái môi hường chẳng nói ra

Độ ấy xuân về em lớn lên
Thấy anh em đã biết làm duyên
Nhưng thời gian vẫn trôi đi mãi
Yêu dấu lòng anh ôm hận riêng ",Âm thầm,Bảy chữ,Hàn Mặc Tử,https://poem.tkaraoke.com/10005/.html,
"Trăng nằm sóng xô trên cành liễu
Đợi gió đông về để lả lơi
Hoa lá ngây tình không muốn động
Lòng em hồi hộp, chị Hằng ơi.

Trong khóm vi vu rào rạt mãi
Tiếng lòng ai nói? Sao im đi?
Ô kìa, bóng nguyệt trần truồng tắm
Lộ cái khuôn vàng dưới đáy khe.

Vô tình để gió hôn lên má
Bẽn lẽn làm sao lúc nửa hôm
Em sợ lang quân em biết được
Nghi ngờ tới cái tiết trinh em.","Trăng nằm sóng soải trên cành liễu
Đợi gió đông về để lả lơi
Hoa lá ngây tình không muốn động
Lòng em hồi hộp, chị Hằng ơi.

Trong khóm vi vu rào rạt mãi
Tiếng lòng ai nói? Sao im đi?
Ô kìa, bóng nguyệt trần truồng tắm
Lộ cái khuôn vàng dưới đáy khe.

Vô tình để gió hôn lên má
Bẽn lẽn làm sao lúc nửa đêm
Em sợ lang quân em biết được
Nghi ngờ tới cái tiết trinh em.",bẽn lẽn,Bảy chữ,Hàn Mặc Tử,https://poem.tkaraoke.com/10006/.html,
"Rào rào gió thổi xa phương lại
Buồn đâu say ngấm áo ai bay
Lay bay hát vọng, ơ buồn lạ
E buồn mộng tưởng đến đêm dài.

Nắng sao như lửa ngày xưa ấy
Nắng vàng mắt thấy duyên xa đâu
Muốn gởi thương người bên cổ độ
Mà sao chẳng thể nói thành câu.

Chiều xưa nhạc cũ nóng ran lên
Không ai đi để lỗi con thuyền
Nguồn thơ mãi ứa tràn đôi mắt
Tờ giấy hoa tiên cũng nhoè tên.","Rao rao gió thổi phương xa lại
Buồn đâu say ngấm áo xuân ai
Lay bay lời hát, ơ buồn lạ
E buồn trong mộng có đêm nay.

Nắng sao như nắng đời xưa ấy
Nắng vàng con mắt thấy duyên đâu
Muốn gởi thương về người cổ độ
Mà sao tình chẳng nói cho đau.

Chiều xưa khúc nhạc nóng ran lên
Không có ai đi để lỗi thuyền
Nguồn thơ ứa mãi hai hàng lệ
Tờ giấy hoa tiên cũng ướt mèm.",Buồn ở đây,Bảy chữ,Hàn Mặc Tử,https://poem.tkaraoke.com/10007/.html,
"Ấp úng đéo ra được nửa lời,
Tình thu bi sầu lắm thu ơi!
Vội vàng cánh nhạn bay đi trớt.
Hiu hắt hơi may thoảng lại rồi...
Nằm gắng đã không thành mộng được,
Ngâm tràn cho đỡ lúc buồn thôi.
Ngàn trùng bóng liễu trông xanh ngắt,
Cảnh sắp về đông mắt đã vơi.","Ấp úng không ra được nửa lời,
Tình thu bi thiết lắm thu ơi!
Vội vàng cánh nhạn bay đi trớt.
Hiu hắt hơi may thoảng lại rồi...
Nằm gắng đã không thành mộng được,
Ngâm tràn cho đỡ lúc buồn thôi.
Ngàn trùng bóng liễu trông xanh ngắt,
Cảnh sắp về đông mắt đã vơi.",buồn thu,Thất ngôn bát cú Đường Luật,Hàn Mặc Tử,https://poem.tkaraoke.com/10008/.html,
,"Hàn Mặc Tử (1912-1940)
Nhà thơ với cuộc đời đau thương có một không hai này, tên thật là Nguyễn Trọng Trí, sinh ngày 22-9-1912 ở Lệ Mỹ (Đông Hới). Ông làm thơ từ thuở nhỏ. Lấy hiệu là Phong Trần và Lệ Thanh, trong những năm 16 tuổi. Vốn ở Qui Nhơn từ nhỏ. Cha mất sớm, nhà nghèo. Học đến năm thứ ba ở trường Qui Nhơn, kế đó mắc bịnh hủi, đưa vào nhà thương Qui Hòa rồi mất ở đó, ngày 11-10-1940.
Ông từng chủ trương tờ phụ trương văn chương báo Saigon mới đổi hiệu là Hàn Mặc Tử.
Đã đăng thơ: Phụ Nữ Tân Văn, Saigon, Trong Khuê Phòng, Đông Dương Tuần Báo, Người Mới.
Đã xuất bản: Gái quê (1936), Thơ Hàn Mặc Tử (1959) gồm có: Thơ Đường Luật, Gái Quê, Đau Thương, Xuân Như Ý.
Tất cả các thi phẩm nầy được nhà xuất bản Tân Việt in lại (1959). Càng ngày thơ Hàn Mặc Tử càng được phổ biến rộng và có nhiều người say sưa. Phần nhiều những người mê thơ Hàn Mặc Tử, lớp thanh niên ngày nọ... thường lê thê lếch thếch ở cá hè quán dơ bẩn và điên loạn... họ điên loạn để tỏ ra giống Hàn Mặc Tử, họ bày đặt đau thương khốn đốn, thơ thì dùng chữ cho sáo, cho kêu, tiếc rằng không tìm được một HànMặc Tử thứ hai để cho mình chiêm ngưởng.
Ngày nào còn bình tỉnh tôi chỉ thích đọc thơ Xuân Diệu, thơ Lưu Trọng Lư với những linh hồn sầu mộng muôn đời đó, cũng như những người làm thơ hôm nay... cái nhẹ và cao sâu của Trần Dạ Từ, Đỗ Qui Toàn và những bài thơ lục bát của Trần Đức Uyển vậy... nhưng, lúc tỉnh cũng như lúc điên... giòng thơ Việt với đôi hình sắc lạ thường rẻ thành hai nẻo... cùng hướng vọng về ân sủng của Thượng Đế, chỉ có Huy Cận ngày xưa, không cầu mong Thượng Đế điều gì, vì thi nhân mang cả cái linh hồn trần gian nầy mà trả lại cho Người. Nhưng đến lúc sầu hận điên đảo khôn nguôi, tôi trở về với Ôn Như Hầu... với Chế Lan Viên... và nhất là với Hàn Mặc Tử. Thơ không vốn để vỗ về lấy đau thương của ai cũng không phải để nói lên cái đau khổ, mà để tạo lập một vũ trụ một cõi mới lạ... điều nói của Loài Người cả đấy thôi... thì dù ở đâu, ở hoang đảo nào, ở một thế giới nào đi nữa, chúng ta vẫn cắm lều cô độc, chúng ta vẫn đến cái đỉnh chót vót của tâm hồn tẻ quạnh của ta và chừng đó hoặc là trở về cô độc bằng thái độ sống, nếu không, thì chúng ta sẽ điên, điên như Chế Lan Viên, kinh dị như Hàn Mặc Tử và sau này trên một nguồn đó còn có nhà thơ Viên Linh với Hóa Thân xuất bản vừa rồi.
Nhà thơ đi lọc ánh sáng để gieo vần, đơn độc đẩm mình trong suối ngọc cỏ thơm, trong niềm đau thương xô đẩy đến một thế giới trăng sao lộng lẫy. Thi ca là nguồn suối ở trên cõi siêu hình đảo lộn cả mọi suy tưởng đậm đà của tình nhân gian sầu mộng. Ở đó chỉ có linh hồn thi nhân và trân châu ngọc bích của Thượng Đế. Ở đó sự kỳ lạ được nhà thơ điểm vào óng ánh tinh khí, thực thể trơ thành huyền hoặc lý lẽ cõi đời không có đất nẩy mầm, cõi điên loạn dị thường được soi trong cặp kính của một vì Sáng Thế, được gảy bởi cung đàn thiên tiên bất tuyệt.
Từ lắng nghe niềm đau thương vọt máu của sự tình đến khao khát ân ái của nhục thể, từ lang thang cô đơn ở trong xã hội gọi là chỗ hợp quần này tương trợ và thông cảm này... rốt lại chỉ còn vò võ từng đêm, hoảng hốt và đau buốt xương da từng đêm trong bệnh viện Qui Hòa. Từ cõi bị đày này, thi nhân xưa vẫn là người tiên ở thượng giới cho đến cõi tạm bợ đày đọa này, rồi lại bị đày thêm lần nữa ở một vũng cô liêu cũ vạn đời...
Với niềm đau thương của Hàn Mặc Tử người đời còn có thể nhắc tới. Nhưng tiếc rằng nhắc tới để cảm thấy một cuộc đời rất là say đắm... rất là khốn cùng... rất là thơ mộng!!! Chứ nào ai đã cảm nhận một người đó vượt khỏi cái âm u, hoang lạnh của hư vô bủa vây trùng điệp... đen tối mịt mù như thứ mê hồn trận. Những giờ phút tê điên hồn phách, sượng sùng xương da, ở giữa một căn nhà với ngọn nến, trông ra bốn bể đêm tối bủa vây, bãi tha ma hoang lạnh. Linh hồn kinh dị đến tột cùng, choán ngộp cơ hồ nghẹt thở... đau đớn bốc dậy cùng từng sớ thịt, từng đường gân, từng mạch máu, từng phút từng lo âu và khẩn nguyện.
Như một kẻ lâm vào ác mộng, vũ trụ quay cuồng, vang vọng đến tiếng gọi rợn người của tử thần rình rập. Cựa quậy khôn thoát, cuối cùng thể xác đành ngã gục... đành tê điên, đành tan rả, nhưng linh hồn Người đã đến một nơi cư ngụ bình yên... Trong đời ta, ít nhất là ta đã va chạm một lần với cái chết khủng khiếp, ta mê cuồng và thét gọi; ta điên đảo và bấu víu vào đời sống này một cách vừa bi thảm vừa run sợ. Ít nhất là như thế... ta mới cảm thông với một người trải nhiều ác mộng, luôn luôn thấy bàn tay lông lá của tử thần vương đến chụp xuống đầu cổ, vò bóp xương da. Cuộc chiến đấu bất lực của con người với định mệnh ác nghiệp, cuộc chiến đấu giữa thể xác tanh hôi ghì kéo linh hồn chìm ngập trong đó, và ý chí thi bay vượt lên, điểm linh hồn với cõi trú ngụ mông lung mù mịt của thế giới trăng sao huyền hoặc của tho Người.
Thơ Hàn Mặc Tử không nên đọc trong lúc bình tỉnh vì nó sẽ dẫn ta vào chơi vơi hoang đảo trong đêm biển mù tăm. Nhưng lúc quá đau thương, ta vào cõi thơ của người để mà lảo đảo, hít làn tinh khí trăng sao, của hoa trái thanh tân, nhìn thấy ngất trời tinh đẩu, với nỗi đau đớn lạ thường, cảm giác lạnh tê. Ở đó, ta chịu nhận hồn ta vào cõi vô cùng nọ, ta cùng lùa ánh sáng như lùa một thứ tình mộng, như lù những làn sóng trong ngần của bầu trời tinh mơ, của biển vàng rực rỡ. Ta sẽ vơi bớt nỗi đau đớn mà cảm thấy một hồng ân, bánh mật của Thượng Đế. Và kẻ nào từ chối thứ bánh mật đó, từ chối mọi ân sủng thiêng liêng đó... cũng đứng lên than vãn cõi đời ô trọc làm chi nữa, đừng tìm làm chi nữa hạnh phúc ở trong cõi trần này. Nếu có gan liều phó mặc với triều sóng thời gian đẩy ra khơi mãi thì đừng đọc thơ Hàn Mặc Tử nữa, sẽ tự dựng lấy một thế giới riêng, ở đó mặc tình vùng vẫy.
Nói về thơ Hàn Mặc Tử, ngẫm nghĩ lại, mình không nói được gì cả... bao nhiêu lời từ trước đến giờ như là cây mục, như là cỏ khô... bởi vì thơ người quá ư tràn trề ánh sáng, nhưng lúc tắm trong vùng ánh sáng nọ, thoát nó lại biến mất... lúc ta ngỡ thơ chàng là ánh sáng thái dương thì thơ chàng lại là vầng trăng thiên cổ... lúc ta nắm được linh hồn, nắm được bản chất thơ của Người ở cõi đời này... thì thơ chàng đâu có... mà ta cầm nắm đâu, vì:
Người thơ chưa thấy ra đi nhỉ?
Trinh bạch ai chôn tận đáy mồ.
Và chân lý mà ta thấy được ở tận cõi xa mù nào... không thể hiểu nỗi nữa!
Trần Tuấn Kiệt
_______________________________________
* Trích Thi Nhân Việt Nam Hiện Đại - Quyển I của Trần Tuấn Kiệt.",Tiểu sử,Xóa,Trần Tuấn Kiệt,https://poem.tkaraoke.com/10009/.html,
"Sao anh không về chơi thôn Vĩ?
Nhìn nắng hàng cau nắng mới lên.
Vườn ai mướt quá xanh như ngọc
Lá trúc che ngang mặt chữ tài.

Gió theo lối gió, mây đường mây,
Dòng nước buồn thiu, hoa lay bắp...
Thuyền ai đậu bến sông Trăng đó,
Có chở trăng về kịp tối nay?

Mơ khách đường xa, khách đường xa
Áo em trắng quá nhìn không ra...
Ở đây sương khói mờ nhân ảnh
Ai biết tình ai có đậm đà?","Sao anh không về chơi thôn Vĩ?
Nhìn nắng hàng cau nắng mới lên.
Vườn ai mướt quá xanh như ngọc
Lá trúc che ngang mặt chữ điền.

Gió theo lối gió, mây đường mây,
Dòng nước buồn thiu, hoa bắp lay...
Thuyền ai đậu bến sông Trăng đó,
Có chở trăng về kịp tối nay?

Mơ khách đường xa, khách đường xa
Áo em trắng quá nhìn không ra...
Ở đây sương khói mờ nhân ảnh
Ai biết tình ai có đậm đà?",đây thôn vĩ dạ,Bảy chữ,Hàn Mặc Tử,https://poem.tkaraoke.com/10010/.html,
