Edited,Title,Genre,Author,URL
"TÌNH CHÚNG MÌNH THƯƠNG YÊU
Nắng thì nóng điện cuồng
Cao vô cùng kỷ lục
Em vẫn còn luống cuống
Tình chúng mình thương yêu
Em xinh tươi vi diệu
Em hiền ngoan tuyệt voi
Em vẫn còn nhỏ xíu
Tình chúng mình sáng soi
Nhìn ánh dương rạng ngời
Chiếu vô vàn ánh sáng
Em vẫn còn tươi mới
Tình chúng mình mênh mang
Em dễ thương dịu dàng
Em lung linh lóng lánh
Em vẫn còn lãng mạn
Tình chúng mình trong xanh
Trần Minh Hiền Orlando ngày 19 tháng 5 năm 2024",tình chúng mình thương yêu,,Trần Minh Hiền,https://poem.tkaraoke.com/125126/.html
"CHỈ CÒN...
Chỉ còn đêm với ta thôi
Chỉ còn ta với nỗi đời đắng cay
Chỉ còn một đám mây bay
Chỉ còn thu với cuộc ngày dối gian
Chỉ còn mấy giọt mưa tan
Chỉ còn bong bóng rã làn cuối sân
Chỉ còn một áng phong vân
Chỉ còn trăng trả nợ nần bến xưa
Chỉ còn chiếc lá vàng đưa
Chỉ còn một đám sao thưa tắt dần
Chỉ còn mỗi tiếng chuông ngân
Chỉ còn sương sớm vũ vần bến quê
Chỉ còn trắng một bờ đê
Chỉ còn nỗi nhớ đêm về chưa nguôi
Chỉ còn một bóng chiều trôi
Chỉ còn ta với đêm ngồi nhớ nhau ./.
LCT 03/10/2023",chỉ còn !,,Lê Cảnh Tiến,https://poem.tkaraoke.com/125128/.html
"TRƯỜNG XƯA KỈ NIỆM
Em không về ngôi trường cũ thăm anh
Cánh phượng rơi không còn ai ngồi nhặt?
Tà áo mộng mơ  trôi mau khoảnh khắc
Điệu nhạc chia tay rơi rụng rã rời
Em mau quên đạp gãy nhánh bồi hồi
Vùng hoa cỏ bướm ong về tình tự
Mũi tên ngày xưa bắn vào quá khứ
Rỉ rả, âm thầm giọt máu đau thương
Tính nhẩm thời gian rời bỏ ngôi trường
Năm chẵn lẻ buồn vương thời tóc rối
Anh yêu em vướng vòng vây tội lỗi
Gỡ  tơ lòng thòng, rối rắm nghìn năm
Dấu chân xưa giẫm nát những thanh âm
Kỉ niệm vùi chôn bến bờ quên lãng
Người với người qua khói sương lãng đãng
Bóng nắng ngập ngừng rũ rượi phai phôi
Em không về trường cũ đời cút côi
Những điệp khúc quay cuồng muôn nông nổi
Nhánh phượng hồng buông từng cơn hấp hối
Ngọn gió cuốn đi về cõi xa mờ
Ngày 4/5/2024
Thiên Ân ( Bình Dương )",trường xưa kỉ niệm,,Thiên Ân,https://poem.tkaraoke.com/125129/.html
"ĐỢI CHỜ TRONG ĐÊM
Vẫn ánh đèn đêm rọi cửa phòng
Ai còn thắc thỏm nỗi chờ mong
Người đôi mắt lệ sầu loang biển
Kẻ một miền thơ đã vướng dòng
Lại buổi trăng mờ sâu ngõ đứng
Đây mùi tửu nhạt lắng hồn đong
Vườn xuân đỏ úa màu tơ nguyệt
Thiết nghĩ cần chi phải bận lòng ./.
LCT 20/05/2024",đợi chờ trong đêm,,Lê Cảnh Tiến,https://poem.tkaraoke.com/125130/.html
"MỘT THOÁNG
(Gieo vần tiếp)
Gió thấy gì?
Đôi hàng mi
Đậm một chút
Cười cong vút…
Mộng vẫn vun
Ước nụ hôn
Lên môi đẹp
Vừa thẹn khép…
Mây nhìn xem
Mái tóc em
Như liễu rủ
Đang nhắn nhủ…
Dẫu cho dù
Làn gió thu
Vừa trêu ghẹo
Có tí tẹo…
19-05-2024
Nguyên Hữu",một thoáng,,Nguyên Hữu,https://poem.tkaraoke.com/125131/.html
"BƠ VƠ
Trời mưa…
Vắng bóng bạn hiền
Quanh tôi chỉ có nỗi buồn
Lẻ loi.
Muốn vui… ôi hỡi cuộc đời
Trêu đùa, hành hạ, tơi bời, xác xơ…
Bơ vơ
Xứ lạ
Quê người
Tìm đâu?
Tôi hỏi: “tìm đâu? Bạn hiền”…
08-2007
Nguyên Hữu",bơ vơ,,Nguyên Hữu,https://poem.tkaraoke.com/125132/.html
"TÌNH CHÚNG MÌNH UYÊN ƯƠNG
Thơ chi là tưởng tượng
Đời chỉ là ảo tưởng
Tình chỉ là vô tướng
Mưa ướt dòng sông Tương
Nhạc chỉ là vô thường
Trăng chỉ là vo thượng
Sương chỉ là tán thưởng
Em tràn đầy yêu thương
Gió chỉ là miên trường
Hoa chỉ là tăng trưởng
Mây chỉ là khiên cưỡng
Anh đi hoài muôn phương
Yêu chỉ là chiêm ngưỡng
Thương chỉ là vấn vương
Nhớ chỉ là vô lượng
Tình chúng mình uyên ương
Trần Minh Hiền Orlando ngày 20 tháng 5 năm 2024",tình chúng mình uyên ương,,Trần Minh Hiền,https://poem.tkaraoke.com/125133/.html
"CÒN THƯƠNG TUỔI NÀO
Tuổi nào đêm nhớ, ngày thương
Tơ hồng vương vấn, vấn vương tuổi nào ?
Ngăn tim lồng ngực nôn nao
Đôi khi chạm ngõ má đào tươi xinh
Tuổi nào ngọn gió vô tình
Bến bờ cô độc một mình thả thơ
Bao giờ thôi hết dại khờ !
Lặng im dốc đá đợi chờ tiếng yêu
Tuổi nào vun vén nuông chiều ?
Giậu thưa khoan nhặt, chim kêu rụt rè
Thuở xưa đứng dưới hàng me
Nụ hôn tháng mấy tiếng ve ngập ngừng ?
Tuổi nào giấu lệ rưng rưng ?
Rèm mi năm cũ đã từng đánh rơi
Chiều phai vạt nắng phương trời
Giật mình chiếc lá mồ côi cuối đường
Tuổi nào gồng gánh phong sương ?
Hẹn hò giữa Ngọ , áo buông hững hờ
Xa xôi, khuất bóng hồn thơ
Bẻ cong vần điệu bơ vơ dặm ngàn
Tuổi nào nhón gót môi ngoan ?
Ngày em thay áo bên giàn hoa leo
Tóc xanh bay vội , tình đeo
Ngàn năm mây trắng trông theo một người
Ngày 8/5/2024
Thiên Ân ( Bình Dương )",còn thương tuổi nào,,Thiên Ân,https://poem.tkaraoke.com/125135/.html
"ĐỪNG NHÌN NHAU NỮA
Gác bỏ niềm tin giữa mọi người
Không còn sống cạnh lũ đười ươi
Nào mong vẹn nghĩa cùng ma quái
Mãi sợ tròn duyên với biển trời
Trả bến thiên đường muôn ngõ cụt
Buông tình xác thịt nửa chiều vơi
Vần thơ khép lại dòng suy tưởng
Một thuở nhìn nhau khóc lẫn cười ./.
LCT 16/10/2023",đừng nhìn nhau nữa,,Lê Cảnh Tiến,https://poem.tkaraoke.com/125136/.html
"CÕI TẠM
(Thuận nghịch độc)
Tan chiều nắng rụng ngõ lồng mây
Mỏi mắt sầu xưa bóng guộc gầy
Đàn gảy tiếng thu hồn diễm tuyệt
Lụa choàng đêm liễu dáng thơ ngây
An tâm cảnh khói hương mầu nhiệm
Tĩnh thức đời sương gió dạn dầy
Tàn cuộc chiến ta lòng hoá đá
Gian trần chốn tạm lũy thành xây...
Xây thành lũy tạm chốn trần gian
Đá hoá lòng ta chiến cuộc tàn
Dầy dạn gió sương đời thức tỉnh
Nhiệm mầu hương khói cảnh tâm an
Ngây thơ dáng liễu đêm choàng lụa
Tuyệt diễm hồn thu tiếng gảy đàn
Gầy guộc bóng xưa sầu mắt mỏi
Mây lồng ngõ rụng nắng chiều tan ./.
LCT 12/07/2023",cõi tạm,,Lê Cảnh Tiến,https://poem.tkaraoke.com/125137/.html
