Edited,Title,Genre,Author,URL
"Lặng lẽ mình anh với nỗi sầu
Sợi tình đứt chỉ đã từ lâu
Duyên xưa vội vã đành phai sắc
Phận cũ mong manh trở úa mầu
Có phải đường mơ dần quá nhạt
Hay vì lối mộng chợt chìm sâu
Tàn đông quạnh quẽ thêm buồn tủi
Hạnh phúc chờ trông đến bạc đầu.
VÕ QUANG HÂN
Đà Nẵng 04 - 10 - 2016",sầu cố nhân,,VÕ QUANG HÂN,https://poem.tkaraoke.com/109655/.html
"Hoa vàng nở giữa trời xanh
Nắng vàng anh rót ngọt lành trao em
Bờ lau nghiêng ngả hờn ghen
Thân đòng đưa gió mon men anh kề
Hoa vàng em hát... lời thề...
Tím xưa nhoà nhạt bên lề nỗi đau
Thông già biết được biển sâu???
Nương hoàng hôn tím khơi sầu tình nhân
Dấu yêu! Xin chớ chòng chành!
Chúng mình trọn vẹn nắng vàng mãi hoa.
~~~~
02.8.2019",vàng trong nắng hoa,,Nguyễn Thị Lệ Trang,https://poem.tkaraoke.com/109656/.html
"MƯA VÀ EM
Mưa về rơi ngoài phố
Mưa trên lối em đi
Khẽ khàng... mưa gợi nhớ
Miên man mưa nghĩ suy...
Mưa về rơi ngõ vắng
Mưa gởi vào thương quen
Mưa hỏi em bầu bạn
Cùng mưa bên mi hoen...
Ngập ngừng... trên vòm lá
Rơi giọt nắng nhiệm màu
Mưa lung linh đon đả
Ôm nắng vào thâm sâu
Nay lòng buồn se sắt
Xanh xao mưa - nắng hờn
Xa anh... trời chia cách
Mưa bên em ... cô đơn...
~~~~~",mưa và em,,Nguyễn Thị Lệ Trang,https://poem.tkaraoke.com/109657/.html
"Hồn em mây trắng hoa nắng bay
Tim yêu tràn nhớ bao tháng ngày
Đôi tay dịu dàng nâng bờ gió
Gởi về phương anh nụ hôn đầy...
Da em ửng hồng cánh môi thơm
Biêng biếc mắt em nhịp sóng cồn
Ánh dương phơi mình trong quãng nhớ
Bừng hoa của đất toả trời hương...
Mướt mát kề môi lóng lánh sương
Đàn ai tha thiết gợi trong hồn
Dập dìu như say... tình như đã...
Gió quyện tơ lòng hôn mùa thương.
~~~~~",hôn lên mùa thương,,Nguyễn Thị Lệ Trang,https://poem.tkaraoke.com/109658/.html
"I LOVED YOU FIRST: BUT AFTERWARDS YOUR LOVE
by  Christina Rossetti
.
I loved you first: but afterwards your love
Outsoaring mine, sang such a loftier song
As drowned the friendly cooings of my dove.
Which owes the other most? my love was long,
And yours one moment seemed to wax more strong;
I loved and guessed at you, you construed me
And loved me for what might or might not be –
Nay, weights and measures do us both a wrong.
For verily love knows not ‘mine’ or ‘thine;’
With separate ‘I’ and ‘thou’ free love has done,
For one is both and both are one in love:
Rich love knows nought of ‘thine that is not mine;’
Both have the strength and both the length thereof,
Both of us, of the love which makes us one.
****
*
TÌNH EM TRAO TRƯỚC, TÌNH ANH SAU
Tình em trao trước, tình anh sau
Nhưng sao em vẫn thấy ngọt ngào
Cất lên tiếng hát, hồn bay bổng
Vút cao hơn cả cánh chim câu
Ai thiếu nợ ai khó rạch ròi
Tình em ắt hẳn đã lâu rồi
Tình anh ngày tháng thêm sâu đậm
Yêu anh, em cố đoán mò thôi
Anh như thấu hiểu cả lòng em
Và nhất quyết yêu chẳng tị hiềm
Cho dẫu là gì anh cũng mặc
Đếm đong chỉ làm khổ đôi tim
Tình yêu chân thật chẳng chia phân
“Tình của em” hay “tình của anh”
Vì bởi nếu chia phân đôi ngã
Tự do luyến ái sẽ tan tành
Cả hai là một, một là hai
Chẳng “của em” mà chảng “của tôi”
Là bởi tình yêu sâu, mãnh liệt
Cả hai cũng chỉ một cuộc đời.
☆
Trần Đức Phổ dịch","tình em trao trước, tình anh sau (i loved you first: but afterwards your love)",,Trần Đức Phổ,https://poem.tkaraoke.com/109659/.html
"BỎ MẶC NGÀY XƯA
Ngày xưa đau khổ vì em
Tối lửa tắt đèn rón rén đôi chân
Dặn lòng một thoáng bâng khuâng
Đôi mắt không vần gieo chẳng ra thơ
Ngày xưa trăng gió ơ hờ
Một cõi tình cờ đậu nhánh ưu tư
Rập rình trao vội lá thư
Nét chữ hiền từ nhảy điệu rum ba
Ngày xưa mình chẳng thích ta
Dây muống , trái cà héo nụ úa dây
Ngồi chờ em lại sang đây
Muôn chuyện nọ này không đủ ép phê
Ngày xưa đẫm tính vụng về
Tấm vách gần kề kẽo kẹt gió đưa
Trộm nhìn sớm sớm trưa trưa
Ngọn cỏ gió đùa giẩy nẩy vời đau
Ngày xưa cuốn sách ai trao?
Mở cửa bay vào một giấc mơ xanh
Sợi tình rối rắm mong manh
Ép mộng không thành ủ dột trái tim
Ngày xưa hoang vắng đâu tìm
Giai điệu ngọt mềm bỗng đắng từ môi
Anh về ném đá rách trời
Âu yếm cạn lời gãy cánh bóng chim
Ngày 23/9/2020
Thiên Ân ( Bình Dương)",bỏ mặc ngày xưa 2,,Thiên Ân,https://poem.tkaraoke.com/109660/.html
"Cô Lái Đò
Nón lá che nghiêng chiều nắng ngã,
Tay chèo ẻo lã đẩy đò qua.
Nhìn xiên bóng nước màu tro nhạt,
Ửng trắng da hồng nắng phớt qua…
Nét đẹp miền sông mờ điềm phấn,
Môi son khéo đỏ má màu hồng.
Say mê mãi ngắm lòng xao xuyến,
Chợt nhớ hình ai nhạt nắng hồng...",cô lái đò,,Vô Chính Diệu,https://poem.tkaraoke.com/109661/.html
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (2135)
Nửa Chừng Xuân
Từng tảng mây đen lấp đỉnh trời
Ầm ầm sấm chớp, bụi mù khơi
Hàng cây răng rắc đang nghiêng ngả
Những chú chim câu cũng rối bời
Tiếng mưa lộp bộp phủ hiên lầu
Quạnh quẽ thư phòng, vớ vẩn khâu
Mắt biếc thẫn thờ buông bút mực
Lặng nhìn ướt đẫm cánh hoa nâu
Oằn chất ưu tư vĩnh biệt cành
Rụng nằm mặt đất...kiếp mong manh
Mới qua lộng lẫy, nay tàn tạ
Trơ trọi dưới kia đợi chuyển hành
Nghe niềm não nuột chực ngân nga
Ngẫm cảnh, chạnh đau, tủi phận đà
Thấp thoáng đường trần như rõ đặng
Bóng chiều nhàn nhạt chóng lân la
Ấy vậy mà chưa phỉ sở nguyền
Gánh sầu trĩu nặng mối lương duyên
Gió đông, nắng hạ, xuân, thu mãn
Vẫn đắp chăn thâu, rũ mái huyền
Bạn bè trang lứa kết thành đôi
Thấy họ tháng năm hạnh phúc bồi
Hương lửa ấm nồng bên đám trẻ
Yên bình một cõi, lững lờ trôi
Đâu luồng rét lạnh thổi vào tim
Tê tái hồn đơn phút lặng chìm
Nghiệp quả lẻ thường thôi mặc kệ
Mò chi đáy biển...Há còn kim!.
June 20, 2020
Tam Muội
Quét Lá Vàng Rơi
Lặng lẽ canh khuya, cảnh trí buồn
Ngoài trời tí tách hạt mưa sương
Bâng khuâng, thao thức kề bên mảng
Dào dạt tâm hồn nỗi vấn vương...
Chỉ vài tháng nữa đúng ba năm
Chỉ mối tơ duyên, kết mộng vàng
Sớm tối quyện hoà, xây đắp mộng
Ngọt ngào thắm thiết nghĩa Uyên Ương
Những buổi đêm thâu xoải cánh hồn
Thênh thang êm ả lướt đầu non
Những khi tĩnh mịch, bầu trong vắt
Xúc cảm lâng lâng, thả chập chờn
Bao chiều hướng vọng, nhịp ngân nga
Quan ải, biên cương, bóng mịt mờ
Lưu luyến ngập đầy nơi tấc dạ
Hai đầu nhung nhớ, chỉ còn thơ
Biết nói sao đây vòng mệnh số
Lửng lơ sóng nước, ánh trăng treo
Phút giây diễm tuyệt, làn nhô nhấp
Lấp lánh đong đưa rã ngọn khều...
Nàng về cõi ấy ""Muốn tìm chi""
Ta lạc phương nầy khựng gót đi
Quê cũ, vườn xưa hình lởn vởn
Thẫn thờ ngang trái đọng bờ mi...
Để mãi băn khoăn, chuỗi héo gầy
Mỏi mòn, da diết, nghẹn sầu ai
Đìu hiu quạnh quẽ theo ngày tháng
Quét lá vàng rơi rụng rải đầy...
11/07/2020
Nguyễn Thành Sáng",thơ hoạ nguyễn thành sáng & tam muội (2135),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/109662/.html
"Thơ hoạ Nguyễn Thành Sáng & Tam Muội (2136)
Tình Gieo Tiếng Gọi
Canh đêm vắng lặng, nỗi buồn tơi
Gió chuyển mây ngàn phủ ánh rơi
Bóng nguyệt đang đầy, lan toả vợi
Cung trời giờ biến, choáng mờ trôi
Xa xôi hồn bạn sầu tăm tối
Gần gũi tình trăng thắm rạng ngời
Ủ ấp nguồn thương, gieo tiếng gọi
Ấm lòng giá lạnh, mộng yêu ơi!
Nguyễn Thành Sáng
Khúc Tình Xa
(Nhất Vận – Ngũ Độ Thanh)
Vẳng Khúc Tình Xa chạnh não lòng
Nhìn lên thấy nguyệt thẫn thờ rong
Tan dìu dặt khảy sầu mi cõng
Mãn nỉ non đàn xót dạ đong
Quạnh gối canh tàn châu mãi đọng
Đơn mền trống điểm lệ hoài mong
Tương phùng hợp cẩn hoà chung bóng
Đặng Khúc Tình Xa chẳng não lòng.
July 13, 2020
Tam Muội",thơ hoạ nguyễn thành sáng & tam muội (2136),,Nguyễn Thành Sáng,https://poem.tkaraoke.com/109663/.html
"BỞI VÌ EM LÀ ĐẶC BIỆT NHIỆM MẦU
Anh thì chẳng bao giờ quên em được cả
Bởi vì em là đặc biệt nhiệm mầu
Dòng sông chảy qua cánh đồng vất vả
Em là tình yêu em là hiền hậu
Thắp sáng hồn anh trong cõi ta bà
Em hãy là nàng tiên thướt tha
Tặng cho anh phép mầu ước thấy
Anh thì vẫn muôn đời mộng mị
Muốn ôm em thật chặt đong đầy
Muốn yêu em siết chặt thầm thì
Em hãy là nàng thơ ướt mi
Ôi nước mắt em làm anh tan chảy
Như hạnh phúc an ủi niềm bất hạnh
Em là gió qua trần gian trốn chạy
Em là lửa qua hồn anh rực cháy
Em hãy là mùa thu ngất ngây
Để anh sống trong thiên đàng hạ giới
Để anh chết trong vườn thơ thức dậy
Em cho anh vui sướng tuyệt vời
Em cho anh đau khổ rã rời
Trần Minh Hiền Orlando ngày 5 tháng 10 năm 2020",bởi vì em là đặc biệt nhiệm mầu,,Trần Minh Hiền,https://poem.tkaraoke.com/109664/.html
