Content,Title,Genre,Author,URL,Edited
"Thơ : Việt Phúc
Đã nửa đông rồi chợt nhớ thương
Mà sao gió lạnh cõi vô thường
Bên hè nắng dội lòng trăn trở
Giữa phố mưa về dạ vấn vương
Nghĩa tủi trào dâng gò má rộng
Hồn say lắng đọng kẽ môi hường
Cung đàn khẽ dạo theo lời hát
Lẫn khúc ân tình gửi cố hương.
Bài : KHÚC NHẠC SẦU TUƠNG ... Hoàng Thi Thơ
Nửa dặm xuân đời vẫn ngát hương
Hằn lên nét liễu gợi xoan hường
Loan phòng quạnh quẽ niềm cay đắng
Phụng gác eo sèo nỗi tủi vương
Nghĩa ái còn bao điều tẻ nhạt
Tình ân đã bấy lẻ đơn thường
Say lồng tiếng nhạc ru hồn chuyển
Gởi trái tim hồng vong cõi thương.
Bài : KHOẢNG LẶNG ... Tuấn Tôn.
Giữa chốn đô thành chạm lửa thương ,
Phòng loan gối nệm vẫn như thường !
Song giằng trăng níu điều ngăn trở ,
Gió đẩy mưa dằn nỗi niệm vương !
Khắc khoải mơ trời xanh biển rộng ,
Say lòng mộng thắm đỏ duyên hường !
Từ trong khoảng lặng âm thầm hát ,
Lệ đẫm theo dòng nẻo cố hương !",cố hương.,,Việt Phúc,https://poem.tkaraoke.com/78259/.html,
"Thơ: Bành Thị Nòi
Anh giữ trọn mùa đông càng lạnh giá
Cho lòng em đợi thức cả đêm hồng
Một mình gác vắng hư không
Sầu vơi tĩnh mặc trong lòng nhớ nhung.
Anh về giữa tiếng muôn trùng bóng tối
Giọt lệ nhòa ướt đẫm gối mình em
Nghe chừng sương lạnh màn đêm
Cô phòng lặng lẽ ngoài thềm trăng rơi
Anh đi vắng, nửa đời em hiu quạnh
Vết thương này, bỗng thấy lạnh niềm đau
Ai người với những canh thâu
Chờ mong giây phút cùng nhau bên người.",một mình.,,Việt Phúc,https://poem.tkaraoke.com/78260/.html,
"Thơ : Bành Thị Nòi.
Nhìn về quá khứ tuổi thơ
Bao nhiêu khát vọng để giờ vỡ tan
Chùn chân bước giữa đại ngàn
Lạc trong mưa gió vô vàn đắng cay
Con tim khô héo bao ngày
Người đi gãy gánh duyên này cũng đau
Tóc thưa dần đã phai màu
Hồn như chết lặng, nỗi sầu đa mang
Lệ rơi, gối qụy mơ màng
Từ trong vô vọng gọi chàng có hay
Bóng thời gian cứ đọa đầy
Miền hoang đất lạnh phủ dày cỏ lau
Chữ tình xin tạc về sau
Nguyện chung thủy mãi với câu ước thề.",hồi tưởng.,,Việt Phúc,https://poem.tkaraoke.com/78261/.html,
"Thơ : Bành Thị Nòi.
Em đi giữa phố đông người
Ngẩn ngơ tìm lấy nụ cười hồn nhiên
Chiều thu xa cách đôi miền
Hàng cây lá rụng bên triền trầm luân
Qoặn đau vai đã thấm nhuần
Duyên tình kiếp trước gian truân bẽ bàng
Anh về có thấy thu sang
Phố xưa em đợi đôi hàng lệ rơi
Mười năm tim nát rã rời
Ẩn trong sâu thẳm không lời kêu than
Anh đi giữa chốn đại ngàn
Bỏ em ngẫm tựa cung đàn đứt dây ...",đứt dây đàn.,,Việt Phúc,https://poem.tkaraoke.com/78262/.html,
"Thơ : Bành Thị Nòi
Ta về trời đã lập đông
Cái se se lạnh giá lòng đầy vơi
Bên đường ngập lá vàng rơi
Mây lang thang lượn để rồi lãng quên.
Rồi khuya phố cũng lên đèn
Đơn phương bóng lẻ gió len tóc thề
Bên mình cõi mộng đê mê
Gợi tình lữ khách có về qua đây.
Ta về xác pháo rơi đầy
Bên hiên ai đứng chợt ngây tiếc lòng
Nhủ mình chớ thẹn hoài mong
Đôi lần lỡ hẹn còn trông làm gì ?
Thế là cất bước ra đi
Bỏ người ở lại lỡ thì duyên sau
Gió vương vấn nhẹ bên cầu
Lệ rơi rơi mãi tình đầu tàn phai.",tình đầu tàn phai.,,Việt Phúc,https://poem.tkaraoke.com/78263/.html,
"Thơ : Bành Thị Nòi.
Chờ ai hết cả đông rồi
Chồi non sắp mọc mà người có hay...?
Đàn bầu ai gảy đêm này
Cho lòng mong thỏa tỏ bầy đêm thơ
Thương ai ... rét buốt đợi chờ
Vầng trăng đơn lẻ lững lờ tàn canh
Sương rơi lắng hạt trên cành
Xót xa đau dạ chòng chành đêm thâu
Nhủ lòng biết gửi về đâu
Yếm đào một dải bắc cầu ai qua
Bao nhiêu tiếng khóc lệ nhòa
Gửi người phương ấy thiết tha bên lòng
Khóe duyên tựa ngắm cành hồng
Thương ai nhớ mãi mặn nồng trên môi
Đêm khuya lại thấy bồi hồi
Trái tim khờ dại đợi người nơi xa.",tàn đông,,Việt Phúc,https://poem.tkaraoke.com/78264/.html,
"Thơ: Bành Thị Nòi.
Lỡ vội đi tìm khoảnh khắc xưa
Người ơi nhớ mãi rặng rau dừa
Đầu thôn tụi nhỏ đùa ban sớm
Cạnh vũng dăm thằng tắm buổi trưa
Vắt vẻo cầu tre hồn chợt đã
Lành tranh lũy trúc dạ như vừa
Ôm vào kỉ niệm dòng sông ấy
Thỏa những đêm hè gió lại đưa.
Bài : NGÀY THƠ ẤU ... Tuấn Tôn
Mãi nhớ nhung về kỷ niệm xưa
Miền quê mát rượi những cây dừa
Lùa trâu thả bãi sông từ sớm
Cắt cỏ trên đồng khoảng giữa trưa
Trận giả nô đùa đê vấp ngã
Hò reo đuổi lặn duỗi chân vừa
Bây giờ nghĩ lại ngày thơ ấu
Cánh võng êm đềm Mẹ đẩy đưa.
Bài : TRỞ VỀ TUỔI THƠ ... Thẩm Hoàng.
Quê nhà lại nhớ khoảng trời xưa
Lũ trẻ đàn trâu những rặng dừa
Thổi sáo căng diều khi buổi sớm
Thi chuyền chọi dế lúc ban trưa
Mặt lấm lem bùn vui chẳng đủ
Tay nhem nhuốc cỏ sướng nao vừa
Hàng tre bụi trúc triền sông đó
Tiếng vọng ru đời lỡ bước đưa.
Bài : TÌM KỶ NIỆM ... Thuan Dang.
Quay về kỷ niệm thẫn thờ xưa
Thuở ấy cùng chơi giữa rặng dừa
Ngõ nhỏ duyên tràn tha thiết gọi
Sương mềm mái đẩy nhẹ nhàng đưa
Sông hờ hững chảy tim người lịm
Sóng lững lờ chao bụng kẻ vừa
Mải miết nô đùa bên ngã vọng
Êm đềm gợi mãi chuyến đò trưa .",sông quê,,Việt Phúc,https://poem.tkaraoke.com/78265/.html,
"Thơ : Bành Thị Nòi
Ta về nhặt nắng chiều nay
Tay lùa vạt gió, cỏ may lại cười
Sông Hồng lặng lẽ cùng tôi
Đưa tình con gái, một thời mênh mang
Ta nay xa chốn ngút ngàn
Mơ về lối cũ xóm làng thân quen
Tình hoa dâng chút êm đềm
Vờn lay vệ cỏ bên thềm trang thơ.",ta về.,,Việt Phúc,https://poem.tkaraoke.com/78266/.html,
"Gặp Lại Người Năm Xưa
Em ngồi trên chiếc Honda
Chạy qua chầm chậm để mà nhìn tôi
Môi hồng nhoen nhoẻn nụ cười
Dưới đôi mắt biếc…nói lời thân quen!
Bâng khuâng nghĩ ngợi cái tên
Một thời sớm vội tìm quên để đừng
Tủi cho cảnh sống nhọc nhằn
Cánh chim trôi giạt giữa màn tối tăm!…
Năm xưa sau chuyến bổ hàng
Xe đò bất chợt ngồi gần bên nhau
Lâng lâng liếc trộm hoa đào
Hồn mơ thoáng chốc dạt dào say sưa
À…à…Cô ghé về đâu…
Thêm… thêm… mấy tiếng, mấy câu những gì…
Áng mây giạt khỏi trăng thề
Long lanh phơi ửng, nẻo về lộ ra…
Thế rồi bỗng chốc phương xa
Cánh thư em gửi đến nhà thăm anh
Từ trong nhè nhẹ rung rinh
Tiếng đàn trổi khúc nhạc tình du dương
Chẳng màng cát bụi phong sương
Chẳng màng thân phận sang hèn làm chi
Chỉ cần một bịt thuốc rê
Chút tiền lộ phí…cũng phê... cũng mình
Nào hay cái chữ nhục vinh
Nào hay muốn có cái xinh…phải tiền!
Giờ đây em hỡi! Em hiền
Nhìn tôi chi nữa…Để phiền cho tôi!
1/12/2017
Nguyễn Thành Sáng",gặp lại người năm xưa,,Nguyễn Thành Sáng,https://poem.tkaraoke.com/78267/.html,
"Tháng 12 lại đến.. có làm Bạn thổn thức... có làm bạn nhớ nhung.....💕
THÁNG YÊU THƯƠNG ..... ❄
Từng tháng..
Đã...
Đi qua..... ❄
Những cuộc Tình đã xa...
Em là người Tình cuối
Sao mà Em đắm đuối... ❄
Như ký ức dấu yêu
Những  bông Tuyết phiêu du.....❄
Một bông Tuyết nhẹ rơi.. ❄
Rơi... vào miền yêu thương.....❄
#thángyêuthương  #tuanpm",tháng yêu thương ..... ❄,,Tuan Pm,https://poem.tkaraoke.com/78268/.html,
